seqnames,start,end,width,strand,dataSource,GTSP,patient,reads,refGenome,sampleName,timePoint,timePointDays,timePointMonths,posid,inFeature,nearestFeature,nearestFeatureStrand,inFeatureExon,inFeatureSameOrt,nearestFeatureDist,nearestOncoFeature,nearestOncoFeatureDist,nearestOncoFeatureStrand,nearestlymphomaFeature,nearestlymphomaFeatureDist,nearestlymphomaFeatureStrand,cellType
chr6,45588748,45588962,215,+,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr6+45588748,FALSE,RUNX2,+,FALSE,TRUE,37665,RUNX2,37665,+,BRD2,12607242,+,TCELL
chr3,45592803,45593113,311,-,454,LS-13,pin32,8,hg38,LS-13-0,D-1,-1,-0,chr3-45593113,FALSE,LIMD1,+,FALSE,FALSE,-1716,LIMD1,-1716,+,None.found,Inf,None.found,TCELL
chr6,45593462,45593558,97,-,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chr6-45593558,FALSE,RUNX2,+,FALSE,FALSE,42475,RUNX2,42475,+,BRD2,12612052,+,TCELL
chr18,45671091,45671130,40,-,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr18-45671130,TRUE,SLC14A2,+,FALSE,FALSE,-0,EPG5,176477,-,BCL2,17452214,-,TCELL
chr18,45688347,45688513,167,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr18+45688347,FALSE,SLC14A2,+,FALSE,TRUE,5239,EPG5,159260,-,BCL2,17434997,-,TCELL
chrX,45772639,45772898,260,-,454,LS-13,pin32,5,hg38,LS-13-0,D-1,-1,-0,chrX-45772898,FALSE,MIR222,-,FALSE,TRUE,-25773,MIR222,-25773,-,MTCP1,109291134,-,TCELL
chr6,45807250,45807581,332,+,454,LS-13,pin32,8,hg38,LS-13-0,D-1,-1,-0,chr6+45807250,FALSE,CLIC5,-,FALSE,FALSE,91199,RUNX2,256167,+,BRD2,12825744,+,TCELL
chr10,45824582,45824613,32,-,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chr10-45824613,FALSE,AGAP4,-,FALSE,TRUE,977,NCOA4,180473,-,BMI1,23493127,+,TCELL
chr2,45842375,45842544,170,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr2+45842375,TRUE,PRKCE,+,FALSE,TRUE,0,EPCAM,-1526771,+,BCL11A,14608790,-,TCELL
chr3,45974226,45974364,139,-,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr3-45974364,TRUE,FYCO1,-,FALSE,TRUE,0,CCR9,71188,+,None.found,Inf,None.found,TCELL
chr3,46075178,46075211,34,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr3-46075211,FALSE,XCR1,-,FALSE,TRUE,-47723,CCR1,126496,-,None.found,Inf,None.found,TCELL
chr2,46179742,46179940,199,-,454,LS-13,pin32,5,hg38,LS-13-0,D-1,-1,-0,chr2-46179940,TRUE,PRKCE,+,FALSE,FALSE,-0,EPCAM,-1189206,+,BCL11A,14271225,-,TCELL
chr12,46218333,46218469,137,-,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chr12-46218469,TRUE,SLC38A1,-,FALSE,TRUE,-0,SLC38A1,-0,-,ETV6,34323066,+,TCELL
chr11,46242526,46242711,186,-,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr11-46242711,FALSE,CREB3L1,+,FALSE,FALSE,-34925,CREB3L1,-34925,+,LMO2,-12350421,-,TCELL
chr3,46266282,46266453,172,-,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr3-46266453,TRUE,CCR3,+,TRUE,FALSE,-0,CCR1,-58111,-,None.found,Inf,None.found,TCELL
chr11,46287583,46287603,21,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr11+46287583,TRUE,CREB3L1,+,FALSE,TRUE,0,CREB3L1,0,+,LMO2,-12395293,-,TCELL
chr19,46350676,46351001,326,-,454,LS-13,pin32,5,hg38,LS-13-0,D-1,-1,-0,chr19-46351001,TRUE,PPP5C,+,FALSE,FALSE,0,BBC3,869819,-,JUND,-28069344,-,TCELL
chrX,46546498,46546745,248,+,454,LS-13,pin32,9,hg38,LS-13-0,D-1,-1,-0,chrX+46546498,TRUE,ZNF674-AS1,+,TRUE,TRUE,0,CDK16,-671629,+,MTCP1,108517534,-,TCELL
chr12,46547386,46547531,146,-,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr12-46547531,TRUE,LOC100288798,+,FALSE,FALSE,-0,SLC38A2,-174668,-,ETV6,34652128,+,TCELL
chr19,46616645,46616844,200,-,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chr19-46616844,FALSE,PTGIR,-,FALSE,TRUE,3622,BBC3,603976,-,JUND,-28335187,-,TCELL
chr21,46635224,46635265,42,-,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr21-46635265,FALSE,PRMT2,+,FALSE,FALSE,-328,S100B,-30142,-,RUNX1,-11585966,-,TCELL
chr1,46667701,46667959,259,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr1-46667959,TRUE,ATPAF1,-,FALSE,TRUE,0,TSPAN1,481996,+,TAL1,548329,-,TCELL
chr16,46690655,46690732,78,-,454,LS-13,pin32,6,hg38,LS-13-0,D-1,-1,-0,chr16-46690732,TRUE,ORC6,+,FALSE,FALSE,0,ZNF423,2796797,-,None.found,Inf,None.found,TCELL
chrX,46721622,46721855,234,-,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chrX-46721855,TRUE,SLC9A7,-,FALSE,TRUE,0,CDK16,-496272,+,MTCP1,108342177,-,TCELL
chr22,46791819,46792074,256,+,454,LS-13,pin32,7,hg38,LS-13-0,D-1,-1,-0,chr22+46791819,TRUE,TBC1D22A,+,FALSE,TRUE,0,PKDREJ,-528496,-,BCR,23473781,+,TCELL
chr18,46895928,46895975,48,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr18+46895928,TRUE,PIAS2,-,FALSE,FALSE,0,EPG5,-928588,-,BCL2,16227416,-,TCELL
chr19,46956625,46956858,234,-,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr19-46956858,TRUE,ARHGAP35,+,FALSE,FALSE,0,BBC3,263962,-,JUND,-28675201,-,TCELL
chr19,47110706,47110853,148,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr19+47110706,TRUE,ZC3H4,-,FALSE,FALSE,0,BBC3,110114,-,JUND,-28829049,-,TCELL
chrX,47189409,47189643,235,+,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chrX+47189409,FALSE,UBA1,+,FALSE,TRUE,-1389,CDK16,-28718,+,MTCP1,107874623,-,TCELL
chr12,47215185,47215422,238,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr12+47215185,TRUE,"PCED1B,PCED1B-AS1","+,-",FALSE,FALSE,0,PCED1B,-0,+,ETV6,35319782,+,TCELL
chr12,47363848,47363932,85,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr12-47363932,FALSE,MIR4494,-,FALSE,TRUE,252,PCED1B,127268,+,ETV6,35468529,+,TCELL
chr12,47391651,47392129,479,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr12+47391651,FALSE,LINC02156,+,FALSE,TRUE,-23355,PCED1B,154987,+,ETV6,35496248,+,TCELL
chr12,47395036,47395169,134,-,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr12-47395169,FALSE,LINC02156,+,FALSE,FALSE,-19837,PCED1B,158505,+,ETV6,35499766,+,TCELL
chr11,47431244,47431483,240,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr11+47431244,FALSE,PSMC3,-,FALSE,FALSE,-4770,SPI1,-52667,-,LMO2,-13538954,-,TCELL
chr19,47486053,47486086,34,-,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr19-47486086,TRUE,NAPA-AS1,+,FALSE,FALSE,0,NAPA,1546,-,JUND,-29204429,-,TCELL
chr8,47513165,47513259,95,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr8+47513165,TRUE,SPIDR,+,FALSE,TRUE,-0,SNAI2,1404510,-,MYC,-80222267,+,TCELL
chr20,47534580,47534693,114,+,454,LS-13,pin32,32,hg38,LS-13-0,D-1,-1,-0,chr20+47534580,TRUE,NCOA3,+,FALSE,TRUE,0,NCOA3,0,+,None.found,Inf,None.found,TCELL
chr11,47554316,47554378,63,-,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr11-47554378,FALSE,CELF1,-,FALSE,TRUE,-1137,FNBP4,162114,-,LMO2,-13662088,-,TCELL
chr2,47752050,47752297,248,+,454,LS-13,pin32,5,hg38,LS-13-0,D-1,-1,-0,chr2+47752050,FALSE,MSH6,+,FALSE,TRUE,-31030,MSH6,-31030,+,BCL11A,12699115,-,TCELL
chr12,47867877,47868057,181,-,454,LS-13,pin32,6,hg38,LS-13-0,D-1,-1,-0,chr12-47868057,TRUE,VDR,-,FALSE,TRUE,-0,PCED1B,631393,+,ETV6,35972654,+,TCELL
chr12,47868253,47868552,300,+,454,LS-13,pin32,7,hg38,LS-13-0,D-1,-1,-0,chr12+47868253,TRUE,VDR,-,FALSE,FALSE,-0,PCED1B,631589,+,ETV6,35972850,+,TCELL
chr18,47899137,47899229,93,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr18-47899229,TRUE,SMAD2,-,FALSE,TRUE,0,SMAD2,0,-,BCL2,15224115,-,TCELL
chr11,48004793,48005193,401,+,454,LS-13,pin32,15,hg38,LS-13-0,D-1,-1,-0,chr11+48004793,TRUE,PTPRJ,+,FALSE,TRUE,0,PTPRJ,0,+,LMO2,-14112503,-,TCELL
chr11,48013191,48013301,111,-,454,LS-13,pin32,10,hg38,LS-13-0,D-1,-1,-0,chr11-48013301,TRUE,PTPRJ,+,FALSE,FALSE,0,PTPRJ,0,+,LMO2,-14121011,-,TCELL
chr7,48087975,48088039,65,+,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr7+48087975,FALSE,UPP1,+,FALSE,TRUE,-626,HUS1,-108349,-,None.found,Inf,None.found,TCELL
chr19,48254401,48254739,339,+,454,LS-13,pin32,5,hg38,LS-13-0,D-1,-1,-0,chr19+48254401,TRUE,CARD8,-,FALSE,FALSE,0,CARD8,0,-,JUND,-29972744,-,TCELL
chr10,48313281,48313669,389,-,454,LS-13,pin32,5,hg38,LS-13-0,D-1,-1,-0,chr10-48313669,TRUE,MAPK8,+,FALSE,FALSE,0,MAPK8,0,+,BMI1,25982183,+,TCELL
chr17,48439817,48440104,288,+,454,LS-13,pin32,5,hg38,LS-13-0,D-1,-1,-0,chr17+48439817,FALSE,LOC101927166,+,FALSE,TRUE,-5014,HOXB8,172527,-,None.found,Inf,None.found,TCELL
chr17,48441395,48441610,216,-,454,LS-13,pin32,7,hg38,LS-13-0,D-1,-1,-0,chr17-48441610,FALSE,LOC101927166,+,FALSE,FALSE,-3221,HOXB8,170734,-,None.found,Inf,None.found,TCELL
chr17,48544351,48544445,95,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr17+48544351,TRUE,"HOXB2,HOXB-AS1","-,+",TRUE,FALSE,-0,HOXB8,67993,-,None.found,Inf,None.found,TCELL
chr16,48595514,48595603,90,-,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr16-48595603,TRUE,N4BP1,-,FALSE,TRUE,0,ZNF423,891926,-,None.found,Inf,None.found,TCELL
chr16,48611319,48611401,83,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr16+48611319,FALSE,N4BP1,-,FALSE,FALSE,-1109,ZNF423,876210,-,None.found,Inf,None.found,TCELL
chr13,48807160,48807374,215,+,454,LS-13,pin32,6,hg38,LS-13-0,D-1,-1,-0,chr13+48807160,FALSE,CYSLTR2,+,FALSE,TRUE,95933,RB1,325269,+,CDX2,-20837791,-,TCELL
chr18,48817627,48818085,459,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr18-48818085,TRUE,CTIF,+,FALSE,FALSE,-0,CTIF,-0,+,BCL2,14305259,-,TCELL
chr18,48926278,48926373,96,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr18+48926278,TRUE,SMAD7,-,FALSE,FALSE,-0,CTIF,63060,+,BCL2,14197066,-,TCELL
chr18,48929669,48929763,95,+,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr18+48929669,TRUE,SMAD7,-,FALSE,FALSE,-0,CTIF,66451,+,BCL2,14193675,-,TCELL
chr19,48959384,48959506,123,+,454,LS-13,pin32,6,hg38,LS-13-0,D-1,-1,-0,chr19+48959384,TRUE,BAX,+,FALSE,TRUE,-0,BAX,-0,+,JUND,-30677727,-,TCELL
chr20,49220816,49220901,86,-,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chr20-49220901,TRUE,DDX27,+,FALSE,FALSE,0,CSE1L,123940,+,None.found,Inf,None.found,TCELL
chr10,49255257,49255301,45,-,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chr10-49255301,FALSE,C10orf71-AS1,-,FALSE,TRUE,40980,ERCC6,199177,-,BMI1,26923815,+,TCELL
chr3,49340985,49341059,75,+,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr3+49340985,FALSE,USP4,-,FALSE,FALSE,-881,USP4,-881,-,None.found,Inf,None.found,TCELL
chr13,49445290,49445407,118,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr13-49445407,TRUE,"SETDB2,SETDB2-PHF11","+,+",FALSE,FALSE,-0,DLEU2,537140,-,CDX2,-21476038,-,TCELL
chr13,49540080,49540146,67,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr13+49540080,TRUE,RCBTB1,-,FALSE,FALSE,-0,DLEU2,442467,-,CDX2,-21570711,-,TCELL
chr19,49559639,49559729,91,+,454,LS-13,pin32,5,hg38,LS-13-0,D-1,-1,-0,chr19+49559639,TRUE,NOSIP,-,FALSE,FALSE,-0,RRAS,75651,-,JUND,-31277982,-,TCELL
chr14,49583824,49583904,81,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr14-49583904,TRUE,RPS29,-,FALSE,TRUE,-0,ARF6,-309112,+,TCL1A,46126061,-,TCELL
chr12,49673026,49673060,35,+,454,LS-13,pin32,5,hg38,LS-13-0,D-1,-1,-0,chr12+49673026,TRUE,FMNL3,-,FALSE,FALSE,0,FMNL3,0,-,ETV6,37777623,+,TCELL
chr14,49970948,49971062,115,+,454,LS-13,pin32,10,hg38,LS-13-0,D-1,-1,-0,chr14+49970948,FALSE,MIR6076,+,FALSE,TRUE,4436,ARF6,73893,+,TCL1A,45739017,-,TCELL
chr14,50046681,50046857,177,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr14+50046681,TRUE,LINC01599,-,FALSE,FALSE,-0,ARF6,149626,+,TCL1A,45663284,-,TCELL
chr14,50083108,50083322,215,+,454,LS-13,pin32,5,hg38,LS-13-0,D-1,-1,-0,chr14+50083108,TRUE,LINC01599,-,FALSE,FALSE,0,ARF6,186053,+,TCL1A,45626857,-,TCELL
chr3,50088613,50088681,69,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr3-50088681,FALSE,RBM5,+,FALSE,FALSE,-225,RBM5,-225,+,None.found,Inf,None.found,TCELL
chr7,50146691,50146766,76,+,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr7+50146691,TRUE,SPATA48,+,FALSE,TRUE,-0,IKZF1,-157390,+,None.found,Inf,None.found,TCELL
chr17,50162386,50162764,379,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr17+50162386,FALSE,SGCA,+,FALSE,TRUE,-3597,COL1A1,21708,-,None.found,Inf,None.found,TCELL
chr12,50186503,50186569,67,-,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr12-50186569,TRUE,LIMA1,-,FALSE,TRUE,-0,FMNL3,-479154,-,ETV6,38291166,+,TCELL
chr7,50220298,50220397,100,+,454,LS-13,pin32,6,hg38,LS-13-0,D-1,-1,-0,chr7+50220298,FALSE,SPATA48,+,FALSE,TRUE,61041,IKZF1,-83783,+,None.found,Inf,None.found,TCELL
chr16,50335048,50335082,35,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr16+50335048,TRUE,BRD7,-,FALSE,FALSE,-0,CYLD,-407000,+,None.found,Inf,None.found,TCELL
chr16,50335101,50335141,41,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr16+50335101,TRUE,BRD7,-,FALSE,FALSE,-0,CYLD,-406947,+,None.found,Inf,None.found,TCELL
chr20,50339720,50339755,36,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr20+50339720,FALSE,LINC01271,-,FALSE,FALSE,-18377,CEBPB,147029,+,None.found,Inf,None.found,TCELL
chr5,50594365,50594446,82,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr5+50594365,FALSE,PARP8,+,FALSE,TRUE,-71532,FST,-2886067,+,TLX3,-120714917,+,TCELL
chr3,50601587,50601799,213,-,454,LS-13,pin32,9,hg38,LS-13-0,D-1,-1,-0,chr3-50601799,FALSE,CISH,-,FALSE,TRUE,4653,RASSF1,-260862,-,None.found,Inf,None.found,TCELL
chr3,50608857,50608926,70,-,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr3-50608926,TRUE,CISH,-,FALSE,TRUE,-0,RASSF1,-267989,-,None.found,Inf,None.found,TCELL
chr16,50682793,50682921,129,-,454,LS-13,pin32,6,hg38,LS-13-0,D-1,-1,-0,chr16-50682921,FALSE,SNX20,-,FALSE,TRUE,-1567,CYLD,-59127,+,None.found,Inf,None.found,TCELL
chr16,50698804,50699112,309,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr16-50699112,TRUE,NOD2,+,FALSE,FALSE,0,CYLD,-42936,+,None.found,Inf,None.found,TCELL
chr14,50761239,50761373,135,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr14-50761373,TRUE,NIN,-,FALSE,TRUE,-0,NIN,-0,-,TCL1A,44948592,-,TCELL
chr13,50894564,50894708,145,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr13+50894564,TRUE,RNASEH2B-AS1,-,FALSE,FALSE,-0,DLEU1,365920,+,CDX2,-22925195,-,TCELL
chr14,50955739,50956058,320,+,454,LS-13,pin32,7,hg38,LS-13-0,D-1,-1,-0,chr14+50955739,FALSE,PYGL,-,FALSE,FALSE,-11208,NIN,-124617,-,TCL1A,44754226,-,TCELL
chr19,51259090,51259448,359,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr19+51259090,TRUE,SIGLECL1,+,FALSE,TRUE,0,KLK11,-231055,-,JUND,-32977433,-,TCELL
chr12,51329445,51329934,490,+,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr12+51329445,TRUE,CELA1,-,FALSE,FALSE,-0,CELA1,-0,-,ETV6,39434042,+,TCELL
chr20,51403843,51404047,205,-,454,LS-13,pin32,7,hg38,LS-13-0,D-1,-1,-0,chr20-51404047,TRUE,NFATC2,-,FALSE,TRUE,-0,NFATC2,-0,-,None.found,Inf,None.found,TCELL
chr20,51404393,51404478,86,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr20+51404393,TRUE,NFATC2,-,FALSE,FALSE,-0,NFATC2,-0,-,None.found,Inf,None.found,TCELL
chr20,51479185,51479328,144,-,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr20-51479328,TRUE,NFATC2,-,FALSE,TRUE,0,NFATC2,0,-,None.found,Inf,None.found,TCELL
chr20,51697398,51697519,122,+,454,LS-13,pin32,6,hg38,LS-13-0,D-1,-1,-0,chr20+51697398,TRUE,ATP9A,-,FALSE,FALSE,0,NFATC2,-134566,-,None.found,Inf,None.found,TCELL
chr12,52069054,52069150,97,-,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr12-52069150,FALSE,ATG101,+,FALSE,FALSE,-822,ACVR1B,72070,+,ETV6,40173747,+,TCELL
chr19,52131790,52132128,339,-,454,LS-13,pin32,7,hg38,LS-13-0,D-1,-1,-0,chr19-52132128,TRUE,ZNF616,-,FALSE,TRUE,0,PPP2R1A,-57672,+,JUND,-33850471,-,TCELL
chr14,52400061,52400106,46,+,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chr14+52400061,FALSE,TXNDC16,-,FALSE,FALSE,30527,NIN,-1568939,-,TCL1A,43309904,-,TCELL
chr3,52705288,52705379,92,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr3+52705288,TRUE,GLT8D1,-,FALSE,FALSE,0,PBRM1,-19437,-,None.found,Inf,None.found,TCELL
chr5,52709462,52709978,517,-,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr5-52709978,FALSE,PELO,+,FALSE,FALSE,-77960,FST,-770454,+,TLX3,-118599304,+,TCELL
chr8,52715005,52715226,222,+,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr8+52715005,FALSE,RB1CC1,-,FALSE,FALSE,-538,RB1CC1,-538,-,MYC,-75020427,+,TCELL
chr20,53063029,53063290,262,+,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr20+53063029,TRUE,TSHZ2,+,FALSE,TRUE,0,ZNF217,504040,-,None.found,Inf,None.found,TCELL
chr20,53076890,53077235,346,-,454,LS-13,pin32,5,hg38,LS-13-0,D-1,-1,-0,chr20-53077235,TRUE,TSHZ2,+,FALSE,FALSE,0,ZNF217,489834,-,None.found,Inf,None.found,TCELL
chr3,53101824,53102290,467,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr3+53101824,TRUE,RFT1,-,FALSE,FALSE,-0,PRKCD,-59381,+,None.found,Inf,None.found,TCELL
chr14,53149320,53149528,209,+,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chr14+53149320,TRUE,DDHD1,-,FALSE,FALSE,0,CDKN3,-1247546,+,TCL1A,42560645,-,TCELL
chr6,53328798,53329067,270,+,454,LS-13,pin32,7,hg38,LS-13-0,D-1,-1,-0,chr6+53328798,TRUE,ELOVL5,-,FALSE,FALSE,0,ELOVL5,0,-,BRD2,20347292,+,TCELL
chr12,53379143,53379339,197,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr12+53379143,FALSE,SP1,+,FALSE,TRUE,-1050,RARG,-146886,-,ETV6,41483740,+,TCELL
chr16,53438559,53438696,138,+,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chr16+53438559,TRUE,RBL2,+,FALSE,TRUE,0,RBL2,0,+,None.found,Inf,None.found,TCELL
chr20,53622011,53622263,253,+,454,LS-13,pin32,7,hg38,LS-13-0,D-1,-1,-0,chr20+53622011,TRUE,LOC105372672,+,FALSE,TRUE,-0,ZNF217,-38913,-,None.found,Inf,None.found,TCELL
chr20,53622319,53622453,135,-,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr20-53622453,TRUE,LOC105372672,+,FALSE,FALSE,-0,ZNF217,-39355,-,None.found,Inf,None.found,TCELL
chr6,53647300,53647385,86,+,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr6+53647300,FALSE,KLHL31,-,FALSE,FALSE,599,ELOVL5,-298120,-,BRD2,20665794,+,TCELL
chrX,53687382,53687532,151,-,454,LS-13,pin32,5,hg38,LS-13-0,D-1,-1,-0,chrX-53687532,FALSE,HUWE1,-,FALSE,TRUE,-802,KDM5C,-462109,-,MTCP1,101376500,-,TCELL
chrX,53714344,53714483,140,+,454,LS-13,pin32,6,hg38,LS-13-0,D-1,-1,-0,chrX+53714344,FALSE,HUWE1,-,FALSE,FALSE,-27614,KDM5C,-488921,-,MTCP1,101349688,-,TCELL
chrX,53731096,53731229,134,-,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chrX-53731229,FALSE,HUWE1,-,FALSE,TRUE,-44499,KDM5C,-505806,-,MTCP1,101332803,-,TCELL
chr20,53752870,53752927,58,+,454,LS-13,pin32,5,hg38,LS-13-0,D-1,-1,-0,chr20+53752870,FALSE,LOC105372672,+,FALSE,TRUE,118279,ZNF217,-169772,-,None.found,Inf,None.found,TCELL
chr20,53863577,53863872,296,-,454,LS-13,pin32,3,hg38,LS-13-0,D-1,-1,-0,chr20-53863872,FALSE,SUMO1P1,-,FALSE,TRUE,10624,ZNF217,-280774,-,None.found,Inf,None.found,TCELL
chr19,54200183,54200254,72,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr19+54200183,FALSE,RPS9,+,FALSE,TRUE,-673,TFPT,-84507,-,JUND,-35918526,-,TCELL
chr18,54261083,54261242,160,-,454,LS-13,pin32,5,hg38,LS-13-0,D-1,-1,-0,chr18-54261242,FALSE,POLI,+,FALSE,FALSE,-8235,MBD2,-36453,-,BCL2,8862102,-,TCELL
chr18,54264568,54264678,111,+,454,LS-13,pin32,8,hg38,LS-13-0,D-1,-1,-0,chr18+54264568,FALSE,POLI,+,FALSE,TRUE,-4909,MBD2,-39779,-,BCL2,8858776,-,TCELL
chr1,54286349,54286532,184,-,454,LS-13,pin32,6,hg38,LS-13-0,D-1,-1,-0,chr1-54286532,TRUE,SSBP3,-,FALSE,TRUE,-0,SSBP3,-0,-,STIL,-6972384,-,TCELL
chr1,54286981,54287142,162,+,454,LS-13,pin32,7,hg38,LS-13-0,D-1,-1,-0,chr1+54286981,TRUE,SSBP3,-,FALSE,FALSE,-0,SSBP3,-0,-,STIL,-6972833,-,TCELL
chr1,54408366,54408701,336,-,454,LS-13,pin32,4,hg38,LS-13-0,D-1,-1,-0,chr1-54408701,FALSE,SSBP3,-,FALSE,TRUE,-2305,SSBP3,-2305,-,STIL,-7094553,-,TCELL
chr1,54488060,54488120,61,+,454,LS-13,pin32,1,hg38,LS-13-0,D-1,-1,-0,chr1+54488060,FALSE,ACOT11,+,FALSE,TRUE,-60072,SSBP3,-81664,-,STIL,-7173912,-,TCELL
chr2,54570597,54570698,102,-,454,LS-13,pin32,5,hg38,LS-13-0,D-1,-1,-0,chr2-54570698,TRUE,SPTBN1,+,FALSE,FALSE,-0,RTN4,401489,-,BCL11A,5880467,-,TCELL
chr2,54571621,54571813,193,+,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr2+54571621,TRUE,SPTBN1,+,FALSE,TRUE,-0,RTN4,400566,-,BCL11A,5879544,-,TCELL
chr2,54573048,54573345,298,-,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chr2-54573345,TRUE,SPTBN1,+,FALSE,FALSE,-0,RTN4,398842,-,BCL11A,5877820,-,TCELL
chrX,54806960,54807313,354,-,454,LS-13,pin32,2,hg38,LS-13-0,D-1,-1,-0,chrX-54807313,FALSE,MAGED2,+,FALSE,FALSE,-284,KDM5C,-1581890,-,MTCP1,100256719,-,TCELL
chr12,54979307,54979614,308,+,454,LS-13,pin32,5,hg38,LS-13-0,D-1,-1,-0,chr12+54979307,TRUE,TESPA1,-,FALSE,FALSE,0,PPP1R1A,-390647,-,ETV6,43083904,+,TCELL
