chromosome	position	strand	refGenome	reads	subject	externalSampleID	internalSampleID	cellType	timePoint	estAbund	relAbund	nearestFeature	inFeature	nearestFeatureStrand	inFeatureExon	nearestFeatureDist	nearestOncoFeature	nearestOncoFeatureDist
chr13	76397978	-	hg38	3	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LINC00561	FALSE	-	FALSE	-462845	LMO7	538107
chr13	77928680	-	hg38	750	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	EDNRB	TRUE	-	FALSE	-0	POU4F1	670410
chr13	88918589	-	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LINC00560	FALSE	+	FALSE	288191	MIR17	-2432014
chr13	91368389	-	hg38	501	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	MIR17HG	FALSE	+	FALSE	13813	MIR17	17700
chr13	97222893	-	hg38	9	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	MBNL2	TRUE	+	FALSE	0	RAP2A	-211326
chr13	114280063	+	hg38	2	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	UPF3A	FALSE	+	FALSE	-1519	RASA3	-147439
chr13	114316664	+	hg38	38	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	CHAMP1	TRUE	+	FALSE	0	RASA3	-184040
chr13	20462838	+	hg38	2	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	CRYL1	TRUE	-	FALSE	-0	ZMYM2	370992
chr13	22082117	+	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LINC00540	FALSE	+	FALSE	-128166	FGF9	377615
chr13	23964546	+	hg38	402	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	SPATA13	FALSE	+	FALSE	-15078	FGF9	2260044
chr13	24912133	+	hg38	129	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	CENPJ	TRUE	-	FALSE	0	PDX1	-3007896
chr13	29594307	+	hg38	1061	pin26	xxx	GTSP3466	PBMC	D0	2	0.13029315960912052	SLC7A1	TRUE	-	FALSE	0	UBL3	170099
chr13	38348843	+	hg38	356	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	UFM1	FALSE	+	FALSE	-926	FOXO1	2206819
chr13	42273973	+	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	AKAP11	TRUE	+	FALSE	0	FOXO1	-1607375
chr13	42396550	+	hg38	356	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LINC02341	FALSE	+	FALSE	-28340	FOXO1	-1729952
chr13	50189728	+	hg38	18	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	DLEU1	TRUE	+	FALSE	0	DLEU1	0
chr13	52207880	+	hg38	34	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	MRPS31P5	FALSE	-	FALSE	-13412	INTS6	-754740
chr13	73697901	+	hg38	325	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	KLF12	TRUE	-	FALSE	-0	KLF5	620358
chr13	74114473	+	hg38	191	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	KLF12	TRUE	-	FALSE	0	KLF5	1036930
chr13	77325197	+	hg38	2	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	MYCBP2	TRUE	-	FALSE	0	POU4F1	1273893
chr13	77344777	+	hg38	2	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	MYCBP2	FALSE	-	FALSE	-17734	POU4F1	1254313
chr13	79448448	+	hg38	180	pin26	xxx	GTSP3466	PBMC	D0	2	0.13029315960912052	RBM26-AS1	FALSE	+	FALSE	24111	POU4F1	-844887
chr13	79448463	+	hg38	35	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	RBM26-AS1	FALSE	+	FALSE	24126	POU4F1	-844902
chr13	99310825	+	hg38	694	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	UBAC2	TRUE	+	FALSE	-0	RAP2A	1842826
chr14	100377308	-	hg38	3	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	WDR25	TRUE	+	FALSE	0	EVL	233071
chr14	101706617	-	hg38	5	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LINC00239	FALSE	+	FALSE	-23818	HSP90AA1	374119
chr14	101814079	-	hg38	2	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	PPP2R5C	TRUE	+	FALSE	0	HSP90AA1	266657
chr14	101819604	-	hg38	1079	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	PPP2R5C	TRUE	+	FALSE	0	HSP90AA1	261132
chr14	103980302	-	hg38	5	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	TDRD9	TRUE	+	FALSE	0	XRCC3	-264815
chr14	21264830	-	hg38	40	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	HNRNPC	TRUE	-	FALSE	0	NDRG2	-193957
chr14	22522375	-	hg38	4	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LINC02332	FALSE	-	FALSE	33934	MMP14	-314156
chr14	22559889	-	hg38	12	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LINC02332	FALSE	-	FALSE	-2826	MMP14	-276642
chr14	24146446	-	hg38	384	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	PSME2	TRUE	-	FALSE	0	BCL2L2	834686
chr14	24661790	-	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	GZMB	FALSE	-	FALSE	-27520	BCL2L2	1350030
chr14	24678071	-	hg38	5	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	GZMB	FALSE	-	FALSE	-43801	BCL2L2	1366311
chr14	30335287	-	hg38	2	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	G2E3-AS1	FALSE	-	FALSE	102703	PRKD1	-407544
chr14	34013954	-	hg38	874	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	EGLN3	FALSE	-	FALSE	-62875	NFKBIA	1387554
chr14	36022352	-	hg38	149	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LINC00609	FALSE	+	FALSE	-48073	NKX2-1	494043
chr14	45252707	-	hg38	970	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	MIS18BP1	TRUE	-	FALSE	0	FSCB	-745410
chr14	54906819	-	hg38	2	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	GCH1	FALSE	-	FALSE	-3994	LGALS3	-222396
chr14	61448560	-	hg38	68	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	PRKCH	TRUE	+	FALSE	-0	MNAT1	479879
chr14	65222915	-	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LINC02324	FALSE	-	FALSE	-567	MAX	-120219
chr14	65370250	-	hg38	3	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	MIR4708	FALSE	-	FALSE	-35066	FUT8	-40340
chr14	65616335	-	hg38	3	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	FUT8	TRUE	+	TRUE	-0	FUT8	-0
chr14	66506657	-	hg38	325	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	GPHN	FALSE	+	FALSE	-748	GPHN	-748
chr14	75119196	-	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	NEK9	TRUE	-	FALSE	0	FOS	-159580
chr14	75544182	-	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	BATF	TRUE	+	FALSE	-0	BATF	-0
chr14	76958998	-	hg38	5	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LINC01629	FALSE	+	FALSE	-638	TGFB3	-975986
chr14	76964302	-	hg38	3	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LINC01629	TRUE	+	FALSE	-0	TGFB3	-981290
chr14	86787055	-	hg38	151	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LINC01148	FALSE	+	FALSE	-118721	PTPN21	1678721
chr14	87995389	-	hg38	7	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	GALC	FALSE	-	FALSE	-1723	PTPN21	470387
chr14	90677472	-	hg38	68	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	TTC7B	TRUE	-	FALSE	-0	GPR68	555058
chr14	97708779	-	hg38	580	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LINC02291	FALSE	-	FALSE	-22120	VRK1	827164
chr14	98169780	-	hg38	59	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LINC01550	FALSE	-	FALSE	-191655	BCL11B	999505
chr14	98175645	-	hg38	235	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LINC01550	FALSE	-	FALSE	-197520	BCL11B	993640
chr14	100049975	+	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	EVL	TRUE	+	FALSE	0	EVL	0
chr14	106011322	+	hg38	14	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	ADAM6	FALSE	-	FALSE	-39052	ELK2AP	-338514
chr14	21456620	+	hg38	159	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	RAB2B	FALSE	-	FALSE	2398	NDRG2	-385747
chr14	22512372	+	hg38	70	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LOC105370401	FALSE	-	FALSE	-29412	MMP14	-324159
chr14	25396077	+	hg38	282	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	STXBP6	FALSE	-	FALSE	-345779	BCL2L2	2084317
chr14	34019358	+	hg38	117	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	EGLN3	FALSE	-	FALSE	-68279	NFKBIA	1382150
chr14	34197442	+	hg38	282	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	SPTSSA	FALSE	-	FALSE	235494	NFKBIA	1204066
chr14	35359769	+	hg38	48	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	NFKBIA	FALSE	-	FALSE	41739	NFKBIA	41739
chr14	39446663	+	hg38	817	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	FBXO33	FALSE	-	FALSE	-14162	FOXA1	-1851542
chr14	49972376	+	hg38	7	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	MIR6076	FALSE	+	FALSE	5864	ARF6	75321
chr14	50062032	+	hg38	9	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LINC01599	TRUE	-	FALSE	0	ARF6	164977
chr14	58396536	+	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	TOMM20L	TRUE	+	FALSE	0	ARID4A	22802
chr14	61472968	+	hg38	1148	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	PRKCH	TRUE	+	FALSE	-0	MNAT1	504287
chr14	61524478	+	hg38	7	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	PRKCH	TRUE	+	FALSE	-0	MNAT1	555797
chr14	61659538	+	hg38	914	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	FLJ22447	FALSE	+	FALSE	4824	MNAT1	690857
chr14	65286711	+	hg38	4	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	MIR4708	FALSE	-	FALSE	48404	FUT8	-123879
chr14	69684220	+	hg38	484	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	SUSD6	TRUE	+	FALSE	-0	ZFP36L1	-887976
chr14	71967100	+	hg38	12	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	RGS6	TRUE	+	FALSE	0	PNMA1	1744681
chr14	75068654	+	hg38	3	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	ACYP1	TRUE	-	FALSE	0	PGF	-112889
chr14	81402105	+	hg38	59	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	STON2	TRUE	-	FALSE	0	SEL1L	69440
chr14	87626271	+	hg38	222	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LINC02330	FALSE	-	FALSE	8106	PTPN21	839505
chr14	88007776	+	hg38	721	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	GPR65	TRUE	+	FALSE	0	PTPN21	458000
chr14	88612748	+	hg38	55	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	ZC3H14	TRUE	+	TRUE	-0	PTPN21	-57968
chr14	89225524	+	hg38	23	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	FOXN3	TRUE	-	FALSE	-0	PTPN21	-670744
chr14	89589175	+	hg38	37	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	FOXN3	TRUE	-	FALSE	0	PTPN21	-1034395
chr14	89620477	+	hg38	1100	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	FOXN3	FALSE	-	FALSE	-1326	PTPN21	-1065697
chr14	89622083	+	hg38	29	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	FOXN3	FALSE	-	FALSE	-2932	PTPN21	-1067303
chr14	91225542	+	hg38	672	pin26	xxx	GTSP3466	PBMC	D0	2	0.13029315960912052	DGLUCY	FALSE	+	FALSE	145	GPR68	6988
chr14	91237730	+	hg38	38	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	GPR68	TRUE	-	FALSE	-0	GPR68	-0
chr14	91511180	+	hg38	800	pin26	xxx	GTSP3466	PBMC	D0	2	0.13029315960912052	PPP4R3A	FALSE	-	FALSE	-699	GPR68	-257299
chr14	93958819	+	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	ASB2	TRUE	-	FALSE	0	IFI27	-151912
chr14	93958944	+	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	ASB2	TRUE	-	FALSE	0	IFI27	-151787
chr14	93958961	+	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	ASB2	TRUE	-	FALSE	0	IFI27	-151770
chr14	93967788	+	hg38	217	pin26	xxx	GTSP3466	PBMC	D0	2	0.13029315960912052	ASB2	TRUE	-	FALSE	0	IFI27	-142943
chr14	93978907	+	hg38	35	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	ASB2	FALSE	-	FALSE	-2176	IFI27	-131824
chr14	97440996	+	hg38	773	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LINC02325	FALSE	+	FALSE	-17818	VRK1	559381
chr14	98178830	+	hg38	2	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LINC01550	FALSE	-	FALSE	-200705	BCL11B	990455
chr14	99367871	+	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	SETD3	FALSE	-	FALSE	29873	BCL11B	-96157
chr15	31405372	-	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	KLF13	TRUE	+	FALSE	-0	TRPM1	-244098
chr15	31405569	-	hg38	29	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	KLF13	TRUE	+	FALSE	-0	TRPM1	-244295
chr15	31435853	-	hg38	127	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	KLF13	FALSE	+	FALSE	187	TRPM1	-274579
chr15	38557393	-	hg38	1401	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	RASGRP1	TRUE	-	FALSE	0	RASGRP1	0
chr15	38667592	-	hg38	711	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	C15orf53	FALSE	+	FALSE	-29004	RASGRP1	-102785
chr15	38667614	-	hg38	2	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	C15orf53	FALSE	+	FALSE	-28982	RASGRP1	-102807
chr15	39629743	-	hg38	7	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	FSIP1	TRUE	-	FALSE	-0	THBS1	30824
chr15	44676254	-	hg38	352	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	PATL2	TRUE	-	FALSE	0	B2M	-35231
chr15	48333387	-	hg38	15	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	DUT	TRUE	+	FALSE	0	SHC4	490348
chr15	48927530	-	hg38	10	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	SHC4	TRUE	-	FALSE	0	SHC4	0
chr15	48965412	-	hg38	939	pin26	xxx	GTSP3466	PBMC	D0	2	0.13029315960912052	SHC4	FALSE	-	FALSE	-1967	SHC4	-1967
chr15	58454185	-	hg38	2	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LIPC,LIPC-AS1	TRUE	+,-	FALSE	-0	GCNT3	-1157596
chr15	58455357	-	hg38	4	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LIPC,LIPC-AS1	TRUE	+,-	FALSE	-0	GCNT3	-1156424
chr15	58455625	-	hg38	1012	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LIPC,LIPC-AS1	TRUE	+,-	FALSE	-0	GCNT3	-1156156
chr15	59259973	-	hg38	7	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	MYO1E	TRUE	-	FALSE	0	GCNT3	-351808
chr15	65832691	-	hg38	67	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	RAB11A	FALSE	+	FALSE	-36766	MAP2K1	-554180
chr15	75817140	-	hg38	4	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	UBE2Q2	FALSE	+	FALSE	-26144	CSPG4	-104291
chr15	78045455	-	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	TBC1D2B	TRUE	-	FALSE	0	CHRNB4	578654
chr15	82421260	-	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	UBE2Q2P2	FALSE	+	FALSE	5648	IL16	1108496
chr15	83943453	-	hg38	6156	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	ADAMTSL3	TRUE	+	FALSE	-0	ADAMTSL3	-0
chr15	85117732	-	hg38	48	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	PDE8A	TRUE	+	TRUE	-0	AKAP13	-262882
chr15	85406614	-	hg38	513	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	AKAP13	TRUE	+	FALSE	0	AKAP13	0
chr15	85421052	-	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	AKAP13	TRUE	+	FALSE	0	AKAP13	0
chr15	85620312	-	hg38	15	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	AKAP13	TRUE	+	FALSE	-0	AKAP13	-0
chr15	90817347	-	hg38	2	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	BLM	FALSE	+	FALSE	1884	BLM	1884
chr15	92899935	-	hg38	5378	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	CHD2	FALSE	+	FALSE	-384	CHD2	-384
chr15	92915703	-	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	CHD2	TRUE	+	FALSE	0	CHD2	0
chr15	99252163	-	hg38	337	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LRRC28	TRUE	+	FALSE	0	IGF1R	287632
chr15	99502497	-	hg38	7	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	MEF2A	FALSE	+	FALSE	-63102	IGF1R	537966
chr15	22198044	+	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LOC642131	FALSE	-	FALSE	-19447	MKRN3	-1367261
chr15	31436327	+	hg38	162	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	KLF13	FALSE	+	FALSE	661	TRPM1	-275053
chr15	31933907	+	hg38	685	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	OTUD7A	FALSE	-	FALSE	-63234	TRPM1	-772633
chr15	32923643	+	hg38	3	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	FMN1	TRUE	-	FALSE	-0	GREM1	188973
chr15	34328611	+	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	SLC12A6	TRUE	-	FALSE	0	NUTM1	-14702
chr15	40182441	+	hg38	421	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	BUB1B	TRUE	+	FALSE	0	BUB1B	0
chr15	41970419	+	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	EHD4	TRUE	-	FALSE	0	TYRO3	391080
chr15	42490046	+	hg38	7	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	ZNF106	TRUE	-	FALSE	0	TYRO3	910707
chr15	42495943	+	hg38	88	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	SNAP23	TRUE	+	FALSE	0	TYRO3	916604
chr15	42605084	+	hg38	33	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	STARD9	TRUE	+	FALSE	0	TYRO3	1025745
chr15	48931021	+	hg38	529	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	SHC4	TRUE	-	FALSE	0	SHC4	0
chr15	48965445	+	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	SHC4	FALSE	-	FALSE	-2000	SHC4	-2000
chr15	52179143	+	hg38	456	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	GNB5	TRUE	-	FALSE	0	MAPK6	112877
chr15	52181385	+	hg38	29	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	GNB5,CERNA1	TRUE	-,+	FALSE	0	MAPK6	115119
chr15	55239446	+	hg38	642	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	RAB27A	TRUE	-	FALSE	-0	C15orf65	-169077
chr15	59919006	+	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	FOXB1	FALSE	+	FALSE	-85214	GCNT3	298994
chr15	61889337	+	hg38	11	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	VPS13C	TRUE	-	FALSE	-0	LACTB	-1232461
chr15	65278513	+	hg38	190	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	PARP16	TRUE	-	FALSE	0	MAP2K1	-1108358
chr15	67913013	+	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	RNU6-1	FALSE	-	FALSE	-72967	MAP2K5	105895
chr15	71678609	+	hg38	159	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	THSD4	TRUE	+	FALSE	-0	PKM	520418
chr15	74786817	+	hg38	12	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	CSK	TRUE	+	FALSE	0	CYP1A1	-61206
chr15	76732993	+	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	SCAPER	TRUE	-	FALSE	0	CSPG4	-1020144
chr15	78047585	+	hg38	37	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	TBC1D2B	TRUE	-	FALSE	0	CHRNB4	576524
chr15	81294975	+	hg38	2	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	IL16	TRUE	+	FALSE	-0	IL16	-0
chr15	81297126	+	hg38	570	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	IL16	TRUE	+	FALSE	-0	IL16	-0
chr15	85721087	+	hg38	37	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	AKAP13	TRUE	+	FALSE	-0	AKAP13	-0
chr15	90098530	+	hg38	50	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	IDH2	TRUE	-	FALSE	0	IDH2	0
chr15	90814877	+	hg38	108	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	BLM	TRUE	+	FALSE	-0	BLM	-0
chr15	94304889	+	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	MCTP2	TRUE	+	FALSE	0	CHD2	1276881
chr15	98731383	+	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	IGF1R	TRUE	+	FALSE	0	IGF1R	0
chr15	99824946	+	hg38	425	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	LOC400464	TRUE	+	FALSE	0	IGF1R	860415
chr16	10265970	-	hg38	11	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	GRIN2A	FALSE	-	FALSE	-83215	CIITA	-611226
chr16	10962272	-	hg38	41	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	CLEC16A	TRUE	+	FALSE	0	CIITA	37288
chr16	11184791	-	hg38	40	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	CLEC16A	FALSE	+	FALSE	2601	SOCS1	69624
chr16	12323594	-	hg38	326	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	SNX29	TRUE	+	FALSE	-0	SNX29	-0
chr16	12540099	-	hg38	1012	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	SNX29	TRUE	+	FALSE	-0	SNX29	-0
chr16	14631405	-	hg38	2	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	PARN	FALSE	-	FALSE	-1133	ERCC4	679056
chr16	17026363	-	hg38	110	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	XYLT1	FALSE	-	FALSE	75959	ABCC1	883288
chr16	1960414	-	hg38	14	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	NDUFB10	TRUE	+	FALSE	0	TSC2	-87479
chr16	20538566	-	hg38	6	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	ACSM2B	TRUE	-	FALSE	-0	UQCRC2	-1414496
chr16	26598870	-	hg38	110	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	HS3ST4	FALSE	+	FALSE	461181	KDM8	-604614
chr16	2663470	-	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	ERVK13-1	TRUE	-	FALSE	-0	CCNF	204611
chr16	27406274	-	hg38	464	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	IL21R	TRUE	+	FALSE	0	IL21R	0
chr16	30473719	-	hg38	1	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	ITGAL	TRUE	+	FALSE	0	CORO1A	284642
chr16	30699318	-	hg38	746	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	SRCAP	TRUE	+	FALSE	0	STX4	-333775
chr16	30993868	-	hg38	908	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	STX1B	TRUE	-	FALSE	-0	STX4	-39225
chr16	48547118	-	hg38	128	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	N4BP1	TRUE	-	FALSE	-0	ZNF423	940411
chr16	53457767	-	hg38	471	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	RBL2	TRUE	+	FALSE	0	RBL2	0
chr16	57593794	-	hg38	543	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	ADGRG5	FALSE	+	FALSE	16604	CFAP20	519792
chr16	58178188	-	hg38	2	pin26	xxx	GTSP3466	PBMC	D0	1	0.06514657980456026	CSNK2A2	TRUE	-	FALSE	0	CFAP20	-48762
