seqnames,start,end,width,strand,dataSource,GTSP,patient,reads,refGenome,sampleName,timePoint,timePointDays,timePointMonths,posid,inFeature,nearestFeature,nearestFeatureStrand,inFeatureExon,inFeatureSameOrt,nearestFeatureDist,nearestOncoFeature,nearestOncoFeatureDist,nearestOncoFeatureStrand,nearestlymphomaFeature,nearestlymphomaFeatureDist,nearestlymphomaFeatureStrand,cellType
chr13,42279993,42280077,85,+,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr13+42279993,TRUE,AKAP11,+,FALSE,TRUE,0,FOXO1,-1613395,-,CDX2,-14310624,-,TCELL
chr12,42324811,42325126,316,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr12-42325126,TRUE,ZCRB1,-,FALSE,TRUE,0,ARID2,-3404581,+,ETV6,30429723,+,TCELL
chr17,42336951,42337148,198,+,454,LS-6,pin25,8,hg38,LS-6-0,D-1,-1,-0,chr17+42336951,TRUE,STAT3,-,FALSE,FALSE,-0,STAT3,-0,-,None.found,Inf,None.found,TCELL
chr6,42341783,42341964,182,+,454,LS-6,pin25,3,hg38,LS-6-0,D-1,-1,-0,chr6+42341783,TRUE,TRERF1,-,FALSE,FALSE,0,CCND3,-292888,-,BRD2,9360277,+,TCELL
chr13,42355289,42355438,150,+,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr13+42355289,FALSE,AKAP11,+,FALSE,TRUE,32021,FOXO1,-1688691,-,CDX2,-14385920,-,TCELL
chr13,42379697,42379873,177,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr13-42379873,FALSE,LINC02341,+,FALSE,FALSE,-45017,FOXO1,-1713275,-,CDX2,-14410504,-,TCELL
chr6,42391112,42391301,190,-,454,LS-6,pin25,3,hg38,LS-6-0,D-1,-1,-0,chr6-42391301,TRUE,TRERF1,-,FALSE,TRUE,0,CCND3,-342406,-,BRD2,9409795,+,TCELL
chr13,42396374,42396419,46,+,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr13+42396374,FALSE,LINC02341,+,FALSE,TRUE,-28516,FOXO1,-1729776,-,CDX2,-14427005,-,TCELL
chr13,42396417,42396504,88,-,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr13-42396504,FALSE,LINC02341,+,FALSE,FALSE,-28386,FOXO1,-1729906,-,CDX2,-14427135,-,TCELL
chr21,42413856,42413979,124,-,454,LS-6,pin25,4,hg38,LS-6-0,D-1,-1,-0,chr21-42413979,TRUE,UBASH3A,+,FALSE,FALSE,0,TMPRSS3,-17132,-,RUNX1,-7364680,-,TCELL
chr21,42414142,42414329,188,+,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr21+42414142,TRUE,UBASH3A,+,FALSE,TRUE,0,TMPRSS3,-17295,-,RUNX1,-7364843,-,TCELL
chr19,42468579,42468643,65,+,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr19+42468579,TRUE,LIPE-AS1,+,FALSE,TRUE,0,CEACAM1,38725,-,JUND,-24186922,-,TCELL
chr19,42480255,42480301,47,-,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr19-42480301,TRUE,LIPE-AS1,+,FALSE,FALSE,0,CEACAM1,27003,-,JUND,-24198644,-,TCELL
chr13,42496726,42496808,83,+,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr13+42496726,FALSE,LINC02341,+,FALSE,TRUE,10769,FOXO1,-1830128,-,CDX2,-14527357,-,TCELL
chr22,42936594,42936943,350,+,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr22+42936594,TRUE,PACSIN2,-,FALSE,FALSE,-0,PACSIN2,-0,-,BCR,19618556,+,TCELL
chrX,42938865,42938970,106,+,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chrX+42938865,FALSE,PPP1R2C,-,FALSE,FALSE,-160629,KDM6A,-1934308,+,MTCP1,112125167,-,TCELL
chr13,42992616,42992726,111,-,454,LS-6,pin25,3,hg38,LS-6-0,D-1,-1,-0,chr13-42992726,FALSE,EPSTI1,-,FALSE,TRUE,-413,FOXO1,-2326128,-,CDX2,-15023357,-,TCELL
chr10,43302225,43302428,204,-,454,LS-6,pin25,3,hg38,LS-6-0,D-1,-1,-0,chr10-43302428,FALSE,RASGEF1A,-,FALSE,TRUE,-35508,RET,172076,+,BMI1,20970942,+,TCELL
chr17,43360257,43360326,70,+,454,LS-6,pin25,4,hg38,LS-6-0,D-1,-1,-0,chr17+43360257,FALSE,LINC00910,-,FALSE,FALSE,9586,NBR1,148567,+,None.found,Inf,None.found,TCELL
chrX,43642791,43643073,283,-,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chrX-43643073,FALSE,MAOA,+,FALSE,FALSE,-11832,KDM6A,-1230100,+,MTCP1,111420959,-,TCELL
chr17,43720292,43720457,166,+,454,LS-6,pin25,7,hg38,LS-6-0,D-1,-1,-0,chr17+43720292,FALSE,SOST,-,FALSE,FALSE,33437,ETV4,-173859,-,None.found,Inf,None.found,TCELL
chr19,43779815,43779909,95,+,454,LS-6,pin25,4,hg38,LS-6-0,D-1,-1,-0,chr19+43779815,TRUE,KCNN4,-,FALSE,FALSE,0,PLAUR,-109468,-,JUND,-25498158,-,TCELL
chr21,44145580,44145785,206,-,454,LS-6,pin25,4,hg38,LS-6-0,D-1,-1,-0,chr21-44145785,FALSE,GATD3A,+,FALSE,FALSE,61,CSTB,-369409,-,RUNX1,-9096486,-,TCELL
chr20,44490211,44490541,331,-,454,LS-6,pin25,3,hg38,LS-6-0,D-1,-1,-0,chr20-44490541,TRUE,TTPAL,+,TRUE,FALSE,-0,SERINC3,5678,-,None.found,Inf,None.found,TCELL
chr11,44573885,44573918,34,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr11-44573918,TRUE,CD82,+,FALSE,FALSE,0,CD82,0,+,LMO2,-10681628,-,TCELL
chr4,44593096,44593320,225,+,454,LS-6,pin25,3,hg38,LS-6-0,D-1,-1,-0,chr4+44593096,FALSE,YIPF7,-,FALSE,FALSE,29239,PHOX2B,-2844125,-,RAP1GDS1,-53668278,+,TCELL
chr6,44663525,44663606,82,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr6-44663606,FALSE,LOC105375075,-,FALSE,TRUE,-111724,NFKBIE,-397817,-,BRD2,11682100,+,TCELL
chr12,44843519,44843834,316,-,454,LS-6,pin25,19,hg38,LS-6-0,D-1,-1,-0,chr12-44843834,TRUE,NELL2,-,FALSE,TRUE,0,ARID2,-885873,+,ETV6,32948431,+,TCELL
chr12,44851987,44852134,148,-,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr12-44852134,TRUE,NELL2,-,FALSE,TRUE,0,ARID2,-877573,+,ETV6,32956731,+,TCELL
chr21,44881544,44881761,218,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr21-44881761,FALSE,ITGB2,-,FALSE,TRUE,4190,PTTG1IP,-7857,-,RUNX1,-9832462,-,TCELL
chr18,44893416,44893768,353,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr18-44893768,TRUE,SETBP1,+,FALSE,FALSE,-0,SETBP1,-0,+,BCL2,18229576,-,TCELL
chrX,44909844,44909929,86,+,454,LS-6,pin25,4,hg38,LS-6-0,D-1,-1,-0,chrX+44909844,TRUE,KDM6A,+,FALSE,TRUE,0,KDM6A,0,+,MTCP1,110154188,-,TCELL
chr21,44923613,44923659,47,-,454,LS-6,pin25,3,hg38,LS-6-0,D-1,-1,-0,chr21-44923659,TRUE,"ITGB2,ITGB2-AS1","-,+",FALSE,FALSE,0,PTTG1IP,-49755,-,RUNX1,-9874360,-,TCELL
chr1,45338758,45338936,179,+,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr1+45338758,TRUE,MUTYH,-,FALSE,FALSE,0,MUTYH,0,-,TAL1,1877530,-,TCELL
chr10,45580724,45580809,86,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr10-45580809,TRUE,MARCH8,-,FALSE,TRUE,0,ALOX5,134689,+,BMI1,23249323,+,TCELL
chr6,45585614,45585747,134,+,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr6+45585614,FALSE,RUNX2,+,FALSE,TRUE,34531,RUNX2,34531,+,BRD2,12604108,+,TCELL
chr15,45637267,45637323,57,-,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr15-45637323,TRUE,SQOR,+,FALSE,FALSE,0,HMGN2P46,80592,+,None.found,Inf,None.found,TCELL
chr19,45638175,45638341,167,-,454,LS-6,pin25,3,hg38,LS-6-0,D-1,-1,-0,chr19-45638341,TRUE,EML2,-,FALSE,TRUE,0,FOSB,163161,+,JUND,-27356684,-,TCELL
chr15,45649044,45649296,253,-,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr15-45649296,TRUE,SQOR,+,FALSE,FALSE,0,HMGN2P46,92565,+,None.found,Inf,None.found,TCELL
chr18,45668763,45668998,236,-,454,LS-6,pin25,3,hg38,LS-6-0,D-1,-1,-0,chr18-45668998,TRUE,SLC14A2,+,FALSE,FALSE,-0,EPG5,178609,-,BCL2,17454346,-,TCELL
chr18,45670349,45670416,68,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr18-45670416,TRUE,SLC14A2,+,FALSE,FALSE,-0,EPG5,177191,-,BCL2,17452928,-,TCELL
chr6,45802776,45802964,189,+,454,LS-6,pin25,4,hg38,LS-6-0,D-1,-1,-0,chr6+45802776,FALSE,CLIC5,-,FALSE,FALSE,95673,RUNX2,251693,+,BRD2,12821270,+,TCELL
chr6,45821729,45821783,55,+,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr6+45821729,FALSE,CLIC5,-,FALSE,FALSE,76720,RUNX2,270646,+,BRD2,12840223,+,TCELL
chr6,45822018,45822081,64,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr6-45822081,FALSE,CLIC5,-,FALSE,TRUE,76368,RUNX2,270998,+,BRD2,12840575,+,TCELL
chr2,45861234,45861323,90,-,454,LS-6,pin25,5,hg38,LS-6-0,D-1,-1,-0,chr2-45861323,TRUE,PRKCE,+,FALSE,FALSE,0,EPCAM,-1507823,+,BCL11A,14589842,-,TCELL
chr15,46050748,46050913,166,-,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr15-46050913,FALSE,LOC105370802,+,FALSE,FALSE,119843,HMGN2P46,494182,+,None.found,Inf,None.found,TCELL
chr22,46066921,46067228,308,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr22-46067228,TRUE,LOC642648,-,TRUE,TRUE,-0,PKDREJ,188433,-,BCR,22749190,+,TCELL
chr20,46089018,46089462,445,-,454,LS-6,pin25,3,hg38,LS-6-0,D-1,-1,-0,chr20-46089462,TRUE,NCOA5,-,FALSE,TRUE,0,MMP9,72900,+,None.found,Inf,None.found,TCELL
chr18,46205819,46205951,133,+,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr18+46205819,TRUE,C18orf25,+,FALSE,TRUE,0,EPG5,-238479,-,BCL2,16917525,-,TCELL
chr13,46344440,46344555,116,-,454,LS-6,pin25,4,hg38,LS-6-0,D-1,-1,-0,chr13-46344555,TRUE,RUBCNL,-,FALSE,TRUE,-0,LCP1,-162230,-,CDX2,-18375186,-,TCELL
chr12,46520897,46520959,63,+,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr12+46520897,TRUE,LOC100288798,+,FALSE,TRUE,-0,SLC38A2,-148034,-,ETV6,34625494,+,TCELL
chr12,46549189,46549313,125,-,454,LS-6,pin25,6,hg38,LS-6-0,D-1,-1,-0,chr12-46549313,TRUE,LOC100288798,+,FALSE,FALSE,-0,SLC38A2,-176450,-,ETV6,34653910,+,TCELL
chr22,46593187,46593291,105,-,454,LS-6,pin25,7,hg38,LS-6-0,D-1,-1,-0,chr22-46593291,FALSE,GRAMD4,+,FALSE,FALSE,-27109,PKDREJ,-329968,-,BCR,23275253,+,TCELL
chr22,46614355,46614692,338,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr22-46614692,FALSE,GRAMD4,+,FALSE,FALSE,-5708,PKDREJ,-351369,-,BCR,23296654,+,TCELL
chr19,46617531,46617594,64,-,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr19-46617594,FALSE,PTGIR,-,FALSE,TRUE,2872,BBC3,603226,-,JUND,-28335937,-,TCELL
chr19,46618532,46618616,85,+,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr19+46618532,FALSE,PTGIR,-,FALSE,FALSE,1934,BBC3,602288,-,JUND,-28336875,-,TCELL
chrX,46636149,46636261,113,+,454,LS-6,pin25,4,hg38,LS-6-0,D-1,-1,-0,chrX+46636149,TRUE,SLC9A7,-,FALSE,FALSE,-0,CDK16,-581978,+,MTCP1,108427883,-,TCELL
chr19,46857454,46857485,32,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr19-46857485,FALSE,AP2S1,-,FALSE,TRUE,-6489,BBC3,363335,-,JUND,-28575828,-,TCELL
chr16,46864964,46865172,209,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr16-46865172,FALSE,GPT2,+,FALSE,FALSE,-19206,ZNF423,2622357,-,None.found,Inf,None.found,TCELL
chr20,46950128,46950585,458,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr20-46950585,TRUE,EYA2,+,FALSE,FALSE,0,ZMYND8,258627,-,None.found,Inf,None.found,TCELL
chr19,47187227,47187476,250,+,454,LS-6,pin25,3,hg38,LS-6-0,D-1,-1,-0,chr19+47187227,TRUE,SAE1,+,FALSE,TRUE,-0,BBC3,33593,-,JUND,-28905570,-,TCELL
chr12,47389150,47389343,194,-,454,LS-6,pin25,4,hg38,LS-6-0,D-1,-1,-0,chr12-47389343,FALSE,MIR4494,-,FALSE,TRUE,-25073,PCED1B,152679,+,ETV6,35493940,+,TCELL
chr4,47464297,47464363,67,+,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr4+47464297,FALSE,COMMD8,-,FALSE,FALSE,-566,TEC,671484,-,RAP1GDS1,-50797077,+,TCELL
chr20,47485792,47485874,83,+,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr20+47485792,FALSE,NCOA3,+,FALSE,TRUE,-16063,NCOA3,-16063,+,None.found,Inf,None.found,TCELL
chr17,47731670,47731757,88,+,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr17+47731670,FALSE,TBX21,+,FALSE,TRUE,-1572,TBX21,-1572,+,None.found,Inf,None.found,TCELL
chr18,47929585,47929671,87,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr18-47929671,TRUE,SMAD2,-,FALSE,TRUE,0,SMAD2,0,-,BCL2,15193673,-,TCELL
chr11,48007890,48008057,168,+,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr11+48007890,TRUE,PTPRJ,+,FALSE,TRUE,0,PTPRJ,0,+,LMO2,-14115600,-,TCELL
chr11,48010988,48011112,125,-,454,LS-6,pin25,5,hg38,LS-6-0,D-1,-1,-0,chr11-48011112,TRUE,PTPRJ,+,FALSE,FALSE,0,PTPRJ,0,+,LMO2,-14118822,-,TCELL
chr11,48012278,48012688,411,-,454,LS-6,pin25,8,hg38,LS-6-0,D-1,-1,-0,chr11-48012688,TRUE,PTPRJ,+,FALSE,FALSE,0,PTPRJ,0,+,LMO2,-14120398,-,TCELL
chr11,48016836,48016863,28,+,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr11+48016836,TRUE,PTPRJ,+,FALSE,TRUE,0,PTPRJ,0,+,LMO2,-14124546,-,TCELL
chr11,48043228,48043422,195,-,454,LS-6,pin25,4,hg38,LS-6-0,D-1,-1,-0,chr11-48043422,TRUE,PTPRJ,+,FALSE,FALSE,0,PTPRJ,0,+,LMO2,-14151132,-,TCELL
chr11,48054560,48054728,169,+,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr11+48054560,TRUE,PTPRJ,+,FALSE,TRUE,0,PTPRJ,0,+,LMO2,-14162270,-,TCELL
chr11,48096418,48096560,143,+,454,LS-6,pin25,11,hg38,LS-6-0,D-1,-1,-0,chr11+48096418,TRUE,PTPRJ,+,FALSE,TRUE,-0,PTPRJ,-0,+,LMO2,-14204128,-,TCELL
chr4,48130924,48131022,99,+,454,LS-6,pin25,3,hg38,LS-6-0,D-1,-1,-0,chr4+48130924,TRUE,TXK,-,FALSE,FALSE,0,TEC,4857,-,RAP1GDS1,-50130450,+,TCELL
chr4,48131214,48131261,48,-,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr4-48131261,TRUE,TXK,-,FALSE,TRUE,0,TEC,4520,-,RAP1GDS1,-50130113,+,TCELL
chr4,48137553,48137659,107,+,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr4+48137553,TRUE,TEC,-,FALSE,FALSE,-0,TEC,-0,-,RAP1GDS1,-50123821,+,TCELL
chr4,48340558,48340626,69,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr4-48340626,FALSE,SLAIN2,+,FALSE,FALSE,-968,TEC,-70828,-,RAP1GDS1,-49920748,+,TCELL
chr16,48613561,48613673,113,+,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr16+48613561,FALSE,N4BP1,-,FALSE,FALSE,-3351,ZNF423,873968,-,None.found,Inf,None.found,TCELL
chr19,48619685,48619961,277,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr19-48619961,TRUE,SPHK2,+,FALSE,FALSE,0,GRIN2D,175029,+,JUND,-30338304,-,TCELL
chr20,48738418,48738571,154,-,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr20-48738571,TRUE,PREX1,-,FALSE,TRUE,0,PREX1,0,-,None.found,Inf,None.found,TCELL
chr4,48781844,48781941,98,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr4-48781941,FALSE,FRYL,-,FALSE,TRUE,-1641,FRYL,-1641,-,RAP1GDS1,-49479433,+,TCELL
chr18,48813444,48813616,173,+,454,LS-6,pin25,6,hg38,LS-6-0,D-1,-1,-0,chr18+48813444,TRUE,CTIF,+,FALSE,TRUE,-0,CTIF,-0,+,BCL2,14309900,-,TCELL
chr18,48814700,48814806,107,-,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr18-48814806,TRUE,CTIF,+,FALSE,FALSE,-0,CTIF,-0,+,BCL2,14308538,-,TCELL
chr18,48838315,48838724,410,+,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr18+48838315,TRUE,CTIF,+,FALSE,TRUE,-0,CTIF,-0,+,BCL2,14285029,-,TCELL
chr15,48898430,48898523,94,+,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr15+48898430,TRUE,SHC4,-,FALSE,FALSE,0,SHC4,0,-,None.found,Inf,None.found,TCELL
chrX,48940920,48941061,142,-,454,LS-6,pin25,3,hg38,LS-6-0,D-1,-1,-0,chrX-48941061,TRUE,OTUD5,-,FALSE,TRUE,0,PIM2,-21924,-,MTCP1,106122971,-,TCELL
chr19,48964350,48964631,282,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr19-48964631,FALSE,FTL,+,FALSE,FALSE,-676,BAX,2832,+,JUND,-30682974,-,TCELL
chr15,48965382,48965561,180,-,454,LS-6,pin25,5,hg38,LS-6-0,D-1,-1,-0,chr15-48965561,FALSE,SHC4,-,FALSE,TRUE,-2116,SHC4,-2116,-,None.found,Inf,None.found,TCELL
chr19,49084912,49084951,40,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr19-49084951,FALSE,SNRNP70,+,FALSE,FALSE,-187,RUVBL2,68955,+,JUND,-30803294,-,TCELL
chr12,49210253,49210392,140,+,454,LS-6,pin25,4,hg38,LS-6-0,D-1,-1,-0,chr12+49210253,FALSE,TUBA1C,+,FALSE,TRUE,-17671,KMT2D,-154928,-,ETV6,37314850,+,TCELL
chr15,49287357,49287593,237,+,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr15+49287357,TRUE,GALK2,+,FALSE,TRUE,-0,COPS2,-131699,-,None.found,Inf,None.found,TCELL
chr15,49287702,49287832,131,+,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr15+49287702,TRUE,GALK2,+,FALSE,TRUE,-0,COPS2,-132044,-,None.found,Inf,None.found,TCELL
chr3,49428841,49428954,114,+,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr3+49428841,TRUE,NICN1,-,FALSE,FALSE,0,TCTA,12364,+,None.found,Inf,None.found,TCELL
chr19,49452547,49452667,121,-,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr19-49452667,FALSE,ALDH16A1,+,FALSE,FALSE,-547,RRAS,182623,-,JUND,-31171010,-,TCELL
chr19,49452547,49452708,162,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr19-49452708,FALSE,ALDH16A1,+,FALSE,FALSE,-506,RRAS,182582,-,JUND,-31171051,-,TCELL
chr19,49512336,49512490,155,+,454,LS-6,pin25,3,hg38,LS-6-0,D-1,-1,-0,chr19+49512336,TRUE,FCGRT,+,TRUE,TRUE,0,RRAS,122954,-,JUND,-31230679,-,TCELL
chr20,49592845,49593116,272,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr20-49593116,FALSE,PTGIS,-,FALSE,TRUE,-24945,PTGIS,-24945,-,None.found,Inf,None.found,TCELL
chr20,49595291,49595470,180,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr20-49595470,FALSE,PTGIS,-,FALSE,TRUE,-27299,PTGIS,-27299,-,None.found,Inf,None.found,TCELL
chr12,49663263,49663443,181,-,454,LS-6,pin25,7,hg38,LS-6-0,D-1,-1,-0,chr12-49663443,TRUE,FMNL3,-,FALSE,TRUE,-0,FMNL3,-0,-,ETV6,37768040,+,TCELL
chr20,49747508,49747886,379,-,454,LS-6,pin25,5,hg38,LS-6-0,D-1,-1,-0,chr20-49747886,FALSE,B4GALT5,-,FALSE,TRUE,-34001,B4GALT5,-34001,-,None.found,Inf,None.found,TCELL
chr10,49753756,49753799,44,+,454,LS-6,pin25,26,hg38,LS-6-0,D-1,-1,-0,chr10+49753756,TRUE,OGDHL,-,FALSE,FALSE,0,ERCC6,-214217,-,BMI1,27422270,+,TCELL
chr22,49939272,49939446,175,+,454,LS-6,pin25,8,hg38,LS-6-0,D-1,-1,-0,chr22+49939272,FALSE,CRELD2,+,FALSE,TRUE,11731,PIM3,-21221,+,BCR,26621234,+,TCELL
chr14,49986961,49987126,166,-,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr14-49987126,TRUE,LINC01588,-,FALSE,TRUE,-0,ARF6,90071,+,TCL1A,45722839,-,TCELL
chr14,49991955,49992117,163,-,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr14-49992117,TRUE,LINC01588,-,FALSE,TRUE,-0,ARF6,95062,+,TCL1A,45717848,-,TCELL
chr7,50252212,50252593,382,+,454,LS-6,pin25,4,hg38,LS-6-0,D-1,-1,-0,chr7+50252212,FALSE,IKZF1,+,FALSE,TRUE,-51869,IKZF1,-51869,+,None.found,Inf,None.found,TCELL
chr16,50268885,50268960,76,-,454,LS-6,pin25,4,hg38,LS-6-0,D-1,-1,-0,chr16-50268960,TRUE,ADCY7,+,FALSE,FALSE,0,ZNF423,-411040,-,None.found,Inf,None.found,TCELL
chr18,50288808,50289124,317,+,454,LS-6,pin25,8,hg38,LS-6-0,D-1,-1,-0,chr18+50288808,FALSE,CXXC1,-,FALSE,FALSE,-485,MAPK4,-271304,+,BCL2,12834536,-,TCELL
chr17,50328695,50328756,62,+,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr17+50328695,FALSE,XYLT2,+,FALSE,TRUE,-17335,COL1A1,-127055,-,None.found,Inf,None.found,TCELL
chr7,50350436,50350650,215,+,454,LS-6,pin25,11,hg38,LS-6-0,D-1,-1,-0,chr7+50350436,TRUE,IKZF1,+,FALSE,TRUE,0,IKZF1,0,+,None.found,Inf,None.found,TCELL
chr15,50378912,50379034,123,-,454,LS-6,pin25,10,hg38,LS-6-0,D-1,-1,-0,chr15-50379034,FALSE,MIR4712,+,FALSE,FALSE,18623,GABPB1,-23604,-,None.found,Inf,None.found,TCELL
chr20,50440369,50440463,95,-,454,LS-6,pin25,3,hg38,LS-6-0,D-1,-1,-0,chr20-50440463,FALSE,PTPN1,+,FALSE,FALSE,-69856,CEBPB,247772,+,None.found,Inf,None.found,TCELL
chr20,50444015,50444231,217,-,454,LS-6,pin25,4,hg38,LS-6-0,D-1,-1,-0,chr20-50444231,FALSE,PTPN1,+,FALSE,FALSE,-66088,CEBPB,251540,+,None.found,Inf,None.found,TCELL
chr3,50491471,50491706,236,-,454,LS-6,pin25,7,hg38,LS-6-0,D-1,-1,-0,chr3-50491706,TRUE,CACNA2D2,-,FALSE,TRUE,0,RASSF1,-150769,-,None.found,Inf,None.found,TCELL
chr22,50530948,50531446,499,+,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr22+50530948,TRUE,ODF3B,-,TRUE,FALSE,-0,TYMP,-862,-,BCR,27212910,+,TCELL
chr5,50593716,50593845,130,-,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr5-50593845,FALSE,PARP8,+,FALSE,FALSE,-72052,FST,-2886587,+,TLX3,-120715437,+,TCELL
chr3,50595967,50596161,195,+,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr3+50595967,FALSE,CISH,-,FALSE,FALSE,10485,RASSF1,-255030,-,None.found,Inf,None.found,TCELL
chr10,50625410,50625497,88,+,454,LS-6,pin25,2,hg38,LS-6-0,D-1,-1,-0,chr10+50625410,TRUE,SGMS1-AS1,+,FALSE,TRUE,0,SGMS1,-1432,-,BMI1,28293924,+,TCELL
chr14,51010501,51010929,429,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr14-51010929,TRUE,TRIM9,-,FALSE,TRUE,-0,NIN,-179807,-,TCL1A,44699036,-,TCELL
chr12,51083790,51083826,37,+,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr12+51083790,FALSE,CSRNP2,-,FALSE,FALSE,-118,CELA1,244651,-,ETV6,39188387,+,TCELL
chr18,51152486,51152556,71,-,454,LS-6,pin25,3,hg38,LS-6-0,D-1,-1,-0,chr18-51152556,FALSE,MEX3C,-,FALSE,TRUE,21992,SMAD4,67513,+,BCL2,11970788,-,TCELL
chr14,51239726,51239895,170,+,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr14+51239726,FALSE,TMX1,+,FALSE,TRUE,-440,NIN,-408604,-,TCL1A,44470239,-,TCELL
chr19,51253739,51253901,163,-,454,LS-6,pin25,6,hg38,LS-6-0,D-1,-1,-0,chr19-51253901,TRUE,SIGLECL1,+,FALSE,FALSE,0,KLK11,-225866,-,JUND,-32972244,-,TCELL
chr17,51427192,51427542,351,-,454,LS-6,pin25,1,hg38,LS-6-0,D-1,-1,-0,chr17-51427542,FALSE,LINC02073,+,FALSE,FALSE,-7883,COL1A1,-1225902,-,None.found,Inf,None.found,TCELL
