posid,PBMC/D1,PBMC/W2,PBMC/W8,PBMC/Y15,PBMC/Y4,PBMC/Y8,TCELL/D-1,TCELL/Y8,patient
chr12-10284976,0,0,0,0,0,0,1,0,pin25
chr12-10383614,0,0,2,0,0,0,0,0,pin25
chr12-104286663,0,0,0,0,0,0,1,0,pin25
chr12-104640152,0,0,1,0,0,0,0,0,pin25
chr12-104934307,0,1,0,0,0,0,0,0,pin25
chr12-107686648,0,0,0,0,1,0,0,0,pin25
chr12-107794066,0,0,0,0,0,0,1,0,pin25
chr12-108628418,1,0,0,0,0,0,0,0,pin25
chr12-108633244,0,0,0,0,0,0,1,0,pin25
chr12-108840451,0,0,0,0,0,0,1,0,pin25
chr12-112012103,0,0,0,0,0,0,1,0,pin25
chr12-112097164,0,1,0,0,0,0,0,0,pin25
chr12-116538788,0,0,0,0,0,0,1,0,pin25
chr12-11745339,0,0,0,0,0,0,1,0,pin25
chr12-118261732,0,0,0,0,0,0,1,0,pin25
chr12-118358720,0,1,0,0,0,0,0,0,pin25
chr12-120011207,0,0,0,0,0,0,1,0,pin25
chr12-121591330,0,0,1,0,0,0,0,0,pin25
chr12-121636721,0,1,0,0,0,0,0,0,pin25
chr12-121801835,0,0,1,0,0,0,0,0,pin25
chr12-121801881,0,0,0,0,0,0,1,0,pin25
chr12-12476035,0,0,0,0,0,0,1,0,pin25
chr12-124761769,0,0,0,0,0,1,0,0,pin25
chr12-124916696,0,0,0,0,0,0,1,0,pin25
chr12-12900367,0,0,0,0,0,0,1,0,pin25
chr12-130872951,0,0,0,0,0,0,1,0,pin25
chr12-131090036,0,0,0,0,0,0,1,0,pin25
chr12-14257563,0,1,0,0,0,0,0,0,pin25
chr12-14384362,0,1,0,0,0,0,0,0,pin25
chr12-14960203,0,0,0,0,0,0,1,0,pin25
chr12-14978947,0,0,0,0,2,0,0,0,pin25
chr12-15561876,0,1,0,0,0,0,0,0,pin25
chr12-15571009,0,0,0,0,0,0,1,0,pin25
chr12-21621428,0,0,0,0,0,0,1,0,pin25
chr12-23557724,0,0,0,0,0,0,0,1,pin25
chr12-27331768,0,0,0,0,0,0,1,0,pin25
chr12-32697499,0,0,0,0,0,0,1,0,pin25
chr12-3981479,0,0,0,0,0,0,1,0,pin25
chr12-4118879,0,0,0,0,0,0,1,0,pin25
chr12-4154509,0,0,0,0,0,0,1,0,pin25
chr12-42325126,0,0,0,0,0,0,1,0,pin25
chr12-44843834,0,0,0,0,0,0,1,0,pin25
chr12-44852134,0,0,0,0,0,0,1,0,pin25
chr12-46116269,0,0,0,0,0,0,0,1,pin25
chr12-46549313,0,0,0,0,0,0,1,0,pin25
chr12-47389343,0,0,0,0,0,0,1,0,pin25
chr12-47392606,0,0,3,0,0,0,0,0,pin25
chr12-47817026,0,0,1,0,0,0,0,0,pin25
chr12-49663443,0,0,0,0,0,0,1,0,pin25
chr12-50212174,0,1,0,0,0,0,0,0,pin25
chr12-51007407,0,0,1,0,0,0,0,0,pin25
chr12-51391347,0,0,0,0,0,2,0,0,pin25
chr12-52022841,0,0,0,0,0,0,1,0,pin25
chr12-54957297,0,0,0,0,0,0,1,0,pin25
chr12-54957845,0,0,0,0,0,0,1,0,pin25
chr12-54991260,0,0,0,0,0,0,1,0,pin25
chr12-56032607,0,0,0,0,0,0,1,0,pin25
chr12-56102849,0,1,0,0,0,0,0,0,pin25
chr12-60969665,0,0,0,0,1,0,0,0,pin25
chr12-61868232,0,0,0,0,0,0,1,0,pin25
chr12-6445527,0,0,0,0,1,0,0,0,pin25
chr12-64456047,0,0,0,0,0,0,1,0,pin25
chr12-6780338,0,0,0,0,0,0,1,0,pin25
chr12-68359446,0,0,0,0,0,0,1,0,pin25
chr12-7188823,0,1,0,0,0,0,0,0,pin25
chr12-728571,0,1,0,0,0,0,0,0,pin25
chr12-751756,0,0,0,1,0,0,0,0,pin25
chr12-81952844,0,0,0,0,0,0,1,0,pin25
chr12-88299450,0,0,0,0,0,0,1,0,pin25
chr12-89467378,0,0,0,0,0,1,0,0,pin25
chr12-92988675,0,0,0,0,0,0,1,0,pin25
chr12-92989098,0,1,0,0,0,0,0,0,pin25
chr12-9741548,0,0,0,0,1,0,0,0,pin25
chr12-9868989,0,0,1,0,0,0,0,0,pin25
chr12-9870042,0,0,0,0,0,0,1,0,pin25
chr12+101567329,0,0,0,0,0,0,1,0,pin25
chr12+101796428,0,1,0,0,0,0,0,0,pin25
chr12+103549885,0,0,0,0,0,0,1,0,pin25
chr12+10382794,0,1,0,0,0,0,0,0,pin25
chr12+104568935,0,1,0,0,0,0,0,0,pin25
chr12+108631765,0,0,0,0,0,0,1,0,pin25
chr12+108822061,0,0,0,0,0,0,1,0,pin25
chr12+108825427,0,0,0,0,0,0,1,0,pin25
chr12+110660650,0,0,1,0,0,0,0,0,pin25
chr12+113141659,0,1,0,0,0,0,0,0,pin25
chr12+113261803,0,0,0,0,0,0,1,0,pin25
chr12+116171635,0,1,0,0,0,0,0,0,pin25
chr12+116173019,0,0,0,0,0,0,1,0,pin25
chr12+116320472,0,0,1,0,0,0,0,0,pin25
chr12+11980202,0,0,0,0,0,1,0,0,pin25
chr12+120007817,0,0,0,0,0,0,1,0,pin25
chr12+121686555,0,0,0,0,0,0,1,0,pin25
chr12+12444146,0,0,0,0,0,0,1,0,pin25
chr12+126263917,0,0,1,0,0,0,0,0,pin25
chr12+127556446,0,0,1,0,0,0,0,0,pin25
chr12+132445894,0,0,0,0,0,0,1,0,pin25
chr12+132488364,0,0,0,1,0,0,0,0,pin25
chr12+132829665,0,0,0,0,0,0,1,0,pin25
chr12+14374711,0,0,1,0,0,0,0,0,pin25
chr12+14959447,0,1,0,0,0,0,0,0,pin25
chr12+15564080,0,1,0,0,0,0,0,0,pin25
chr12+19522778,0,0,0,0,0,0,1,0,pin25
chr12+19831481,0,0,0,0,0,0,1,0,pin25
chr12+19832041,0,0,0,0,0,0,1,0,pin25
chr12+22687702,0,0,0,0,0,0,1,0,pin25
chr12+24479900,0,0,1,0,0,0,0,0,pin25
chr12+24840271,0,0,0,0,0,0,1,0,pin25
chr12+24840759,0,0,0,0,0,0,1,0,pin25
chr12+26748305,0,0,0,0,0,0,1,0,pin25
chr12+27461659,0,0,1,0,0,0,0,0,pin25
chr12+27499920,0,0,0,0,0,0,1,0,pin25
chr12+28130441,0,0,0,0,0,0,1,0,pin25
chr12+28132075,0,0,0,0,0,0,1,0,pin25
chr12+38916473,0,0,1,0,0,0,0,0,pin25
chr12+4118141,0,0,0,0,0,0,1,0,pin25
chr12+4155812,0,1,0,0,0,0,0,0,pin25
chr12+42238690,0,0,0,0,0,0,1,0,pin25
chr12+44827223,0,0,0,2,0,0,0,0,pin25
chr12+44839969,0,1,0,0,0,0,0,0,pin25
chr12+46520897,0,0,0,0,0,0,1,0,pin25
chr12+47272718,0,1,0,0,0,0,0,0,pin25
chr12+48077641,0,0,0,0,0,1,0,0,pin25
chr12+49210253,0,0,0,0,0,0,1,0,pin25
chr12+49749300,0,0,1,0,0,0,0,0,pin25
chr12+51083790,0,0,0,0,0,0,1,0,pin25
chr12+51393416,0,0,0,0,1,0,0,0,pin25
chr12+52033595,0,0,0,0,0,0,1,0,pin25
chr12+53218135,0,1,0,0,0,0,0,0,pin25
chr12+53674178,0,1,0,0,0,0,0,0,pin25
chr12+54934167,0,0,0,0,0,0,1,0,pin25
chr12+54935772,0,0,0,0,0,0,1,0,pin25
chr12+56222829,0,0,0,0,0,0,1,0,pin25
chr12+57079528,0,0,0,1,0,0,0,0,pin25
chr12+62601239,0,0,0,0,0,0,1,0,pin25
chr12+62700884,0,0,0,0,0,0,1,0,pin25
chr12+6430455,0,0,1,0,0,0,0,0,pin25
chr12+6443387,0,0,0,0,0,0,0,2,pin25
chr12+68482102,0,0,1,0,0,0,0,0,pin25
chr12+68570717,0,0,0,0,1,0,0,0,pin25
chr12+6953310,0,0,0,0,0,0,1,0,pin25
chr12+75938052,0,0,0,1,0,0,0,0,pin25
chr12+7960292,0,1,0,0,0,0,0,0,pin25
chr12+85656191,0,0,0,0,1,0,0,0,pin25
chr12+88788445,0,0,0,0,1,0,0,0,pin25
chr12+89033619,0,0,0,0,0,0,1,0,pin25
chr12+89136328,0,0,0,0,0,0,1,0,pin25
chr12+89225292,0,1,0,0,0,0,0,0,pin25
chr12+89392077,0,0,0,0,0,1,0,0,pin25
chr12+9245641,0,0,0,0,1,0,0,0,pin25
chr12+9245938,0,0,0,0,0,0,1,0,pin25
chr12+96213651,0,0,0,0,0,0,1,0,pin25
chr12+98745469,0,0,0,0,0,0,1,0,pin25
chr13-108445688,0,0,1,0,0,0,0,0,pin25
chr13-111179068,0,1,0,0,0,0,0,0,pin25
chr13-114314040,0,0,0,0,0,0,1,0,pin25
chr13-20331773,0,0,0,0,0,0,1,0,pin25
chr13-20333204,0,0,1,0,0,0,0,0,pin25
chr13-24253145,0,0,1,0,0,0,0,0,pin25
chr13-24600073,0,0,0,0,0,0,1,0,pin25
chr13-27193218,0,0,0,0,0,0,1,0,pin25
chr13-28525296,0,0,0,0,0,0,1,0,pin25
chr13-30463456,0,0,0,0,0,0,1,0,pin25
chr13-30795368,0,0,0,0,0,1,0,0,pin25
chr13-31046268,0,1,0,0,0,0,0,0,pin25
chr13-31204347,0,0,0,0,0,0,1,0,pin25
chr13-33541612,0,1,0,0,0,0,0,0,pin25
chr13-33611835,0,0,0,0,0,0,1,0,pin25
chr13-35825900,0,0,1,0,0,0,0,0,pin25
chr13-40658467,0,0,1,0,0,0,0,0,pin25
chr13-42379873,0,0,0,0,0,0,1,0,pin25
chr13-42394883,0,0,0,0,1,0,0,0,pin25
chr13-42396504,0,0,0,0,0,0,1,0,pin25
chr13-42992726,0,0,0,0,0,0,1,0,pin25
chr13-46344555,0,0,0,0,0,0,1,0,pin25
chr13-48884063,0,0,1,0,0,0,0,0,pin25
chr13-50894150,0,1,0,0,0,0,0,0,pin25
chr13-51561996,0,1,0,0,0,0,0,0,pin25
chr13-52104496,0,0,0,0,0,0,1,0,pin25
chr13-52837623,0,0,1,0,0,0,0,0,pin25
chr13-75320229,0,0,1,0,0,0,0,0,pin25
chr13-75322491,0,0,0,0,0,0,1,0,pin25
chr13-75364905,0,0,0,0,0,0,1,0,pin25
chr13-77328372,0,0,0,0,0,0,1,0,pin25
chr13-77931018,0,0,0,0,0,0,1,0,pin25
chr13-95263205,0,1,0,0,0,0,0,0,pin25
chr13-98910307,0,0,0,0,0,0,1,0,pin25
chr13-99370912,0,0,0,0,0,0,1,0,pin25
chr13-99371500,0,1,0,0,0,0,0,0,pin25
chr13-99419249,0,0,0,0,0,0,1,0,pin25
chr13+114280332,0,0,0,0,0,0,1,0,pin25
chr13+20369619,0,0,0,0,0,0,1,0,pin25
chr13+20369891,0,0,0,0,0,0,1,0,pin25
chr13+20388409,0,1,0,0,0,0,0,0,pin25
chr13+21580383,0,0,0,0,0,0,1,0,pin25
chr13+22127634,0,0,0,0,0,0,1,0,pin25
chr13+24252239,0,0,0,0,0,0,1,0,pin25
chr13+24381564,0,0,0,0,0,0,1,0,pin25
chr13+30145040,0,0,0,0,0,0,1,0,pin25
chr13+30147960,0,0,0,0,1,0,0,0,pin25
chr13+30430597,0,0,0,0,0,0,1,0,pin25
chr13+33624433,0,0,0,0,0,0,1,0,pin25
chr13+33994340,0,0,0,1,0,0,0,0,pin25
chr13+36508789,0,0,0,0,1,0,0,0,pin25
chr13+40115179,0,0,0,0,0,0,1,0,pin25
chr13+40983818,0,0,0,0,0,0,1,0,pin25
chr13+41460490,0,0,0,0,0,0,1,0,pin25
chr13+41464898,0,0,0,0,0,0,1,0,pin25
chr13+42279993,0,0,0,0,0,0,1,0,pin25
chr13+42355289,0,0,0,0,0,0,1,0,pin25
chr13+42395223,0,0,1,0,0,0,0,0,pin25
chr13+42396374,0,0,0,0,0,0,1,0,pin25
chr13+42496726,0,0,0,0,0,0,1,0,pin25
chr13+51585684,0,0,1,0,0,0,0,0,pin25
chr13+51804861,0,0,1,0,0,0,0,0,pin25
chr13+52159750,0,0,0,0,0,1,0,0,pin25
chr13+75366601,0,0,0,0,1,0,0,0,pin25
chr13+75799462,0,0,1,0,0,0,0,0,pin25
chr13+79451890,1,0,0,0,0,0,0,0,pin25
chr13+89490606,0,0,0,0,0,1,0,0,pin25
chr13+95045635,0,1,0,0,0,0,0,0,pin25
chr13+98534514,0,0,0,0,0,0,1,0,pin25
chr13+99308992,0,0,0,0,1,0,0,0,pin25
chr14-101820833,1,0,0,0,0,0,0,0,pin25
chr14-102947101,0,0,0,0,0,0,1,0,pin25
chr14-106013707,0,0,0,0,0,1,0,0,pin25
chr14-106014667,0,0,0,0,0,0,1,0,pin25
chr14-106015073,0,0,0,0,0,0,1,0,pin25
chr14-106059276,0,0,0,2,0,0,0,0,pin25
chr14-20989337,0,0,0,0,0,0,1,0,pin25
chr14-21455422,0,0,0,1,0,0,0,0,pin25
chr14-21998980,1,0,0,0,0,0,0,0,pin25
chr14-22501927,0,0,0,0,0,0,1,0,pin25
chr14-22559146,0,0,1,0,0,0,0,0,pin25
chr14-23306077,0,0,0,0,0,0,1,0,pin25
chr14-23606803,0,1,0,0,0,0,0,0,pin25
chr14-23610475,0,1,0,0,0,0,0,0,pin25
chr14-24639991,0,0,0,0,0,0,1,0,pin25
chr14-24669188,0,1,0,0,0,0,0,0,pin25
chr14-30336743,0,0,0,1,0,0,0,0,pin25
chr14-33922534,0,0,0,0,0,0,1,0,pin25
chr14-34018426,0,0,1,0,0,0,0,0,pin25
chr14-35292785,0,0,0,0,0,0,1,0,pin25
chr14-39097451,0,0,0,0,0,0,1,0,pin25
chr14-39217716,0,0,0,0,0,0,1,0,pin25
chr14-39447158,0,0,1,0,0,0,0,0,pin25
chr14-49644832,0,0,1,0,0,0,0,0,pin25
chr14-49972573,0,1,0,0,0,0,0,0,pin25
chr14-49987126,0,0,0,0,0,0,1,0,pin25
chr14-49992117,0,0,0,0,0,0,1,0,pin25
chr14-51010929,0,0,0,0,0,0,1,0,pin25
chr14-54901515,0,0,0,0,1,0,0,0,pin25
chr14-57394890,0,0,1,0,0,0,0,0,pin25
chr14-60165687,0,0,0,0,0,0,1,0,pin25
chr14-61323576,0,0,1,0,0,0,0,0,pin25
chr14-61342056,0,0,0,0,0,0,1,0,pin25
chr14-61387214,0,0,0,0,1,0,0,0,pin25
chr14-63640626,0,0,0,0,0,0,1,0,pin25
chr14-63643252,0,0,0,0,0,0,1,0,pin25
chr14-65289454,0,0,0,0,0,0,1,0,pin25
chr14-65291661,0,1,0,0,0,0,0,0,pin25
chr14-65301677,0,0,0,0,0,0,1,0,pin25
chr14-67201456,0,0,0,0,0,0,1,0,pin25
chr14-68792395,0,0,0,0,0,0,1,0,pin25
chr14-70656699,0,0,0,0,0,0,1,0,pin25
chr14-70886725,0,0,0,0,0,0,1,0,pin25
chr14-70904386,0,0,0,0,0,0,1,0,pin25
chr14-71372850,0,0,0,0,0,0,1,0,pin25
chr14-72255392,0,0,0,0,0,0,1,0,pin25
chr14-73761994,0,0,0,0,1,0,0,0,pin25
chr14-77043150,0,0,0,0,0,0,1,0,pin25
chr14-83627338,0,0,0,0,0,1,0,0,pin25
chr14-87993609,0,0,0,0,0,0,1,0,pin25
chr14-88006871,0,1,0,0,0,0,0,0,pin25
chr14-89448195,0,0,0,0,0,0,1,0,pin25
chr14-89617787,0,1,0,0,0,0,0,0,pin25
chr14-89641467,0,0,1,0,0,0,0,0,pin25
chr14-89977570,0,0,1,0,0,0,0,0,pin25
chr14-91872340,0,0,0,0,0,0,1,0,pin25
chr14-91969089,0,1,0,0,0,0,0,0,pin25
chr14-92654151,0,0,0,0,0,0,1,0,pin25
chr14-93065398,0,0,1,0,0,0,0,0,pin25
chr14-93958677,0,0,0,1,0,0,0,0,pin25
chr14-97379253,0,0,1,0,0,0,0,0,pin25
chr14-97443481,0,0,0,0,0,0,1,0,pin25
chr14-99239925,0,1,0,0,0,0,0,0,pin25
chr14+100059854,0,0,0,0,0,0,1,0,pin25
chr14+100074792,0,1,0,0,0,0,0,0,pin25
chr14+100079680,0,1,0,0,0,0,0,0,pin25
chr14+100080575,0,0,0,0,0,0,1,0,pin25
chr14+101815670,0,0,1,0,0,0,0,0,pin25
chr14+101818980,0,0,0,0,0,0,1,0,pin25
chr14+102500746,0,0,0,0,0,0,1,0,pin25
chr14+102520972,0,0,2,0,0,0,0,0,pin25
chr14+102973992,0,0,0,0,0,0,1,0,pin25
chr14+105067252,0,0,0,0,0,0,1,0,pin25
chr14+20428638,0,0,0,0,1,0,0,0,pin25
chr14+20429161,0,1,0,0,0,0,0,0,pin25
chr14+20691812,0,0,0,0,0,0,1,0,pin25
chr14+21511668,0,0,0,0,0,0,1,0,pin25
chr14+22486363,0,0,0,0,0,0,1,0,pin25
chr14+23285316,0,0,0,1,0,0,0,0,pin25
chr14+24632929,1,0,0,0,0,0,0,0,pin25
chr14+24662293,0,0,0,0,0,0,1,0,pin25
chr14+25353309,0,0,0,0,0,0,1,0,pin25
chr14+44983858,0,1,0,0,0,0,0,0,pin25
chr14+49962081,0,1,0,0,0,0,0,0,pin25
chr14+50033288,0,1,0,0,0,0,0,0,pin25
chr14+50084462,0,1,0,0,0,0,0,0,pin25
chr14+51239726,0,0,0,0,0,0,1,0,pin25
chr14+51864578,0,1,0,0,0,0,0,0,pin25
chr14+55109808,0,0,0,0,0,0,1,0,pin25
chr14+59190919,0,0,1,0,0,0,0,0,pin25
chr14+61176226,0,0,0,0,0,0,1,0,pin25
chr14+61371907,0,0,0,0,0,0,1,0,pin25
chr14+61509774,0,0,0,0,0,0,1,0,pin25
chr14+61668094,0,0,0,0,0,0,1,0,pin25
chr14+63348086,0,0,0,0,0,0,1,0,pin25
chr14+63640083,0,0,0,0,0,0,1,0,pin25
chr14+65304139,0,0,0,0,0,0,1,0,pin25
chr14+65927417,0,0,0,0,0,0,1,0,pin25
chr14+65950543,0,1,0,0,0,0,0,0,pin25
chr14+68283712,0,0,0,0,0,0,1,0,pin25
chr14+69636780,0,0,0,0,0,0,1,0,pin25
chr14+71934622,0,0,0,0,0,0,1,0,pin25
chr14+73466623,0,0,0,0,0,0,1,0,pin25
chr14+73886374,0,1,0,0,0,0,0,0,pin25
chr14+76955223,0,0,0,0,0,0,1,0,pin25
chr14+89227853,0,0,0,1,0,0,0,0,pin25
chr14+91670549,0,1,0,0,0,0,0,0,pin25
chr14+92654472,0,1,0,0,0,0,0,0,pin25
chr14+95555641,0,1,0,0,0,0,0,0,pin25
chr14+97406954,0,1,0,0,0,0,0,0,pin25
chr14+98183839,0,1,0,0,0,0,0,0,pin25
chr15-101166926,0,0,0,0,0,0,1,0,pin25
chr15-101460170,0,0,1,0,0,0,0,0,pin25
chr15-25861012,0,0,0,0,0,0,1,0,pin25
chr15-28962323,0,0,0,0,0,0,0,2,pin25
chr15-28985784,0,0,0,1,0,0,0,0,pin25
chr15-31360269,0,0,0,0,0,0,1,0,pin25
chr15-31433821,0,1,0,0,0,0,0,0,pin25
chr15-31443057,0,0,0,0,0,0,1,0,pin25
chr15-34335757,0,0,0,0,0,0,1,0,pin25
chr15-34468696,0,0,0,0,0,0,1,0,pin25
chr15-39144787,0,0,0,0,0,0,1,0,pin25
chr15-40040284,0,0,1,0,0,0,0,0,pin25
chr15-45637323,0,0,0,0,0,0,1,0,pin25
chr15-45649296,0,0,0,0,0,0,1,0,pin25
chr15-46050913,0,0,0,0,0,0,1,0,pin25
chr15-48926149,0,0,0,0,1,0,0,0,pin25
chr15-48965561,0,0,0,0,0,0,1,0,pin25
chr15-49195343,0,0,1,0,0,0,0,0,pin25
chr15-50379034,0,0,0,0,0,0,1,0,pin25
chr15-55256080,0,0,0,0,0,0,1,0,pin25
chr15-56170257,0,0,0,0,0,0,1,0,pin25
chr15-56767291,0,0,1,0,0,0,0,0,pin25
chr15-59303765,0,0,0,0,0,0,1,0,pin25
chr15-60548729,0,0,0,0,0,0,1,0,pin25
chr15-60823300,0,0,0,0,1,0,0,0,pin25
chr15-61957102,0,0,0,0,0,0,1,0,pin25
chr15-62713059,0,0,1,0,0,0,0,0,pin25
chr15-63972531,0,0,0,0,0,0,1,0,pin25
chr15-65797121,0,0,0,0,0,0,1,0,pin25
chr15-67084789,0,1,0,0,0,0,0,0,pin25
chr15-67098335,0,0,1,0,0,0,0,0,pin25
chr15-67103352,0,0,0,0,0,0,1,0,pin25
chr15-72229191,0,1,0,0,0,0,0,0,pin25
chr15-75102409,0,1,0,0,0,0,0,0,pin25
chr15-78437440,0,0,0,0,0,0,1,0,pin25
chr15-78937667,0,0,0,0,0,0,1,0,pin25
chr15-88636411,0,1,0,0,0,0,0,0,pin25
chr15-90166654,0,0,0,0,0,0,1,0,pin25
chr15-90831237,0,0,0,1,0,0,0,0,pin25
chr15-90835102,0,0,0,0,0,0,1,0,pin25
chr15-94312377,0,0,0,0,0,0,1,0,pin25
chr15-99818047,0,0,1,0,0,0,0,0,pin25
chr15+101651862,0,1,0,0,0,0,0,0,pin25
chr15+27283349,0,0,1,0,0,0,0,0,pin25
chr15+31398690,0,0,1,0,0,0,0,0,pin25
chr15+31445239,0,0,1,0,0,0,0,0,pin25
chr15+34328822,0,0,0,0,0,0,1,0,pin25
chr15+38686609,0,0,0,0,0,0,1,0,pin25
chr15+40049407,0,0,0,0,0,0,1,0,pin25
chr15+41116976,0,0,0,0,0,0,1,0,pin25
chr15+43239125,1,0,0,0,0,0,0,0,pin25
chr15+44725491,0,1,0,0,0,0,0,0,pin25
chr15+44736495,0,1,0,0,0,0,0,0,pin25
chr15+48898430,0,0,0,0,0,0,1,0,pin25
chr15+48928668,0,0,1,0,0,0,0,0,pin25
chr15+49287357,0,0,0,0,0,0,1,0,pin25
chr15+49287702,0,0,0,0,0,0,1,0,pin25
chr15+50555942,0,0,0,0,0,1,0,0,pin25
chr15+50557051,0,1,0,0,0,0,0,0,pin25
chr15+50775306,0,0,0,0,2,0,0,0,pin25
chr15+51228282,0,1,0,0,0,0,0,0,pin25
chr15+59256780,0,0,1,0,0,0,0,0,pin25
chr15+59257342,0,1,0,0,0,0,0,0,pin25
chr15+60043989,0,0,0,0,0,0,1,0,pin25
chr15+60076879,0,0,0,0,0,0,1,0,pin25
chr15+60547977,0,0,0,0,0,0,1,0,pin25
chr15+60583704,0,0,0,0,0,0,1,0,pin25
chr15+60842052,0,0,0,1,0,0,0,0,pin25
chr15+60899159,0,0,1,0,0,0,0,0,pin25
chr15+62713507,0,0,0,0,0,0,1,0,pin25
chr15+63191337,0,0,0,0,0,0,1,0,pin25
chr15+72238893,0,0,0,0,0,0,1,0,pin25
chr15+73139771,0,0,0,0,0,0,1,0,pin25
chr15+74788593,0,0,0,0,0,0,1,0,pin25
chr15+77456398,0,0,1,0,0,0,0,0,pin25
chr15+78872471,0,0,0,0,0,1,0,0,pin25
chr15+78940878,0,0,0,0,0,0,1,0,pin25
chr15+81074416,0,0,0,0,0,0,1,0,pin25
chr15+81295541,0,0,0,0,0,0,1,0,pin25
chr15+85649182,0,0,0,0,0,0,1,0,pin25
chr15+90840718,0,1,0,0,0,0,0,0,pin25
chr15+92818926,0,0,0,0,0,0,1,0,pin25
chr15+92880819,0,0,0,0,0,0,1,0,pin25
chr15+99410604,0,0,0,1,0,0,0,0,pin25
chr16-11025441,0,0,0,0,0,0,1,0,pin25
chr16-11235018,0,0,0,0,0,0,1,0,pin25
chr16-11782886,0,0,0,0,0,0,1,0,pin25
chr16-12080549,0,0,0,0,0,0,1,0,pin25
chr16-12535036,0,0,0,0,0,0,1,0,pin25
chr16-12755722,0,0,0,0,0,1,0,0,pin25
chr16-14974326,0,0,0,0,1,0,0,0,pin25
chr16-15636778,0,0,0,0,0,0,1,0,pin25
chr16-15954174,0,0,0,0,0,0,1,0,pin25
chr16-17271367,0,0,0,0,0,0,1,0,pin25
chr16-17370072,0,0,0,0,0,0,1,0,pin25
chr16-17416510,0,0,1,0,0,0,0,0,pin25
chr16-19016362,0,0,1,0,0,0,0,0,pin25
chr16-20909551,0,1,0,0,0,0,0,0,pin25
chr16-23982458,0,0,0,0,0,0,1,0,pin25
chr16-26600363,0,0,1,0,0,0,0,0,pin25
chr16-2664809,0,0,1,0,0,0,0,0,pin25
chr16-27254785,0,0,1,0,0,0,0,0,pin25
chr16-28495696,0,0,0,0,0,0,1,0,pin25
chr16-30131627,0,0,2,0,0,0,0,0,pin25
chr16-3077902,0,0,0,0,0,0,1,0,pin25
chr16-30874228,0,0,1,0,0,0,0,0,pin25
chr16-3265581,0,0,0,0,0,0,1,0,pin25
chr16-3639090,0,0,0,0,0,0,1,0,pin25
chr16-4081033,0,0,0,0,0,0,1,0,pin25
chr16-4416542,0,0,1,0,0,0,0,0,pin25
chr16-46865172,0,0,0,0,0,0,1,0,pin25
chr16-47779487,0,1,0,0,0,0,0,0,pin25
chr16-50268960,0,0,0,0,0,0,1,0,pin25
chr16-50744304,0,0,1,0,0,0,0,0,pin25
chr16-53292930,0,0,0,0,0,0,1,0,pin25
chr16-53914500,0,0,0,0,0,0,1,0,pin25
chr16-57012452,0,0,0,0,0,0,1,0,pin25
chr16-57610547,0,0,0,0,0,0,1,0,pin25
chr16-68142301,0,0,0,0,0,0,1,0,pin25
chr16-68760612,0,0,0,0,0,0,1,0,pin25
chr16-69402339,0,0,0,1,0,0,0,0,pin25
chr16-70464435,0,0,1,0,0,0,0,0,pin25
chr16-72474095,0,1,0,0,0,0,0,0,pin25
chr16-72664468,0,0,0,0,0,0,1,0,pin25
chr16-72920985,0,1,0,0,0,0,0,0,pin25
chr16-75219936,0,0,0,0,0,0,1,0,pin25
chr16-79090658,0,0,0,0,0,0,1,0,pin25
chr16-84519410,0,0,0,0,0,0,1,0,pin25
chr16-84550603,0,0,0,0,0,0,1,0,pin25
chr16-87807664,0,0,0,0,0,0,1,0,pin25
chr16-88682142,0,0,0,0,0,0,1,0,pin25
chr16-88783453,0,0,0,0,0,0,1,0,pin25
chr16-89872971,0,0,1,0,0,0,0,0,pin25
chr16+10958393,0,0,0,0,0,0,1,0,pin25
chr16+11024661,0,1,0,0,0,0,0,0,pin25
chr16+11053132,0,0,0,0,0,0,1,0,pin25
chr16+11073309,0,0,0,0,0,0,1,0,pin25
chr16+11076905,0,0,0,0,0,0,1,0,pin25
chr16+11851845,0,0,0,0,0,0,1,0,pin25
chr16+12540486,0,1,0,0,0,0,0,0,pin25
chr16+12642895,0,0,1,0,0,0,0,0,pin25
chr16+12730389,0,0,1,0,0,0,0,0,pin25
chr16+15960944,0,0,0,0,0,0,1,0,pin25
chr16+17345708,0,0,0,0,0,0,1,0,pin25
chr16+18805340,0,1,0,0,0,0,0,0,pin25
chr16+1991475,0,1,0,0,0,0,0,0,pin25
chr16+21952358,0,0,0,0,0,0,1,0,pin25
chr16+22191922,0,0,0,0,0,0,1,0,pin25
chr16+22605762,0,0,0,0,0,1,0,0,pin25
chr16+23151715,0,0,1,0,0,0,0,0,pin25
chr16+26598964,0,0,0,0,0,0,1,0,pin25
chr16+2665026,0,0,0,0,0,0,1,0,pin25
chr16+27407800,0,0,0,0,0,0,1,0,pin25
chr16+30652294,0,0,0,0,0,0,1,0,pin25
chr16+30716173,0,0,1,0,0,0,0,0,pin25
chr16+3076201,1,0,0,0,0,0,0,0,pin25
chr16+30903012,0,0,0,0,0,0,1,0,pin25
chr16+3124967,0,0,0,0,0,0,1,0,pin25
chr16+31253278,0,0,0,0,0,0,1,0,pin25
chr16+48552035,0,1,0,0,0,0,0,0,pin25
chr16+48613561,0,0,0,0,0,0,1,0,pin25
chr16+50273093,0,1,0,0,0,0,0,0,pin25
chr16+50274247,0,0,1,0,0,0,0,0,pin25
chr16+5071118,0,0,0,0,0,0,1,0,pin25
