posid,PBMC/D0,PBMC/D1,PBMC/W2,PBMC/W8,PBMC/Y15,PBMC/Y4,PBMC/Y8,TCELL/D-1,TCELL/M2,patient
chr10+50500741,1,0,0,0,0,0,0,0,0,pin26
chr10+50501849,1,0,0,0,0,0,0,0,0,pin26
chr10+59880641,0,0,0,0,0,0,1,0,0,pin26
chr10+60572869,0,0,0,1,0,0,0,0,0,pin26
chr10+6067693,0,0,0,1,0,0,0,0,0,pin26
chr10+6067980,0,0,0,1,0,0,0,0,0,pin26
chr10+6068055,0,0,0,1,0,0,0,0,0,pin26
chr10+6068339,0,0,0,0,0,0,0,0,1,pin26
chr10+6068446,0,0,0,0,1,0,0,0,0,pin26
chr10+6068453,0,0,0,0,1,0,0,0,0,pin26
chr10+6068984,0,0,0,0,1,0,0,0,0,pin26
chr10+6070574,0,0,0,1,0,0,0,0,0,pin26
chr10+6071969,0,0,0,1,0,0,0,0,0,pin26
chr10+6074259,0,0,0,0,1,0,0,0,0,pin26
chr10+6074369,0,0,0,1,0,0,0,0,0,pin26
chr10+6081542,0,0,0,1,0,0,0,0,0,pin26
chr10+6081928,0,0,0,1,0,0,0,0,0,pin26
chr10+6081939,0,0,0,1,0,0,0,0,0,pin26
chr10+6082038,0,0,0,1,0,0,0,0,0,pin26
chr10+6084242,0,0,0,0,1,0,0,0,0,pin26
chr10+6084557,0,0,0,1,0,0,0,0,0,pin26
chr10+6084566,0,0,0,1,0,0,0,0,0,pin26
chr10+6086096,0,0,0,1,0,0,0,0,0,pin26
chr10+6087880,0,0,0,1,0,0,0,0,0,pin26
chr10+6088359,0,0,0,0,1,0,0,0,0,pin26
chr10+62049784,1,0,0,0,0,0,0,0,0,pin26
chr10+62061706,0,0,2,0,0,0,0,0,0,pin26
chr10+63264730,0,0,0,0,1,0,0,0,0,pin26
chr10+63520555,0,0,0,1,0,0,0,0,0,pin26
chr10+63631536,1,0,0,0,0,0,0,0,0,pin26
chr10+6422747,1,0,0,0,0,0,0,0,0,pin26
chr10+6588393,0,0,0,0,0,0,0,1,0,pin26
chr10+67816627,0,0,0,0,1,0,0,0,0,pin26
chr10+69213878,1,0,0,0,0,0,0,0,0,pin26
chr10+69225845,1,0,0,0,0,0,0,0,0,pin26
chr10+71533162,1,0,0,0,0,0,0,0,0,pin26
chr10+71769475,0,0,0,0,0,1,0,0,0,pin26
chr10+73021215,1,0,0,0,0,0,0,0,0,pin26
chr10+74584582,0,0,1,0,0,0,0,0,0,pin26
chr10+74587370,0,0,0,1,0,0,0,0,0,pin26
chr10+74968338,1,0,0,0,0,0,0,0,0,pin26
chr10+79317929,0,0,1,0,0,0,0,0,0,pin26
chr10+8061756,0,0,0,1,0,0,0,0,0,pin26
chr10+8374789,1,0,0,0,0,0,0,0,0,pin26
chr10+84138703,0,0,0,0,1,0,0,0,0,pin26
chr10+8576837,0,0,0,1,0,0,0,0,0,pin26
chr10+8576911,1,0,0,0,0,0,0,0,0,pin26
chr10+86412500,1,0,0,0,0,0,0,0,0,pin26
chr10+88846160,1,0,0,0,0,0,0,0,0,pin26
chr10+8988029,0,0,0,0,1,0,0,0,0,pin26
chr10+91797702,0,0,1,0,0,0,0,0,0,pin26
chr10+91797880,0,0,0,0,0,0,0,1,0,pin26
chr10+9395104,1,0,0,0,0,0,0,0,0,pin26
chr10+95798816,1,0,0,0,0,0,0,0,0,pin26
chr10+95830417,1,0,0,0,0,0,0,0,0,pin26
chr11-102316670,1,0,0,0,0,0,0,0,0,pin26
chr11-103028819,1,0,0,0,0,0,0,0,0,pin26
chr11-10456960,0,0,1,0,0,0,0,0,0,pin26
chr11-105295313,0,0,0,1,0,0,0,0,0,pin26
chr11-110345513,0,0,0,0,1,0,0,0,0,pin26
chr11-110348001,0,0,1,0,0,0,0,0,0,pin26
chr11-110355707,0,0,0,1,0,0,0,0,0,pin26
chr11-111833814,1,0,0,0,0,0,0,0,0,pin26
chr11-111936326,1,0,0,0,0,0,0,0,0,pin26
chr11-118002581,1,0,0,0,0,0,0,0,0,pin26
chr11-118914897,0,0,1,0,0,0,0,0,0,pin26
chr11-121036366,0,1,0,0,0,0,0,0,0,pin26
chr11-12143498,0,0,1,0,0,0,0,0,0,pin26
chr11-12158252,0,0,0,0,0,0,0,1,0,pin26
chr11-12172235,0,0,1,0,0,0,0,0,0,pin26
chr11-12175175,0,0,0,0,0,0,0,1,0,pin26
chr11-122722306,0,0,0,1,0,0,0,0,0,pin26
chr11-123069054,1,0,0,0,0,0,0,0,0,pin26
chr11-123455459,1,0,0,0,0,0,0,0,0,pin26
chr11-126346322,0,0,0,0,0,0,0,2,0,pin26
chr11-128050642,1,0,0,0,0,0,0,0,0,pin26
chr11-128311733,0,0,1,0,0,0,0,0,0,pin26
chr11-128327808,0,0,0,0,0,0,0,2,0,pin26
chr11-128331371,0,0,1,0,0,0,0,0,0,pin26
chr11-128546801,1,0,0,0,0,0,0,0,0,pin26
chr11-128548593,1,0,0,0,0,0,0,0,0,pin26
chr11-129639165,0,0,0,0,0,0,0,1,0,pin26
chr11-14358210,0,0,1,0,0,0,0,0,0,pin26
chr11-14762816,0,0,0,1,0,0,0,0,0,pin26
chr11-1726256,1,0,0,0,0,0,0,0,0,pin26
chr11-18348408,0,0,0,0,0,0,0,1,0,pin26
chr11-2078539,1,0,0,0,0,0,0,0,0,pin26
chr11-278568,1,0,0,0,0,0,0,0,0,pin26
chr11-3021798,0,0,1,0,0,0,0,0,0,pin26
chr11-33721352,2,0,0,0,0,0,0,0,0,pin26
chr11-36408679,1,0,0,0,0,0,0,0,0,pin26
chr11-43644762,1,0,0,0,0,0,0,0,0,pin26
chr11-43838302,0,0,0,0,0,0,0,1,0,pin26
chr11-44572403,0,0,0,1,0,0,0,0,0,pin26
chr11-46242616,1,0,0,0,0,0,0,0,0,pin26
chr11-46260497,0,0,0,0,0,3,0,0,0,pin26
chr11-48004289,0,0,0,1,0,0,0,0,0,pin26
chr11-48009672,0,0,0,0,0,0,0,0,1,pin26
chr11-48056572,1,0,0,0,0,0,0,0,0,pin26
chr11-56716256,0,0,1,0,0,0,0,0,0,pin26
chr11-57029076,0,0,0,0,0,0,1,0,0,pin26
chr11-57566168,0,0,0,0,0,0,0,1,0,pin26
chr11-58576974,1,0,0,0,0,0,0,0,0,pin26
chr11-60974840,1,0,0,0,0,0,0,0,0,pin26
chr11-61104264,1,0,0,0,0,0,0,0,0,pin26
chr11-6194872,0,0,0,0,1,0,0,0,0,pin26
chr11-6352787,1,0,0,0,0,0,0,0,0,pin26
chr11-65382081,1,0,0,0,0,0,0,0,0,pin26
chr11-65420666,0,0,0,1,0,0,0,0,0,pin26
chr11-65421187,1,0,0,0,0,0,0,0,0,pin26
chr11-6745017,1,0,0,0,0,0,0,0,0,pin26
chr11-68784020,1,0,0,0,0,0,0,0,0,pin26
chr11-696252,0,0,0,1,0,0,0,0,0,pin26
chr11-72042439,1,0,0,0,0,0,0,0,0,pin26
chr11-74008899,1,0,0,0,0,0,0,0,0,pin26
chr11-74011241,1,0,0,0,0,0,0,0,0,pin26
chr11-74031820,1,0,0,0,0,0,0,0,0,pin26
chr11-76628118,0,0,0,1,0,0,0,0,0,pin26
chr11-78039229,1,0,0,0,0,0,0,0,0,pin26
chr11-85753876,1,0,0,0,0,0,0,0,0,pin26
chr11-86447522,0,0,0,0,0,0,0,1,0,pin26
chr11-88359935,0,0,0,0,0,0,0,1,0,pin26
chr11-93531171,1,0,0,0,0,0,0,0,0,pin26
chr11-93544154,1,0,0,0,0,0,0,0,0,pin26
chr11-95295851,0,0,0,1,0,0,0,0,0,pin26
chr11-95681084,0,0,0,0,0,0,0,1,0,pin26
chr11-95687648,0,0,1,0,0,0,0,0,0,pin26
chr11-95702054,0,0,0,0,0,0,0,0,1,pin26
chr11-96052321,0,0,0,0,0,0,0,1,0,pin26
chr11-96062480,0,0,1,0,0,0,0,0,0,pin26
chr11-96150264,0,0,0,0,0,0,0,1,0,pin26
chr11-9843443,0,0,0,0,0,0,0,0,1,pin26
chr11+104729180,0,0,1,0,0,0,0,0,0,pin26
chr11+108855388,0,0,0,0,0,0,0,1,0,pin26
chr11+109968053,1,0,0,0,0,0,0,0,0,pin26
chr11+110357196,0,0,0,0,0,0,0,0,1,pin26
chr11+117816265,0,0,0,0,0,0,0,1,0,pin26
chr11+118006054,1,0,0,0,0,0,0,0,0,pin26
chr11+118046335,1,0,0,0,0,0,0,0,0,pin26
chr11+118046965,1,0,0,0,0,0,0,0,0,pin26
chr11+118343709,0,0,1,0,0,0,0,0,0,pin26
chr11+118343966,0,0,1,0,0,0,0,0,0,pin26
chr11+12150862,1,0,0,0,0,0,0,0,0,pin26
chr11+12171996,0,0,0,0,1,0,0,0,0,pin26
chr11+122697058,1,0,0,0,0,0,0,0,0,pin26
chr11+122703704,0,0,0,0,0,0,0,1,0,pin26
chr11+122717071,1,0,0,0,0,0,0,0,0,pin26
chr11+128054142,0,0,0,0,0,0,0,0,1,pin26
chr11+128226692,0,0,1,0,0,0,0,0,0,pin26
chr11+128311782,1,0,0,0,0,0,0,0,0,pin26
chr11+128328174,1,0,0,0,0,0,0,0,0,pin26
chr11+128623255,0,0,1,0,0,0,0,0,0,pin26
chr11+128718668,0,0,1,0,0,0,0,0,0,pin26
chr11+130313639,1,0,0,0,0,0,0,0,0,pin26
chr11+133943524,0,0,0,0,0,0,0,1,0,pin26
chr11+14414531,0,0,1,0,0,0,0,0,0,pin26
chr11+14543838,1,0,0,0,0,0,0,0,0,pin26
chr11+14762499,1,0,0,0,0,0,0,0,0,pin26
chr11+15800577,0,0,0,0,0,0,0,1,0,pin26
chr11+15814640,0,0,1,0,0,0,0,0,0,pin26
chr11+1702306,1,0,0,0,0,0,0,0,0,pin26
chr11+17278199,0,0,0,0,0,0,0,1,0,pin26
chr11+1729632,0,0,0,0,0,1,0,0,0,pin26
chr11+1758912,1,0,0,0,0,0,0,0,0,pin26
chr11+3013188,1,0,0,0,0,0,0,0,0,pin26
chr11+3014119,1,0,0,0,0,0,0,0,0,pin26
chr11+31370264,1,0,0,0,0,0,0,0,0,pin26
chr11+35281272,0,0,0,0,0,0,0,1,0,pin26
chr11+45658347,0,0,1,0,0,0,0,0,0,pin26
chr11+47565055,0,0,2,0,0,0,0,0,0,pin26
chr11+48009870,1,0,0,0,0,0,0,0,0,pin26
chr11+48010765,0,0,0,1,0,0,0,0,0,pin26
chr11+48014730,0,0,1,0,0,0,0,0,0,pin26
chr11+57411567,0,0,1,0,0,0,0,0,0,pin26
chr11+57793403,1,0,0,0,0,0,0,0,0,pin26
chr11+58505215,0,0,0,0,0,0,0,1,0,pin26
chr11+6403031,2,0,0,0,0,0,0,0,0,pin26
chr11+65383672,0,0,0,0,0,0,0,1,0,pin26
chr11+65416902,0,0,1,0,0,0,0,0,0,pin26
chr11+65498791,1,0,0,0,0,0,0,0,0,pin26
chr11+6645955,0,0,0,0,0,0,0,1,0,pin26
chr11+66855823,0,0,1,0,0,0,0,0,0,pin26
chr11+67276537,1,0,0,0,0,0,0,0,0,pin26
chr11+6746250,0,0,1,0,0,0,0,0,0,pin26
chr11+68840529,1,0,0,0,0,0,0,0,0,pin26
chr11+72670261,0,0,0,0,0,0,0,2,0,pin26
chr11+73143650,1,0,0,0,0,0,0,0,0,pin26
chr11+73786850,0,1,0,0,0,0,0,0,0,pin26
chr11+74018170,0,0,0,0,1,0,0,0,0,pin26
chr11+74306031,1,0,0,0,0,0,0,0,0,pin26
chr11+75428535,1,0,0,0,0,0,0,0,0,pin26
chr11+78186058,0,0,1,0,0,0,0,0,0,pin26
chr11+83004695,0,0,1,0,0,0,0,0,0,pin26
chr11+86222443,0,0,0,0,1,0,0,0,0,pin26
chr11+87020821,1,0,0,0,0,0,0,0,0,pin26
chr11+93662320,0,0,0,0,0,0,0,1,0,pin26
chr11+95923870,0,0,1,0,0,0,0,0,0,pin26
chr11+96138584,0,0,0,0,0,0,0,1,0,pin26
chr11+96139747,0,0,0,1,0,0,0,0,0,pin26
chr11+96181578,0,0,0,0,0,0,0,0,1,pin26
chr11+96216266,0,0,0,0,0,0,0,1,0,pin26
chr12-102205542,0,0,0,1,0,0,0,0,0,pin26
chr12-10245435,0,0,1,0,0,0,0,0,0,pin26
chr12-102475681,1,0,0,0,0,0,0,0,0,pin26
chr12-102476083,1,0,0,0,0,0,0,0,0,pin26
chr12-102477578,1,0,0,0,0,0,0,0,0,pin26
chr12-102523421,1,0,0,0,0,0,0,0,0,pin26
chr12-10298010,0,0,0,1,0,0,0,0,0,pin26
chr12-10389222,0,0,0,1,0,0,0,0,0,pin26
chr12-10397249,1,0,0,0,0,0,0,0,0,pin26
chr12-106301306,0,0,0,0,2,0,0,0,0,pin26
chr12-106955086,0,0,0,1,0,0,0,0,0,pin26
chr12-107710625,0,0,1,0,0,0,0,0,0,pin26
chr12-113261142,0,0,0,0,0,0,0,2,0,pin26
chr12-113862327,0,0,1,0,0,0,0,0,0,pin26
chr12-120015023,1,0,0,0,0,0,0,0,0,pin26
chr12-12012057,1,0,0,0,0,0,0,0,0,pin26
chr12-12015973,0,0,0,1,0,0,0,0,0,pin26
chr12-121637509,0,0,0,0,1,0,0,0,0,pin26
chr12-123077470,1,0,0,0,0,0,0,0,0,pin26
chr12-123108006,1,0,0,0,0,0,0,0,0,pin26
chr12-123357706,0,0,0,0,0,0,0,1,0,pin26
chr12-12460640,0,0,0,0,0,0,0,1,0,pin26
chr12-12482649,0,0,0,0,0,0,0,1,0,pin26
chr12-12697336,0,0,0,0,0,0,0,1,0,pin26
chr12-12718686,0,0,1,0,0,0,0,0,0,pin26
chr12-12721463,0,1,0,0,0,0,0,0,0,pin26
chr12-128918460,0,0,0,0,0,0,0,1,0,pin26
chr12-12963253,0,0,0,1,0,0,0,0,0,pin26
chr12-132489379,0,0,1,0,0,0,0,0,0,pin26
chr12-132909293,1,0,0,0,0,0,0,0,0,pin26
chr12-14366305,0,0,0,1,0,0,0,0,0,pin26
chr12-14366730,1,0,0,0,0,0,0,0,0,pin26
chr12-14367050,1,0,0,0,0,0,0,0,0,pin26
chr12-14962466,0,0,0,0,0,0,0,1,0,pin26
chr12-15571019,0,0,0,1,0,0,0,0,0,pin26
chr12-15577463,1,0,0,0,0,0,0,0,0,pin26
chr12-1667961,0,0,0,1,0,0,0,0,0,pin26
chr12-19433949,0,0,0,0,0,0,0,1,0,pin26
chr12-19441001,0,1,0,0,0,0,0,0,0,pin26
chr12-19678493,0,0,1,0,0,0,0,0,0,pin26
chr12-19739825,1,0,0,0,0,0,0,0,0,pin26
chr12-19831391,1,0,0,0,0,0,0,0,0,pin26
chr12-19886549,0,0,0,0,0,0,0,0,1,pin26
chr12-21436180,0,0,0,0,0,0,0,1,0,pin26
chr12-22538026,0,0,0,0,0,0,0,1,0,pin26
chr12-24751626,0,0,1,0,0,0,0,0,0,pin26
chr12-2530455,1,0,0,0,0,0,0,0,0,pin26
chr12-28552363,0,0,0,0,0,0,0,1,0,pin26
chr12-31079660,0,0,0,1,0,0,0,0,0,pin26
chr12-31895931,0,0,1,0,0,0,0,0,0,pin26
chr12-39621181,1,0,0,0,0,0,0,0,0,pin26
chr12-3977142,1,0,0,0,0,0,0,0,0,pin26
chr12-3988687,0,0,0,0,0,0,0,1,0,pin26
chr12-41521840,0,0,0,0,1,0,0,0,0,pin26
chr12-4160338,0,0,0,0,1,0,0,0,0,pin26
chr12-4268227,0,0,0,0,0,1,0,0,0,pin26
chr12-44827023,0,0,1,0,0,0,0,0,0,pin26
chr12-44828773,1,0,0,0,0,0,0,0,0,pin26
chr12-44829847,1,0,0,0,0,0,0,0,0,pin26
chr12-44847083,1,0,0,0,0,0,0,0,0,pin26
chr12-46221713,0,1,0,0,0,0,0,0,0,pin26
chr12-46372169,1,0,0,0,0,0,0,0,0,pin26
chr12-47274170,0,0,1,0,0,0,0,0,0,pin26
chr12-47355142,0,0,0,0,0,0,0,1,0,pin26
chr12-47814365,0,0,0,0,0,0,0,0,1,pin26
chr12-47884356,0,0,1,0,0,0,0,0,0,pin26
chr12-48540531,0,0,1,0,0,0,0,0,0,pin26
chr12-50184431,0,0,0,0,0,0,1,0,0,pin26
chr12-53218633,0,0,1,0,0,0,0,0,0,pin26
chr12-55883483,0,0,0,0,0,0,1,0,0,pin26
chr12-55928296,1,0,0,0,0,0,0,0,0,pin26
chr12-56333421,1,0,0,0,0,0,0,0,0,pin26
chr12-57479198,0,0,1,0,0,0,0,0,0,pin26
chr12-59747765,2,0,0,0,0,0,0,0,0,pin26
chr12-622626,1,0,0,0,0,0,0,0,0,pin26
chr12-64884008,1,0,0,0,0,0,0,0,0,pin26
chr12-6494646,0,0,0,0,0,0,0,2,0,pin26
chr12-65656265,1,0,0,0,0,0,0,0,0,pin26
chr12-6745006,0,0,0,2,0,0,0,0,0,pin26
chr12-68118840,0,0,0,0,0,0,0,0,1,pin26
chr12-68462834,1,0,0,0,0,0,0,0,0,pin26
chr12-69333479,0,0,1,0,0,0,0,0,0,pin26
chr12-75936500,1,0,0,0,0,0,0,0,0,pin26
chr12-7962940,0,0,0,0,0,0,0,1,0,pin26
chr12-91668489,1,0,0,0,0,0,0,0,0,pin26
chr12-92131833,0,0,0,1,0,0,0,0,0,pin26
chr12-92187473,0,0,1,0,0,0,0,0,0,pin26
chr12-92461199,0,0,0,0,0,0,0,1,0,pin26
chr12-92541789,1,0,0,0,0,0,0,0,0,pin26
chr12-92556657,0,0,2,0,0,0,0,0,0,pin26
chr12-9289485,0,0,0,1,0,0,0,0,0,pin26
chr12-94380766,0,0,0,1,0,0,0,0,0,pin26
chr12-9654351,0,1,0,0,0,0,0,0,0,pin26
chr12-9664015,0,0,0,1,0,0,0,0,0,pin26
chr12-9670200,0,0,0,0,0,1,0,0,0,pin26
chr12-9737249,1,0,0,0,0,0,0,0,0,pin26
chr12-97873460,1,0,0,0,0,0,0,0,0,pin26
chr12-9869909,0,0,0,0,0,0,0,1,0,pin26
chr12+102407811,0,0,1,0,0,0,0,0,0,pin26
chr12+102409220,1,0,0,0,0,0,0,0,0,pin26
chr12+102422210,0,0,0,0,0,0,0,0,1,pin26
chr12+102478760,0,0,0,1,0,0,0,0,0,pin26
chr12+102482167,0,0,0,0,0,0,0,0,1,pin26
chr12+103928193,0,0,0,0,0,0,0,1,0,pin26
chr12+104459589,0,0,0,1,0,0,0,0,0,pin26
chr12+108839014,0,0,0,1,0,0,0,0,0,pin26
chr12+109967884,1,0,0,0,0,0,0,0,0,pin26
chr12+110578299,0,0,0,0,0,0,0,1,0,pin26
chr12+116133819,0,0,1,0,0,0,0,0,0,pin26
chr12+11650851,0,0,1,0,0,0,0,0,0,pin26
chr12+11651633,1,0,0,0,0,0,0,0,0,pin26
chr12+117133759,1,0,0,0,0,0,0,0,0,pin26
chr12+118373721,0,0,0,0,0,0,0,1,0,pin26
chr12+120785130,0,0,1,0,0,0,0,0,0,pin26
chr12+123077632,1,0,0,0,0,0,0,0,0,pin26
chr12+12457711,0,0,1,0,0,0,0,0,0,pin26
chr12+12465973,1,0,0,0,0,0,0,0,0,pin26
chr12+12479240,0,0,1,0,0,0,0,0,0,pin26
chr12+124916757,0,0,0,0,0,0,0,0,1,pin26
chr12+12508907,1,0,0,0,0,0,0,0,0,pin26
chr12+12677141,0,0,0,1,0,0,0,0,0,pin26
chr12+12808203,0,0,0,0,0,0,0,1,0,pin26
chr12+128915502,0,0,1,0,0,0,0,0,0,pin26
chr12+128915729,1,0,0,0,0,0,0,0,0,pin26
chr12+132444684,0,0,1,0,0,0,0,0,0,pin26
chr12+14910609,1,0,0,0,0,0,0,0,0,pin26
chr12+14949204,0,0,0,0,0,0,0,0,1,pin26
chr12+15572329,0,0,0,0,0,2,0,0,0,pin26
chr12+19675166,0,0,1,0,0,0,0,0,0,pin26
chr12+2477076,1,0,0,0,0,0,0,0,0,pin26
chr12+24837403,0,0,1,0,0,0,0,0,0,pin26
chr12+25064695,0,0,0,0,0,0,0,1,0,pin26
chr12+25224383,1,0,0,0,0,0,0,0,0,pin26
chr12+25499297,1,0,0,0,0,0,0,0,0,pin26
chr12+26471926,1,0,0,0,0,0,0,0,0,pin26
chr12+26751135,0,0,0,1,0,0,0,0,0,pin26
chr12+27013745,2,0,0,0,0,0,0,0,0,pin26
chr12+27457701,0,0,0,0,0,0,0,1,0,pin26
chr12+29429003,0,0,0,0,0,0,0,0,1,pin26
chr12+31322177,0,0,0,0,0,0,0,1,0,pin26
chr12+31962634,1,0,0,0,0,0,0,0,0,pin26
chr12+31990839,1,0,0,0,0,0,0,0,0,pin26
chr12+33590211,1,0,0,0,0,0,0,0,0,pin26
chr12+3752066,0,0,1,0,0,0,0,0,0,pin26
chr12+3906679,1,0,0,0,0,0,0,0,0,pin26
chr12+39624070,0,0,0,0,0,0,0,1,0,pin26
chr12+39626306,1,0,0,0,0,0,0,0,0,pin26
chr12+39629386,0,0,0,0,0,0,1,0,0,pin26
chr12+4152115,0,0,0,0,1,0,0,0,0,pin26
chr12+4161107,0,0,0,0,1,0,0,0,0,pin26
chr12+46217111,0,0,1,0,0,0,0,0,0,pin26
chr12+47213580,0,0,1,0,0,0,0,0,0,pin26
chr12+47356859,0,0,1,0,0,0,0,0,0,pin26
chr12+47832133,0,0,1,0,0,0,0,0,0,pin26
chr12+51025295,1,0,0,0,0,0,0,0,0,pin26
chr12+54987274,1,0,0,0,0,0,0,0,0,pin26
chr12+55729674,0,0,0,0,0,0,0,1,0,pin26
chr12+56031539,1,0,0,0,0,0,0,0,0,pin26
chr12+56222645,2,0,0,0,0,0,0,0,0,pin26
chr12+57085393,1,0,0,0,0,0,0,0,0,pin26
chr12+6140497,1,0,0,0,0,0,0,0,0,pin26
chr12+6431606,1,0,0,0,0,0,0,0,0,pin26
chr12+6444581,0,0,1,0,0,0,0,0,0,pin26
chr12+64605055,0,1,0,0,0,0,0,0,0,pin26
chr12+67634375,0,0,1,0,0,0,0,0,0,pin26
chr12+68122117,0,0,1,0,0,0,0,0,0,pin26
chr12+68374701,0,0,1,0,0,0,0,0,0,pin26
chr12+68959106,1,0,0,0,0,0,0,0,0,pin26
chr12+69059383,1,0,0,0,0,0,0,0,0,pin26
chr12+71664804,1,0,0,0,0,0,0,0,0,pin26
chr12+74538885,1,0,0,0,0,0,0,0,0,pin26
chr12+750368,0,0,0,0,0,1,0,0,0,pin26
chr12+76783062,1,0,0,0,0,0,0,0,0,pin26
chr12+7843702,1,0,0,0,0,0,0,0,0,pin26
chr12+78543115,0,0,0,0,1,0,0,0,0,pin26
chr12+795159,0,0,0,1,0,0,0,0,0,pin26
chr12+7959459,1,0,0,0,0,0,0,0,0,pin26
chr12+7972388,1,0,0,0,0,0,0,0,0,pin26
chr12+7989973,0,0,0,0,0,0,0,1,0,pin26
chr12+88298650,1,0,0,0,0,0,0,0,0,pin26
chr12+89211407,1,0,0,0,0,0,0,0,0,pin26
chr12+89469099,2,0,0,0,0,0,0,0,0,pin26
chr12+91685625,1,0,0,0,0,0,0,0,0,pin26
chr12+91877803,1,0,0,0,0,0,0,0,0,pin26
chr12+92277164,2,0,0,0,0,0,0,0,0,pin26
chr12+92541088,0,0,1,0,0,0,0,0,0,pin26
chr12+94206308,0,0,0,0,0,0,0,0,1,pin26
chr12+9442434,0,0,0,1,0,0,0,0,0,pin26
chr12+96446338,0,0,0,0,0,0,1,0,0,pin26
chr12+96500283,0,0,1,0,0,0,0,0,0,pin26
chr12+9673235,0,0,0,0,0,0,0,1,0,pin26
chr12+96907506,0,0,0,0,0,0,0,1,0,pin26
chr13-100588205,0,0,1,0,0,0,0,0,0,pin26
chr13-106357596,1,0,0,0,0,0,0,0,0,pin26
chr13-107769990,0,0,1,0,0,0,0,0,0,pin26
chr13-111154661,1,0,0,0,0,0,0,0,0,pin26
chr13-114132157,1,0,0,0,0,0,0,0,0,pin26
chr13-19864356,0,0,0,1,0,0,0,0,0,pin26
chr13-20219251,0,0,0,0,0,0,0,1,0,pin26
chr13-21075291,1,0,0,0,0,0,0,0,0,pin26
chr13-22074237,0,0,1,0,0,0,0,0,0,pin26
chr13-24252102,1,0,0,0,0,0,0,0,0,pin26
chr13-24271292,0,0,1,0,0,0,0,0,0,pin26
chr13-24923626,1,0,0,0,0,0,0,0,0,pin26
chr13-30441317,0,0,1,0,0,0,0,0,0,pin26
chr13-36999532,1,0,0,0,0,0,0,0,0,pin26
chr13-38889036,1,0,0,0,0,0,0,0,0,pin26
chr13-39383481,0,0,0,0,1,0,0,0,0,pin26
chr13-40486218,0,0,1,0,0,0,0,0,0,pin26
chr13-40747666,0,0,0,0,0,0,1,0,0,pin26
chr13-40785819,0,0,0,1,0,0,0,0,0,pin26
chr13-41466008,0,0,1,0,0,0,0,0,0,pin26
chr13-42280269,1,0,0,0,0,0,0,0,0,pin26
chr13-42368096,0,0,0,0,1,0,0,0,0,pin26
chr13-42396825,0,0,0,1,0,0,0,0,0,pin26
chr13-42397356,0,0,0,1,0,0,0,0,0,pin26
chr13-48652751,0,0,0,0,1,0,0,0,0,pin26
chr13-49443501,0,0,0,0,0,0,0,1,0,pin26
chr13-49443744,1,0,0,0,0,0,0,0,0,pin26
chr13-52194676,0,0,1,0,0,0,0,0,0,pin26
chr13-75537054,1,0,0,0,0,0,0,0,0,pin26
chr13-76397978,1,0,0,0,0,0,0,0,0,pin26
chr13-77928680,1,0,0,0,0,0,0,0,0,pin26
chr13-79455760,0,0,1,0,0,0,0,0,0,pin26
chr13-88918589,1,0,0,0,0,0,0,0,0,pin26
chr13-91346090,0,0,0,1,0,0,0,0,0,pin26
chr13-91368389,1,0,0,0,0,0,0,0,0,pin26
chr13-95043476,0,0,0,0,0,0,0,1,0,pin26
chr13-97222893,1,0,0,0,0,0,0,0,0,pin26
chr13-97257580,0,0,0,0,0,0,0,1,0,pin26
chr13-99325923,0,0,0,0,0,0,0,1,0,pin26
chr13+100393303,0,0,0,1,0,0,0,0,0,pin26
chr13+108219318,0,0,1,0,0,0,0,0,0,pin26
chr13+114280063,1,0,0,0,0,0,0,0,0,pin26
chr13+114316664,1,0,0,0,0,0,0,0,0,pin26
chr13+20462838,1,0,0,0,0,0,0,0,0,pin26
chr13+22082117,1,0,0,0,0,0,0,0,0,pin26
chr13+22113447,0,0,0,0,0,0,0,1,0,pin26
chr13+23964546,1,0,0,0,0,0,0,0,0,pin26
chr13+24912133,1,0,0,0,0,0,0,0,0,pin26
chr13+25753816,0,0,0,0,0,1,0,0,0,pin26
chr13+27098703,0,0,0,0,0,0,0,1,0,pin26
chr13+29594307,2,0,0,0,0,0,0,0,0,pin26
chr13+29954354,0,0,0,0,0,0,0,1,0,pin26
chr13+30306600,0,0,1,0,0,0,0,0,0,pin26
chr13+30517618,0,0,0,0,0,0,1,0,0,pin26
chr13+33994340,0,0,0,0,0,0,1,0,0,pin26
chr13+38348843,1,0,0,0,0,0,0,0,0,pin26
chr13+38889167,0,0,0,0,0,0,0,1,0,pin26
chr13+40024706,0,0,1,0,0,0,0,0,0,pin26
chr13+40027332,0,0,1,0,0,0,0,0,0,pin26
chr13+40371091,0,0,0,0,0,1,0,0,0,pin26
chr13+40378514,0,0,1,0,0,0,0,0,0,pin26
chr13+41217921,0,0,0,0,0,0,0,1,0,pin26
chr13+42273973,1,0,0,0,0,0,0,0,0,pin26
chr13+42393557,0,0,0,1,0,0,0,0,0,pin26
chr13+42396550,1,0,0,0,0,0,0,0,0,pin26
chr13+45119683,0,0,0,1,0,0,0,0,0,pin26
chr13+46340139,0,0,0,0,0,0,0,1,0,pin26
chr13+50189728,1,0,0,0,0,0,0,0,0,pin26
chr13+50893954,0,1,0,0,0,0,0,0,0,pin26
chr13+51452908,0,0,0,0,0,0,0,1,0,pin26
chr13+51740108,0,0,0,1,0,0,0,0,0,pin26
