seqnames,start,end,width,strand,dataSource,GTSP,patient,reads,refGenome,sampleName,timePoint,timePointDays,timePointMonths,posid,inFeature,nearestFeature,nearestFeatureStrand,inFeatureExon,inFeatureSameOrt,nearestFeatureDist,nearestOncoFeature,nearestOncoFeatureDist,nearestOncoFeatureStrand,nearestlymphomaFeature,nearestlymphomaFeatureDist,nearestlymphomaFeatureStrand,cellType
chr4,142406009,142406091,83,-,Illumina,GTSP3466,pin26,391,hg38,GTSP3466-5,D0,0,0,chr4-142406091,TRUE,INPP4B,-,FALSE,TRUE,-0,USP38,-778824,+,RAP1GDS1,43962229,+,PBMC
chr7,142497634,142498223,590,-,Illumina,GTSP3466,pin26,1,hg38,GTSP3466-5,D0,0,0,chr7-142498223,FALSE,MTRNR2L6,+,FALSE,FALSE,-168074,EPHB6,-356789,+,None.found,Inf,None.found,PBMC
chr4,142818526,142818776,251,-,Illumina,GTSP3466,pin26,11,hg38,GTSP3466-5,D0,0,0,chr4-142818776,TRUE,INPP4B,-,FALSE,TRUE,0,USP38,-366139,+,RAP1GDS1,44374914,+,PBMC
chr2,143128152,143128215,64,-,Illumina,GTSP3466,pin26,3,hg38,GTSP3466-5,D0,0,0,chr2-143128215,FALSE,ARHGAP15,+,FALSE,FALSE,-1113,ZEB2,1256158,-,BCL11A,-82574716,-,PBMC
chr5,143407604,143407993,390,+,Illumina,GTSP3466,pin26,184,hg38,GTSP3466-5,D0,0,0,chr5+143407604,TRUE,NR3C1,-,FALSE,FALSE,0,ARHGAP26,178592,+,TLX3,-27901678,+,PBMC
chr8,143979107,143979366,260,+,Illumina,GTSP3466,pin26,1109,hg38,GTSP3466-5,D0,0,0,chr8+143979107,TRUE,PARP10,-,FALSE,FALSE,-0,BOP1,282937,-,MYC,16236155,+,PBMC
chr8,143979116,143979366,251,+,Illumina,GTSP3466,pin26,1,hg38,GTSP3466-5,D0,0,0,chr8+143979116,TRUE,PARP10,-,FALSE,FALSE,-0,BOP1,282928,-,MYC,16236164,+,PBMC
chr1,149864224,149864348,125,-,Illumina,GTSP3466,pin26,1,hg38,GTSP3466-5,D0,0,0,chr1-149864348,FALSE,HIST2H4B,-,FALSE,TRUE,-3188,APH1A,401049,-,PBX1,-14695010,+,PBMC
chr3,151200309,151200709,401,+,Illumina,GTSP3466,pin26,23,hg38,GTSP3466-5,D0,0,0,chr3+151200309,TRUE,"MED12L,GPR171","+,-",FALSE,FALSE,-0,P2RY14,11806,-,None.found,Inf,None.found,PBMC
chr4,152679700,152679812,113,-,Illumina,GTSP3466,pin26,24,hg38,GTSP3466-5,D0,0,0,chr4-152679812,TRUE,TMEM154,-,FALSE,TRUE,0,FBXW7,-143716,-,RAP1GDS1,54235950,+,PBMC
chrX,154737829,154738291,463,-,Illumina,GTSP3466,pin26,1,hg38,GTSP3466-5,D0,0,0,chrX-154738291,TRUE,GAB3,-,FALSE,TRUE,0,DKC1,-24449,+,MTCP1,325741,-,PBMC
chr1,156152790,156153011,222,-,Illumina,GTSP3466,pin26,1,hg38,GTSP3466-5,D0,0,0,chr1-156153011,TRUE,SEMA4A,+,FALSE,FALSE,0,ARHGEF2,-173450,-,PBX1,-8406347,+,PBMC
chr1,156152790,156153023,234,-,Illumina,GTSP3466,pin26,723,hg38,GTSP3466-5,D0,0,0,chr1-156153023,TRUE,SEMA4A,+,FALSE,FALSE,0,ARHGEF2,-173462,-,PBX1,-8406335,+,PBMC
chr2,157465216,157465372,157,+,Illumina,GTSP3466,pin26,2,hg38,GTSP3466-5,D0,0,0,chr2+157465216,FALSE,CYTIP,-,FALSE,FALSE,-21123,GALNT5,146724,+,BCL11A,-96911717,-,PBMC
chr7,157568601,157568956,356,+,Illumina,GTSP3466,pin26,6,hg38,GTSP3466-5,D0,0,0,chr7+157568601,TRUE,PTPRN2,-,FALSE,FALSE,-0,MNX1,-557947,-,None.found,Inf,None.found,PBMC
chr3,158809012,158809084,73,-,Illumina,GTSP3466,pin26,2,hg38,GTSP3466-5,D0,0,0,chr3-158809084,TRUE,MFSD1,+,FALSE,FALSE,0,RARRES1,-76597,-,None.found,Inf,None.found,PBMC
chr1,160522797,160522919,123,-,Illumina,GTSP3466,pin26,233,hg38,GTSP3466-5,D0,0,0,chr1-160522919,TRUE,SLAMF6,-,FALSE,TRUE,0,SLAMF6,0,-,PBX1,-4036439,+,PBMC
chr3,160667245,160667579,335,+,Illumina,GTSP3466,pin26,5,hg38,GTSP3466-5,D0,0,0,chr3+160667245,FALSE,ARL14,+,FALSE,TRUE,-9913,RARRES1,-1934758,-,None.found,Inf,None.found,PBMC
chr4,163166694,163167112,419,+,Illumina,GTSP3466,pin26,156,hg38,GTSP3466-5,D0,0,0,chr4+163166694,TRUE,NAF1,-,TRUE,FALSE,0,NPY1R,157269,-,RAP1GDS1,64722832,+,PBMC
chr6,166957630,166958086,457,+,Illumina,GTSP3466,pin26,11,hg38,GTSP3466-5,D0,0,0,chr6+166957630,FALSE,RNASET2,-,FALSE,FALSE,-1040,RNASET2,-1040,-,NKAIN2,42131989,+,PBMC
chr6,167030999,167031758,760,-,Illumina,GTSP3466,pin26,40,hg38,GTSP3466-5,D0,0,0,chr6-167031758,TRUE,FGFR1OP,+,FALSE,FALSE,-0,FGFR1OP,-0,+,NKAIN2,42206117,+,PBMC
chr1,167600894,167601160,267,-,Illumina,GTSP3466,pin26,515,hg38,GTSP3466-5,D0,0,0,chr1-167601160,FALSE,RCSD1,+,FALSE,FALSE,-29031,GPR161,478380,-,PBX1,2715112,+,PBMC
chr6,169187193,169187366,174,-,Illumina,GTSP3466,pin26,739,hg38,GTSP3466-5,D0,0,0,chr6-169187366,FALSE,LINC02544,-,FALSE,TRUE,-4625,THBS2,28412,-,NKAIN2,44361725,+,PBMC
chr2,171043160,171043248,89,+,Illumina,GTSP3466,pin26,59,hg38,GTSP3466-5,D0,0,0,chr2+171043160,TRUE,TLK1,-,FALSE,FALSE,-0,LRP2,-1680547,-,BCL11A,-110489661,-,PBMC
chr5,177479059,177479244,186,+,Illumina,GTSP3466,pin26,2,hg38,GTSP3466-5,D0,0,0,chr5+177479059,FALSE,PDLIM7,-,FALSE,FALSE,4333,DBN1,-5365,-,TLX3,6166924,+,PBMC
chr1,182630225,182630464,240,-,Illumina,GTSP3466,pin26,213,hg38,GTSP3466-5,D0,0,0,chr1-182630464,FALSE,RGS8,-,FALSE,TRUE,11348,DHX9,-208838,+,PBX1,17744416,+,PBMC
chr3,184424460,184424508,49,+,Illumina,GTSP3466,pin26,1,hg38,GTSP3466-5,D0,0,0,chr3+184424460,TRUE,LINC02054,+,FALSE,TRUE,-0,THPO,-44771,-,None.found,Inf,None.found,PBMC
chr4,185394852,185394985,134,-,Illumina,GTSP3466,pin26,3,hg38,GTSP3466-5,D0,0,0,chr4-185394985,FALSE,ANKRD37,+,FALSE,FALSE,-1699,SORBS2,190457,-,RAP1GDS1,86951123,+,PBMC
chr3,187802952,187803263,312,+,Illumina,GTSP3466,pin26,6,hg38,GTSP3466-5,D0,0,0,chr3+187802952,FALSE,BCL6,-,FALSE,FALSE,-57226,BCL6,-57226,-,None.found,Inf,None.found,PBMC
chr2,190695040,190695228,189,+,Illumina,GTSP3466,pin26,1,hg38,GTSP3466-5,D0,0,0,chr2+190695040,FALSE,NAB1,+,FALSE,TRUE,2273,PMS1,817410,+,BCL11A,-130141541,-,PBMC
chr3,195690819,195691587,769,+,Illumina,GTSP3466,pin26,1,hg38,GTSP3466-5,D0,0,0,chr3+195690819,TRUE,MIR570HG,+,FALSE,TRUE,0,MUC4,55944,-,None.found,Inf,None.found,PBMC
chr3,196193380,196193495,116,-,Illumina,GTSP3466,pin26,84,hg38,GTSP3466-5,D0,0,0,chr3-196193495,FALSE,ZDHHC19,-,FALSE,TRUE,3955,TFRC,-111333,-,None.found,Inf,None.found,PBMC
chr2,196986736,196987242,507,+,Illumina,GTSP3466,pin26,191,hg38,GTSP3466-5,D0,0,0,chr2+196986736,TRUE,ANKRD44,-,TRUE,FALSE,-0,ANKRD44,-0,-,BCL11A,-136433237,-,PBMC
chr1,198536499,198536635,137,-,Illumina,GTSP3466,pin26,372,hg38,GTSP3466-5,D0,0,0,chr1-198536635,TRUE,ATP6V1G3,-,FALSE,TRUE,0,ASPM,-1389940,-,PBX1,33650587,+,PBMC
chr2,200943650,200943827,178,-,Illumina,GTSP3466,pin26,1913,hg38,GTSP3466-5,D0,0,0,chr2-200943827,TRUE,ORC2,-,FALSE,TRUE,0,CFLAR,-172275,+,BCL11A,-140390328,-,PBMC
chr1,202165208,202165412,205,+,Illumina,GTSP3466,pin26,118,hg38,GTSP3466-5,D0,0,0,chr1+202165208,FALSE,PTPRVP,+,FALSE,TRUE,-2841,PTPN7,-3619,-,PBX1,37279160,+,PBMC
chr2,223956362,223956656,295,+,Illumina,GTSP3466,pin26,798,hg38,GTSP3466-5,D0,0,0,chr2+223956362,FALSE,MRPL44,+,FALSE,TRUE,-1040,ACSL3,1011710,+,BCL11A,-163402863,-,PBMC
chr1,224169360,224169799,440,-,Illumina,GTSP3466,pin26,466,hg38,GTSP3466-5,D0,0,0,chr1-224169799,FALSE,FBXO28,+,FALSE,FALSE,7751,TP53BP2,-323826,-,PBX1,59283751,+,PBMC
chr1,228804063,228804299,237,+,Illumina,GTSP3466,pin26,2,hg38,GTSP3466-5,D0,0,0,chr1+228804063,FALSE,RHOU,+,FALSE,TRUE,57393,OBSCN,425188,+,PBX1,63918015,+,PBMC
chr2,230657712,230658177,466,+,Illumina,GTSP3466,pin26,27,hg38,GTSP3466-5,D0,0,0,chr2+230657712,FALSE,LINC01907,-,FALSE,FALSE,33207,SP140,344496,+,BCL11A,-170104213,-,PBMC
chr1,232036494,232037147,654,+,Illumina,GTSP3466,pin26,114,hg38,GTSP3466-5,D0,0,0,chr1+232036494,TRUE,"TSNAX-DISC1,DISC1","+,+",FALSE,TRUE,0,EGLN1,-611449,-,PBX1,67150446,+,PBMC
chr1,234611408,234611765,358,-,Illumina,GTSP3466,pin26,111,hg38,GTSP3466-5,D0,0,0,chr1-234611765,FALSE,IRF2BP2,-,FALSE,TRUE,-2239,IRF2BP2,-2239,-,PBX1,69725717,+,PBMC
chr1,235013533,235013735,203,-,Illumina,GTSP3466,pin26,1,hg38,GTSP3466-5,D0,0,0,chr1-235013735,FALSE,LOC101927851,-,FALSE,TRUE,-49735,RBM34,117446,-,PBX1,70127687,+,PBMC
chr9,237332,237603,272,+,Illumina,GTSP3466,pin26,1387,hg38,GTSP3466-6,D0,0,0,chr9+237332,TRUE,DOCK8,+,FALSE,TRUE,0,JAK2,-4747752,+,JAK2,-4747752,+,PBMC
chr5,374499,374786,288,-,Illumina,GTSP3466,pin26,543,hg38,GTSP3466-6,D0,0,0,chr5-374786,TRUE,AHRR,+,FALSE,FALSE,-0,PDCD6,59811,+,TLX3,-170934496,+,PBMC
chr5,459346,459500,155,+,Illumina,GTSP3466,pin26,3,hg38,GTSP3466-6,D0,0,0,chr5+459346,TRUE,EXOC3,+,FALSE,TRUE,-0,PDCD6,144371,+,TLX3,-170849936,+,PBMC
chr4,1201465,1201664,200,-,Illumina,GTSP3466,pin26,7,hg38,GTSP3466-6,D0,0,0,chr4-1201664,TRUE,"SPON2,LOC100130872","-,-",FALSE,TRUE,0,GAK,-269273,-,RAP1GDS1,-97059710,+,PBMC
chr4,1201469,1201664,196,-,Illumina,GTSP3466,pin26,1202,hg38,GTSP3466-6,D0,0,0,chr4-1201664,TRUE,"SPON2,LOC100130872","-,-",FALSE,TRUE,0,GAK,-269273,-,RAP1GDS1,-97059710,+,PBMC
chr20,1394132,1394224,93,+,Illumina,GTSP3466,pin26,10,hg38,GTSP3466-6,D0,0,0,chr20+1394132,FALSE,"FKBP1A-SDCBP2,FKBP1A","-,-",FALSE,FALSE,-959,CSNK2A1,-850293,-,None.found,Inf,None.found,PBMC
chr11,1725935,1726256,322,-,Illumina,GTSP3466,pin26,191,hg38,GTSP3466-6,D0,0,0,chr11-1726256,FALSE,IFITM10,-,FALSE,TRUE,6152,IGF2,402854,-,NUP98,1948752,-,PBMC
chr16,1960003,1960414,412,-,Illumina,GTSP3466,pin26,14,hg38,GTSP3466-6,D0,0,0,chr16-1960414,TRUE,NDUFB10,+,FALSE,FALSE,0,TSC2,-87479,+,None.found,Inf,None.found,PBMC
chr17,2051980,2052185,206,+,Illumina,GTSP3466,pin26,318,hg38,GTSP3466-6,D0,0,0,chr17+2051980,FALSE,MIR212,-,FALSE,FALSE,-1599,HIC1,-3117,+,None.found,Inf,None.found,PBMC
chr19,2053274,2053890,617,+,Illumina,GTSP3466,pin26,128,hg38,GTSP3466-6,D0,0,0,chr19+2053274,FALSE,MKNK2,-,FALSE,FALSE,-2029,SCAMP4,127256,+,TCF3,-400944,-,PBMC
chr11,2078243,2078539,297,-,Illumina,GTSP3466,pin26,1,hg38,GTSP3466-6,D0,0,0,chr11-2078539,FALSE,"IGF2,INS-IGF2","-,-",FALSE,TRUE,50571,IGF2,50571,-,NUP98,1596469,-,PBMC
chr8,2220103,2220148,46,-,Illumina,GTSP3466,pin26,1061,hg38,GTSP3466-6,D0,0,0,chr8-2220148,FALSE,MYOM2,+,FALSE,FALSE,74691,ERICH1,-1488908,-,MYC,-125515284,+,PBMC
chr12,2477076,2477485,410,+,Illumina,GTSP3466,pin26,17,hg38,GTSP3466-6,D0,0,0,chr12+2477076,TRUE,CACNA1C,+,FALSE,TRUE,-0,FOXM1,380603,-,CCND2,-1796658,+,PBMC
chr7,2511159,2511426,268,-,Illumina,GTSP3466,pin26,1,hg38,GTSP3466-6,D0,0,0,chr7-2511426,FALSE,LFNG,+,FALSE,FALSE,-1101,LFNG,-1101,+,None.found,Inf,None.found,PBMC
chr12,2530253,2530455,203,-,Illumina,GTSP3466,pin26,7,hg38,GTSP3466-6,D0,0,0,chr12-2530455,TRUE,CACNA1C,+,FALSE,FALSE,-0,FOXM1,327224,-,CCND2,-1743279,+,PBMC
chr20,2984551,2984902,352,-,Illumina,GTSP3466,pin26,12,hg38,GTSP3466-6,D0,0,0,chr20-2984902,TRUE,PTPRA,+,FALSE,FALSE,-0,CDC25B,-801868,+,None.found,Inf,None.found,PBMC
chr16,3060001,3060337,337,+,Illumina,GTSP3466,pin26,3,hg38,GTSP3466-6,D0,0,0,chr16+3060001,TRUE,MMP25,+,TRUE,TRUE,-0,TRAP1,598034,-,None.found,Inf,None.found,PBMC
chr19,3131934,3132279,346,+,Illumina,GTSP3466,pin26,6,hg38,GTSP3466-6,D0,0,0,chr19+3131934,FALSE,GNA15,+,FALSE,TRUE,-4096,GNA11,7931,+,TCF3,-1479604,-,PBMC
chr16,3150134,3150490,357,+,Illumina,GTSP3466,pin26,85,hg38,GTSP3466-6,D0,0,0,chr16+3150134,FALSE,CASP16P,+,FALSE,TRUE,187,TRAP1,507901,-,None.found,Inf,None.found,PBMC
chr17,3845809,3845843,35,+,Illumina,GTSP3466,pin26,22,hg38,GTSP3466-6,D0,0,0,chr17+3845809,TRUE,NCBP3,-,FALSE,FALSE,0,TRPV1,-236397,-,None.found,Inf,None.found,PBMC
chr12,3906679,3906727,49,+,Illumina,GTSP3466,pin26,1,hg38,GTSP3466-6,D0,0,0,chr12+3906679,FALSE,PARP11,-,FALSE,FALSE,-33230,CCND2-AS1,342086,-,CCND2,-367055,+,PBMC
chr4,4251446,4251656,211,+,Illumina,GTSP3466,pin26,7,hg38,GTSP3466-6,D0,0,0,chr4+4251446,FALSE,TMEM128,-,FALSE,FALSE,-3203,SH3BP2,1410349,+,RAP1GDS1,-94009928,+,PBMC
chr9,4306221,4306547,327,-,Illumina,GTSP3466,pin26,13,hg38,GTSP3466-6,D0,0,0,chr9-4306547,FALSE,GLIS3,-,FALSE,TRUE,-6511,JAK2,-678537,+,JAK2,-678537,+,PBMC
chr6,4593498,4593679,182,+,Illumina,GTSP3466,pin26,1038,hg38,GTSP3466-6,D0,0,0,chr6+4593498,FALSE,KU-MEL-3,+,FALSE,TRUE,-17065,PRPF4B,528514,+,BRD2,-28375160,+,PBMC
chr3,4833636,4834292,657,+,Illumina,GTSP3466,pin26,87,hg38,GTSP3466-6,D0,0,0,chr3+4833636,TRUE,ITPR1,+,FALSE,TRUE,-0,CNTN4,1775674,+,None.found,Inf,None.found,PBMC
chr20,4972882,4973116,235,+,Illumina,GTSP3466,pin26,414,hg38,GTSP3466-6,D0,0,0,chr20+4972882,TRUE,SLC23A2,-,FALSE,FALSE,0,PCNA,142069,-,None.found,Inf,None.found,PBMC
chr10,5845964,5846808,845,-,Illumina,GTSP3466,pin26,14,hg38,GTSP3466-6,D0,0,0,chr10-5846808,FALSE,ANKRD16,-,FALSE,TRUE,14916,IL2RA,163884,-,KLF6,-2061526,-,PBMC
chr21,6371899,6372227,329,+,Illumina,GTSP3466,pin26,1,hg38,GTSP3466-6,D0,0,0,chr21+6371899,FALSE,CBSL,-,FALSE,FALSE,72968,NRIP1,8589334,-,OLIG2,-26654007,+,PBMC
chr10,6599442,6599951,510,-,Illumina,GTSP3466,pin26,18,hg38,GTSP3466-6,D0,0,0,chr10-6599951,FALSE,PRKCQ-AS1,+,FALSE,FALSE,14589,IL2RA,-537580,-,KLF6,-2814669,-,PBMC
chr10,7033171,7033440,270,-,Illumina,GTSP3466,pin26,158,hg38,GTSP3466-6,D0,0,0,chr10-7033440,FALSE,SFMBT2,-,FALSE,TRUE,125182,SFMBT2,125182,-,KLF6,-3248158,-,PBMC
chr4,7813242,7813303,62,+,Illumina,GTSP3466,pin26,1160,hg38,GTSP3466-6,D0,0,0,chr4+7813242,TRUE,AFAP1,-,FALSE,FALSE,-0,S100P,1116071,+,RAP1GDS1,-90448132,+,PBMC
chr12,7959459,7960070,612,+,Illumina,GTSP3466,pin26,10,hg38,GTSP3466-6,D0,0,0,chr12+7959459,FALSE,SLC2A3,-,FALSE,FALSE,-23162,C3AR1,97383,-,CCND2,3654102,+,PBMC
chr9,7974854,7975148,295,+,Illumina,GTSP3466,pin26,699,hg38,GTSP3466-6,D0,0,0,chr9+7974854,FALSE,DMAC1,-,FALSE,FALSE,-175047,PTPRD,339390,-,JAK2,2846670,+,PBMC
chr8,8283101,8283344,244,-,Illumina,GTSP3466,pin26,20,hg38,GTSP3466-6,D0,0,0,chr8-8283344,FALSE,PRAG1,-,FALSE,TRUE,34390,MFHAS1,501143,-,MYC,-119452088,+,PBMC
chr2,8453971,8454123,153,+,Illumina,GTSP3466,pin26,3,hg38,GTSP3466-6,D0,0,0,chr2+8453971,FALSE,LINC01814,-,FALSE,FALSE,105860,ID2,-228010,+,BCL11A,51997194,-,PBMC
chr18,9089336,9089740,405,-,Illumina,GTSP3466,pin26,353,hg38,GTSP3466-6,D0,0,0,chr18-9089740,FALSE,NDUFV2,+,FALSE,FALSE,-12888,MPPE1,2793729,-,BCL2,54033604,-,PBMC
chr18,9239256,9239664,409,-,Illumina,GTSP3466,pin26,11,hg38,GTSP3466-6,D0,0,0,chr18-9239664,TRUE,ANKRD12,+,FALSE,FALSE,-0,MPPE1,2643805,-,BCL2,53883680,-,PBMC
chr1,9716020,9716174,155,+,Illumina,GTSP3466,pin26,7,hg38,GTSP3466-6,D0,0,0,chr1+9716020,TRUE,PIK3CD,+,TRUE,TRUE,-0,PIK3CD,-0,+,LCK,-22535217,+,PBMC
chr12,9737057,9737249,193,-,Illumina,GTSP3466,pin26,8,hg38,GTSP3466-6,D0,0,0,chr12-9737249,FALSE,CLECL1,-,FALSE,TRUE,-3949,CD69,15235,-,ETV6,-1912603,+,PBMC
chr3,9778831,9779321,491,-,Illumina,GTSP3466,pin26,396,hg38,GTSP3466-6,D0,0,0,chr3-9779321,FALSE,TADA3,-,FALSE,TRUE,641,TTLL3,-30637,+,None.found,Inf,None.found,PBMC
chrX,10107449,10107932,484,+,Illumina,GTSP3466,pin26,276,hg38,GTSP3466-6,D0,0,0,chrX+10107449,TRUE,WWC3,+,FALSE,TRUE,-0,MID1,337859,-,MTCP1,144956583,-,PBMC
chr20,10454092,10454308,217,+,Illumina,GTSP3466,pin26,492,hg38,GTSP3466-6,D0,0,0,chr20+10454092,TRUE,SLX4IP,+,FALSE,TRUE,0,JAG1,183590,-,None.found,Inf,None.found,PBMC
chr19,10503854,10503901,48,+,Illumina,GTSP3466,pin26,615,hg38,GTSP3466-6,D0,0,0,chr19+10503854,FALSE,KEAP1,-,FALSE,FALSE,-475,KEAP1,-475,-,LYL1,2595172,-,PBMC
chr4,10726733,10726783,51,-,Illumina,GTSP3466,pin26,85,hg38,GTSP3466-6,D0,0,0,chr4-10726783,FALSE,CLNK,-,FALSE,TRUE,-41917,S100P,4029612,+,RAP1GDS1,-87534591,+,PBMC
chr1,10905647,10905822,176,-,Illumina,GTSP3466,pin26,1,hg38,GTSP3466-6,D0,0,0,chr1-10905822,FALSE,C1orf127,-,FALSE,TRUE,40649,MTOR,200707,-,LCK,-21345415,+,PBMC
chr16,11184708,11184791,84,-,Illumina,GTSP3466,pin26,40,hg38,GTSP3466-6,D0,0,0,chr16-11184791,FALSE,CLEC16A,+,FALSE,FALSE,2601,SOCS1,69624,-,None.found,Inf,None.found,PBMC
chr6,11233989,11234499,511,-,Illumina,GTSP3466,pin26,7,hg38,GTSP3466-6,D0,0,0,chr6-11234499,TRUE,NEDD9,-,FALSE,TRUE,-0,HIVEP1,-777990,+,BRD2,-21734159,+,PBMC
chr19,11324430,11324491,62,-,Illumina,GTSP3466,pin26,917,hg38,GTSP3466-6,D0,0,0,chr19-11324491,TRUE,"TSPAN16,RAB3D","+,-",TRUE,FALSE,0,EPOR,52712,-,LYL1,1774535,-,PBMC
chr3,11362110,11362288,179,-,Illumina,GTSP3466,pin26,190,hg38,GTSP3466-6,D0,0,0,chr3-11362288,TRUE,ATG7,+,FALSE,FALSE,0,PPARG,-925195,+,None.found,Inf,None.found,PBMC
chr12,12011741,12012057,317,-,Illumina,GTSP3466,pin26,124,hg38,GTSP3466-6,D0,0,0,chr12-12012057,FALSE,BCL2L14,+,FALSE,FALSE,-58885,ETV6,116654,+,ETV6,116654,+,PBMC
chr1,12504219,12504413,195,+,Illumina,GTSP3466,pin26,2,hg38,GTSP3466-6,D0,0,0,chr1+12504219,TRUE,VPS13D,+,FALSE,TRUE,-0,DHRS3,63689,-,LCK,-19747018,+,PBMC
chr10,12701339,12701567,229,+,Illumina,GTSP3466,pin26,12,hg38,GTSP3466-6,D0,0,0,chr10+12701339,TRUE,CAMK1D,+,FALSE,TRUE,-0,CUBN,4122625,-,MLLT10,-8832008,+,PBMC
chr19,12784954,12785213,260,+,Illumina,GTSP3466,pin26,672,hg38,GTSP3466-6,D0,0,0,chr19+12784954,FALSE,MIR5684,+,FALSE,TRUE,-2172,JUNB,-6540,+,LYL1,314072,-,PBMC
chr19,13155034,13155214,181,-,Illumina,GTSP3466,pin26,249,hg38,GTSP3466-6,D0,0,0,chr19-13155214,FALSE,IER2,+,FALSE,FALSE,305,IER2,305,+,LYL1,-52053,-,PBMC
chr19,13167161,13167257,97,-,Illumina,GTSP3466,pin26,3,hg38,GTSP3466-6,D0,0,0,chr19-13167257,FALSE,IER2,+,FALSE,FALSE,12348,IER2,12348,+,LYL1,-64096,-,PBMC
chr18,13279281,13279776,496,-,Illumina,GTSP3466,pin26,1,hg38,GTSP3466-6,D0,0,0,chr18-13279776,TRUE,LDLRAD4,+,FALSE,FALSE,0,MC2R,602266,-,BCL2,49843568,-,PBMC
chrY,13304910,13305137,228,-,Illumina,GTSP3466,pin26,291,hg38,GTSP3466-6,D0,0,0,chrY-13305137,TRUE,UTY,-,FALSE,TRUE,-0,P2RY8,-11767992,-,None.found,Inf,None.found,PBMC
chrY,13478737,13478775,39,+,Illumina,GTSP3466,pin26,1328,hg38,GTSP3466-6,D0,0,0,chrY+13478737,TRUE,UTY,-,FALSE,FALSE,0,P2RY8,-11941592,-,None.found,Inf,None.found,PBMC
chr18,13617065,13617107,43,+,Illumina,GTSP3466,pin26,784,hg38,GTSP3466-6,D0,0,0,chr18+13617065,TRUE,LDLRAD4,+,FALSE,TRUE,-0,MC2R,264977,-,BCL2,49506279,-,PBMC
chr17,14116617,14116827,211,-,Illumina,GTSP3466,pin26,1123,hg38,GTSP3466-6,D0,0,0,chr17-14116827,TRUE,COX10,+,FALSE,FALSE,0,ELAC2,-1098762,-,None.found,Inf,None.found,PBMC
chr17,14118497,14118722,226,+,Illumina,GTSP3466,pin26,430,hg38,GTSP3466-6,D0,0,0,chr17+14118497,TRUE,COX10,+,FALSE,TRUE,0,ELAC2,-1100432,-,None.found,Inf,None.found,PBMC
chr21,14542604,14543288,685,-,Illumina,GTSP3466,pin26,6,hg38,GTSP3466-6,D0,0,0,chr21-14543288,TRUE,SAMSN1,-,FALSE,TRUE,0,NRIP1,417945,-,OLIG2,-18482618,+,PBMC
chr21,14550463,14550603,141,-,Illumina,GTSP3466,pin26,2,hg38,GTSP3466-6,D0,0,0,chr21-14550603,TRUE,SAMSN1,-,FALSE,TRUE,0,NRIP1,410630,-,OLIG2,-18475303,+,PBMC
chr16,14630415,14631405,991,-,Illumina,GTSP3466,pin26,2,hg38,GTSP3466-6,D0,0,0,chr16-14631405,FALSE,PARN,-,FALSE,TRUE,-1133,ERCC4,679056,+,None.found,Inf,None.found,PBMC
chr19,14743068,14743102,35,+,Illumina,GTSP3466,pin26,1,hg38,GTSP3466-6,D0,0,0,chr19+14743068,TRUE,ADGRE2,-,FALSE,FALSE,-0,ADGRE5,334342,+,LYL1,-1639907,-,PBMC
chr12,14910609,14911181,573,+,Illumina,GTSP3466,pin26,114,hg38,GTSP3466-6,D0,0,0,chr12+14910609,FALSE,ERP27,-,FALSE,FALSE,3416,ATF7IP,407673,+,ETV6,3015206,+,PBMC
chr19,15317610,15317760,151,+,Illumina,GTSP3466,pin26,88,hg38,GTSP3466-6,D0,0,0,chr19+15317610,TRUE,BRD4,-,FALSE,FALSE,0,BRD4,0,-,LYL1,-2214449,-,PBMC
chr19,15463639,15464123,485,+,Illumina,GTSP3466,pin26,273,hg38,GTSP3466-6,D0,0,0,chr19+15463639,TRUE,RASAL3,-,FALSE,FALSE,0,BRD4,-131095,-,LYL1,-2360478,-,PBMC
chr1,15956615,15956744,130,-,Illumina,GTSP3466,pin26,11,hg38,GTSP3466-6,D0,0,0,chr1-15956744,TRUE,ZBTB17,-,FALSE,TRUE,-0,EPHA2,167591,-,LCK,-16294493,+,PBMC
chr9,16060492,16060944,453,+,Illumina,GTSP3466,pin26,4,hg38,GTSP3466-6,D0,0,0,chr9+16060492,FALSE,CCDC171,+,FALSE,TRUE,86452,PSIP1,-549472,-,JAK2,10932308,+,PBMC
chr17,16288479,16288601,123,+,Illumina,GTSP3466,pin26,2802,hg38,GTSP3466-6,D0,0,0,chr17+16288479,TRUE,PIGL,+,FALSE,TRUE,-0,NCOR1,-72918,-,None.found,Inf,None.found,PBMC
chr3,16511241,16511301,61,-,Illumina,GTSP3466,pin26,81,hg38,GTSP3466-6,D0,0,0,chr3-16511301,TRUE,RFTN1,-,FALSE,TRUE,0,SATB1,1834085,-,None.found,Inf,None.found,PBMC
chr16,17026233,17026363,131,-,Illumina,GTSP3466,pin26,110,hg38,GTSP3466-6,D0,0,0,chr16-17026363,FALSE,XYLT1,-,FALSE,TRUE,75959,ABCC1,883288,+,None.found,Inf,None.found,PBMC
chr4,17333880,17334694,815,-,Illumina,GTSP3466,pin26,1,hg38,GTSP3466-6,D0,0,0,chr4-17334694,FALSE,SNORA75B,-,FALSE,TRUE,-13811,SLC34A2,-8321117,+,RAP1GDS1,-80926680,+,PBMC
