seqnames,start,end,width,strand,dataSource,GTSP,patient,reads,refGenome,sampleName,timePoint,timePointDays,timePointMonths,posid,inFeature,nearestFeature,nearestFeatureStrand,inFeatureExon,inFeatureSameOrt,nearestFeatureDist,nearestOncoFeature,nearestOncoFeatureDist,nearestOncoFeatureStrand,nearestlymphomaFeature,nearestlymphomaFeatureDist,nearestlymphomaFeatureStrand,cellType
chr10,35540951,35541203,253,-,454,LS-10,pin30,5,hg38,LS-10-0,D-1,-1,-0,chr10-35541203,TRUE,CCNY,+,FALSE,FALSE,-0,MAP3K8,5079369,+,BMI1,13209717,+,TCELL
chr9,35569812,35570294,483,-,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr9-35570294,FALSE,FAM166B,-,FALSE,TRUE,-6394,RMRP,87455,-,JAK2,30442110,+,TCELL
chr9,35571609,35571657,49,-,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr9-35571657,FALSE,FAM166B,-,FALSE,TRUE,-7757,RMRP,86092,-,JAK2,30443473,+,TCELL
chr20,35702257,35702421,165,-,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr20-35702421,FALSE,RBM39,-,FALSE,TRUE,1186,RBM39,1186,-,None.found,Inf,None.found,TCELL
chr5,35815928,35816019,92,-,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chr5-35816019,FALSE,SPEF2,+,FALSE,FALSE,1407,SKP2,-336022,+,TLX3,-135493263,+,TCELL
chr5,35831033,35831468,436,-,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr5-35831468,FALSE,SPEF2,+,FALSE,FALSE,16856,SKP2,-320573,+,TLX3,-135477814,+,TCELL
chr5,35855219,35855252,34,-,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chr5-35855252,FALSE,IL7R,+,FALSE,FALSE,-1595,SKP2,-296789,+,TLX3,-135454030,+,TCELL
chr5,35856298,35856606,309,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr5+35856298,FALSE,IL7R,+,FALSE,TRUE,-549,SKP2,-295743,+,TLX3,-135452984,+,TCELL
chr17,35879573,35879704,132,+,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chr17+35879573,TRUE,CCL5,-,FALSE,FALSE,0,TAF15,32330,+,None.found,Inf,None.found,TCELL
chr17,35899681,35899737,57,-,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chr17-35899737,FALSE,LRRC37A8P,-,FALSE,TRUE,4481,TAF15,52494,+,None.found,Inf,None.found,TCELL
chr6,35919875,35920056,182,-,454,LS-10,pin30,4,hg38,LS-10-0,D-1,-1,-0,chr6-35920056,TRUE,SRPK1,-,FALSE,TRUE,0,MAPK14,-107619,+,BRD2,2938550,+,TCELL
chr6,36114037,36114294,258,+,454,LS-10,pin30,4,hg38,LS-10-0,D-1,-1,-0,chr6+36114037,FALSE,MAPK14,+,FALSE,TRUE,2800,MAPK14,2800,+,BRD2,3132531,+,TCELL
chr22,36156168,36156413,246,+,454,LS-10,pin30,4,hg38,LS-10-0,D-1,-1,-0,chr22+36156168,TRUE,APOL3,-,FALSE,FALSE,0,MYH9,125107,-,BCR,12838130,+,TCELL
chr22,36156446,36156585,140,-,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr22-36156585,TRUE,APOL3,-,FALSE,TRUE,0,MYH9,124690,-,BCR,12838547,+,TCELL
chr22,36158667,36158884,218,-,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chr22-36158884,TRUE,APOL3,-,FALSE,TRUE,0,MYH9,122391,-,BCR,12840846,+,TCELL
chr4,36190530,36190852,323,+,454,LS-10,pin30,5,hg38,LS-10-0,D-1,-1,-0,chr4+36190530,TRUE,ARAP2,-,FALSE,FALSE,0,ARAP2,0,-,RAP1GDS1,-62070844,+,TCELL
chr22,36343038,36343381,344,+,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chr22+36343038,TRUE,MYH9,-,FALSE,FALSE,0,MYH9,0,-,BCR,13025000,+,TCELL
chr11,36344672,36344733,62,+,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chr11+36344672,TRUE,PRR5L,+,FALSE,TRUE,0,CD44,1112269,+,LMO2,-2452382,-,TCELL
chr22,36451177,36451392,216,+,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chr22+36451177,FALSE,TXN2,-,FALSE,FALSE,15867,MYH9,-63109,-,BCR,13133139,+,TCELL
chr9,36488614,36488792,179,+,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chr9+36488614,FALSE,MELK,+,FALSE,TRUE,-84246,PAX5,344659,-,JAK2,31360430,+,TCELL
chr7,36674539,36674650,112,-,454,LS-10,pin30,10,hg38,LS-10-0,D-1,-1,-0,chr7-36674650,TRUE,AOAH,-,FALSE,TRUE,0,ELMO1,178254,-,None.found,Inf,None.found,TCELL
chr7,36678918,36678944,27,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr7+36678918,TRUE,AOAH,-,FALSE,FALSE,0,ELMO1,173986,-,None.found,Inf,None.found,TCELL
chr22,36863138,36863503,366,-,454,LS-10,pin30,6,hg38,LS-10-0,D-1,-1,-0,chr22-36863503,TRUE,"NCF4-AS1,NCF4","-,+",FALSE,FALSE,0,TMPRSS6,201931,-,BCR,13545465,+,TCELL
chr6,36864982,36865096,115,-,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr6-36865096,TRUE,PPIL1,-,FALSE,TRUE,0,CDKN1A,177756,+,BRD2,3883590,+,TCELL
chr21,36916369,36916511,143,-,454,LS-10,pin30,4,hg38,LS-10-0,D-1,-1,-0,chr21-36916511,TRUE,HLCS,-,FALSE,TRUE,0,DYRK1A,-449060,+,RUNX1,-1867212,-,TCELL
chr3,37005600,37006010,411,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr3+37005600,TRUE,MLH1,+,FALSE,TRUE,0,MLH1,0,+,None.found,Inf,None.found,TCELL
chr7,37072857,37072968,112,-,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr7-37072968,TRUE,ELMO1,-,FALSE,TRUE,-0,ELMO1,-0,-,None.found,Inf,None.found,TCELL
chr22,37079056,37079524,469,+,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chr22+37079056,TRUE,TMPRSS6,-,FALSE,FALSE,-0,TMPRSS6,-0,-,BCR,13761018,+,TCELL
chr22,37081017,37081219,203,-,454,LS-10,pin30,7,hg38,LS-10-0,D-1,-1,-0,chr22-37081219,TRUE,TMPRSS6,-,FALSE,TRUE,-0,TMPRSS6,-0,-,BCR,13763181,+,TCELL
chr22,37081273,37081325,53,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr22+37081273,TRUE,TMPRSS6,-,FALSE,FALSE,-0,TMPRSS6,-0,-,BCR,13763235,+,TCELL
chr22,37166645,37166837,193,-,454,LS-10,pin30,20,hg38,LS-10-0,D-1,-1,-0,chr22-37166837,TRUE,IL2RB,-,FALSE,TRUE,0,IL2RB,0,-,BCR,13848799,+,TCELL
chr22,37242067,37242119,53,-,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chr22-37242119,TRUE,RAC2,-,FALSE,TRUE,0,RAC2,0,-,BCR,13924081,+,TCELL
chr22,37254320,37254611,292,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr22+37254320,FALSE,RAC2,-,FALSE,FALSE,-10020,RAC2,-10020,-,BCR,13936282,+,TCELL
chr8,37266933,37267361,429,-,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chr8-37267361,FALSE,LINC01605,-,FALSE,TRUE,139101,EIF4EBP1,-763139,+,MYC,-90468071,+,TCELL
chr20,37347058,37347208,151,+,454,LS-10,pin30,4,hg38,LS-10-0,D-1,-1,-0,chr20+37347058,TRUE,SRC,+,FALSE,TRUE,0,SRC,0,+,None.found,Inf,None.found,TCELL
chr21,37438080,37438257,178,-,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr21-37438257,TRUE,DYRK1A,+,FALSE,FALSE,0,DYRK1A,0,+,RUNX1,-2388958,-,TCELL
chr9,37457253,37457402,150,+,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chr9+37457253,TRUE,ZBTB5,-,FALSE,FALSE,0,PAX5,-422773,-,JAK2,32329069,+,TCELL
chr22,37674588,37674661,74,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr22+37674588,FALSE,LGALS1,+,FALSE,TRUE,-1016,GGA1,41023,+,BCR,14356550,+,TCELL
chr22,37686071,37686276,206,+,454,LS-10,pin30,7,hg38,LS-10-0,D-1,-1,-0,chr22+37686071,FALSE,NOL12,+,FALSE,TRUE,-264,GGA1,52506,+,BCR,14368033,+,TCELL
chr2,37796869,37796942,74,-,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chr2-37796942,FALSE,LINC00211,-,FALSE,TRUE,29303,EIF2AK2,-639894,-,BCL11A,22654223,-,TCELL
chr17,37829941,37830039,99,-,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr17-37830039,FALSE,YWHAEP7,-,FALSE,TRUE,12908,AATF,773167,+,None.found,Inf,None.found,TCELL
chr2,37851811,37851834,24,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr2+37851811,TRUE,LINC00211,-,FALSE,FALSE,0,EIF2AK2,-694763,-,BCL11A,22599354,-,TCELL
chr4,37893752,37893882,131,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr4+37893752,TRUE,TBC1D1,+,FALSE,TRUE,0,KLF3,-770415,+,RAP1GDS1,-60367622,+,TCELL
chr4,37895982,37896065,84,+,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chr4+37895982,TRUE,TBC1D1,+,FALSE,TRUE,0,KLF3,-768185,+,RAP1GDS1,-60365392,+,TCELL
chr8,37896583,37896769,187,+,454,LS-10,pin30,6,hg38,LS-10-0,D-1,-1,-0,chr8+37896583,TRUE,RAB11FIP1,-,FALSE,FALSE,0,EIF4EBP1,-133917,+,MYC,-89838849,+,TCELL
chr20,37921796,37921922,127,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr20+37921796,TRUE,VSTM2L,+,FALSE,TRUE,0,BLCAP,-393864,-,None.found,Inf,None.found,TCELL
chr10,38011872,38011908,37,-,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chr10-38011908,TRUE,ZNF33A,+,FALSE,FALSE,0,RET,-5065117,+,BMI1,15680422,+,TCELL
chr19,38048210,38048243,34,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr19+38048210,TRUE,SIPA1L3,+,FALSE,TRUE,0,ZNF569,-580751,-,JUND,-19766553,-,TCELL
chr14,38079849,38079903,55,-,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr14-38079903,FALSE,SSTR1,+,FALSE,FALSE,-128094,FOXA1,-484782,-,TCL1A,57630062,-,TCELL
chr2,38099700,38099740,41,-,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr2-38099740,FALSE,CYP1B1,-,FALSE,TRUE,-23558,EIF2AK2,-942692,-,BCL11A,22351425,-,TCELL
chr4,38130180,38130222,43,+,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chr4+38130180,TRUE,TBC1D1,+,FALSE,TRUE,-0,KLF3,-533987,+,RAP1GDS1,-60131194,+,TCELL
chr4,38135961,38136029,69,+,454,LS-10,pin30,5,hg38,LS-10-0,D-1,-1,-0,chr4+38135961,TRUE,TBC1D1,+,FALSE,TRUE,-0,KLF3,-528206,+,RAP1GDS1,-60125413,+,TCELL
chr4,38162272,38162614,343,-,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chr4-38162614,FALSE,TBC1D1,+,FALSE,FALSE,23438,KLF3,-501553,+,RAP1GDS1,-60098760,+,TCELL
chr22,38181529,38181650,122,+,454,LS-10,pin30,4,hg38,LS-10-0,D-1,-1,-0,chr22+38181529,TRUE,PLA2G6,-,FALSE,FALSE,0,PICK1,105827,+,BCR,14863491,+,TCELL
chr21,38273418,38273492,75,+,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chr21+38273418,TRUE,KCNJ15,+,FALSE,TRUE,-0,ERG,93841,-,RUNX1,-3224119,-,TCELL
chr7,38363206,38363477,272,-,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr7-38363477,TRUE,TRG-AS1,+,FALSE,FALSE,-0,SFRP4,-446553,-,None.found,Inf,None.found,TCELL
chr8,38368068,38368211,144,-,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chr8-38368211,TRUE,NSD3,-,FALSE,TRUE,0,NSD3,0,-,MYC,-89367221,+,TCELL
chr4,38454304,38454370,67,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr4+38454304,TRUE,LINC01258,-,FALSE,FALSE,-0,KLF3,-209863,+,RAP1GDS1,-59807070,+,TCELL
chr18,38609325,38609467,143,+,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chr18+38609325,FALSE,MIR924HG,-,FALSE,FALSE,597597,SLC39A6,-2479930,-,BCL2,24514019,-,TCELL
chr15,38611783,38611957,175,+,454,LS-10,pin30,4,hg38,LS-10-0,D-1,-1,-0,chr15+38611783,FALSE,RASGRP1,-,FALSE,FALSE,-46976,RASGRP1,-46976,-,None.found,Inf,None.found,TCELL
chr21,38645851,38646111,261,-,454,LS-10,pin30,7,hg38,LS-10-0,D-1,-1,-0,chr21-38646111,TRUE,ERG,-,FALSE,TRUE,0,ERG,0,-,RUNX1,-3596812,-,TCELL
chr2,38665939,38666031,93,-,454,LS-10,pin30,8,hg38,LS-10-0,D-1,-1,-0,chr2-38666031,TRUE,GALM,+,TRUE,FALSE,0,EIF2AK2,-1508983,-,BCL11A,21785134,-,TCELL
chr17,38701574,38701829,256,-,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr17-38701829,FALSE,MIR4734,-,FALSE,TRUE,431,MLLT6,-3789,+,None.found,Inf,None.found,TCELL
chr17,38705085,38705123,39,+,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chr17+38705085,FALSE,MLLT6,+,FALSE,TRUE,-533,MLLT6,-533,+,None.found,Inf,None.found,TCELL
chr20,38825805,38826037,233,-,454,LS-10,pin30,4,hg38,LS-10-0,D-1,-1,-0,chr20-38826037,TRUE,PPP1R16B,+,FALSE,FALSE,0,PPP1R16B,0,+,None.found,Inf,None.found,TCELL
chr19,38848967,38849262,296,+,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chr19+38848967,TRUE,HNRNPL,-,FALSE,FALSE,0,PAF1,536660,-,JUND,-20567310,-,TCELL
chr19,38851391,38851646,256,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr19+38851391,TRUE,HNRNPL,-,FALSE,FALSE,0,PAF1,534236,-,JUND,-20569734,-,TCELL
chr17,38854618,38854784,167,-,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chr17-38854784,FALSE,RPL23,-,FALSE,TRUE,-983,LASP1,-15073,+,None.found,Inf,None.found,TCELL
chr20,38879587,38880034,448,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr20+38879587,TRUE,PPP1R16B,+,FALSE,TRUE,-0,PPP1R16B,-0,+,None.found,Inf,None.found,TCELL
chr8,38901956,38902196,241,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr8+38901956,TRUE,PLEKHA2,+,FALSE,TRUE,0,PLEKHA2,0,+,MYC,-88833476,+,TCELL
chr19,38976928,38977406,479,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr19+38976928,FALSE,FBXO17,-,FALSE,FALSE,-1114,PAF1,408699,-,JUND,-20695271,-,TCELL
chr21,38982452,38982582,131,+,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chr21+38982452,FALSE,LINC01700,-,FALSE,FALSE,-4677,ETS2,157496,+,RUNX1,-3933153,-,TCELL
chr21,38984297,38984367,71,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr21+38984297,FALSE,LINC01700,-,FALSE,FALSE,-6522,ETS2,159341,+,RUNX1,-3934998,-,TCELL
chr14,39046538,39046567,30,+,454,LS-10,pin30,4,hg38,LS-10-0,D-1,-1,-0,chr14+39046538,TRUE,SEC23A,-,FALSE,FALSE,-0,FOXA1,-1451417,-,TCL1A,56663427,-,TCELL
chr22,39067763,39067899,137,-,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chr22-39067899,FALSE,APOBEC3G,+,FALSE,FALSE,-9104,PDGFB,155458,-,BCR,15749861,+,TCELL
chr22,39077794,39077880,87,-,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chr22-39077880,TRUE,APOBEC3G,+,FALSE,FALSE,0,PDGFB,145477,-,BCR,15759842,+,TCELL
chr22,39090302,39090453,152,+,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chr22+39090302,FALSE,APOBEC3G,+,FALSE,TRUE,2558,PDGFB,133055,-,BCR,15772264,+,TCELL
chr13,39094983,39095134,152,+,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chr13+39094983,FALSE,NHLRC3,+,FALSE,TRUE,44873,FOXO1,1460679,-,CDX2,-11125614,-,TCELL
chr13,39095831,39095893,63,-,454,LS-10,pin30,5,hg38,LS-10-0,D-1,-1,-0,chr13-39095893,FALSE,NHLRC3,+,FALSE,FALSE,45783,FOXO1,1459769,-,CDX2,-11126524,-,TCELL
chr13,39095953,39096034,82,+,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chr13+39095953,FALSE,NHLRC3,+,FALSE,TRUE,45843,FOXO1,1459709,-,CDX2,-11126584,-,TCELL
chr2,39123240,39123694,455,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr2+39123240,FALSE,SOS1,-,FALSE,FALSE,-2776,EIF2AK2,-1966192,-,BCL11A,21327925,-,TCELL
chr2,39168435,39168519,85,-,454,LS-10,pin30,4,hg38,LS-10-0,D-1,-1,-0,chr2-39168519,TRUE,CDKL4,-,TRUE,TRUE,-0,EIF2AK2,-2011471,-,BCL11A,21282646,-,TCELL
chr2,39168903,39169111,209,+,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chr2+39168903,TRUE,CDKL4,-,FALSE,FALSE,-0,EIF2AK2,-2011855,-,BCL11A,21282262,-,TCELL
chr5,39176166,39176396,231,-,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chr5-39176396,TRUE,FYB1,-,FALSE,TRUE,-0,DAB2,195276,-,TLX3,-132132886,+,TCELL
chrX,39205495,39205724,230,+,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chrX+39205495,FALSE,LINC01281,-,FALSE,FALSE,99459,BCOR,845749,-,MTCP1,115858537,-,TCELL
chr2,39214800,39214944,145,-,454,LS-10,pin30,5,hg38,LS-10-0,D-1,-1,-0,chr2-39214944,TRUE,CDKL4,-,FALSE,TRUE,0,EIF2AK2,-2057896,-,BCL11A,21236221,-,TCELL
chr6,39228686,39228864,179,-,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chr6-39228864,TRUE,KCNK5,-,FALSE,TRUE,0,KCNK5,0,-,BRD2,6247358,+,TCELL
chrX,39268284,39268353,70,+,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chrX+39268284,FALSE,LINC01281,-,FALSE,FALSE,36670,BCOR,782960,-,MTCP1,115795748,-,TCELL
chr3,39327272,39327497,226,+,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chr3+39327272,FALSE,CCR8,+,FALSE,TRUE,-2432,XIRP1,-134675,-,None.found,Inf,None.found,TCELL
chrX,39329410,39329763,354,+,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chrX+39329410,FALSE,LINC01281,-,FALSE,FALSE,-2047,BCOR,721834,-,MTCP1,115734622,-,TCELL
chrX,39332086,39332142,57,+,454,LS-10,pin30,10,hg38,LS-10-0,D-1,-1,-0,chrX+39332086,FALSE,LINC01281,-,FALSE,FALSE,-4723,BCOR,719158,-,MTCP1,115731946,-,TCELL
chr21,39378622,39378885,264,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr21+39378622,FALSE,"WRB,WRB-SH3BGR","+,+",FALSE,TRUE,1620,ETS2,553666,+,RUNX1,-4329323,-,TCELL
chr21,39379820,39379942,123,-,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr21-39379942,FALSE,"WRB,WRB-SH3BGR","+,+",FALSE,FALSE,300,ETS2,554986,+,RUNX1,-4330643,-,TCELL
chrX,39428657,39429060,404,+,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chrX+39428657,FALSE,LINC01282,-,FALSE,FALSE,-36882,BCOR,622587,-,MTCP1,115635375,-,TCELL
chr15,39630866,39631331,466,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr15+39630866,TRUE,FSIP1,-,FALSE,FALSE,-0,THBS1,31947,+,None.found,Inf,None.found,TCELL
chr4,39784196,39784277,82,+,454,LS-10,pin30,5,hg38,LS-10-0,D-1,-1,-0,chr4+39784196,FALSE,UBE2K,+,FALSE,TRUE,1403,RHOH,-406813,+,RAP1GDS1,-58477178,+,TCELL
chr18,39800120,39800187,68,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr18+39800120,FALSE,LINC01902,+,FALSE,TRUE,-41587,SLC39A6,-3670725,-,BCL2,23323224,-,TCELL
chr9,39809456,39809837,382,-,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr9-39809837,TRUE,GLIDR,-,TRUE,TRUE,0,PAX5,-2775357,-,JAK2,34681653,+,TCELL
chr1,39816811,39817111,301,-,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chr1-39817111,FALSE,TRIT1,-,FALSE,TRUE,23918,MYCL,78311,-,TAL1,7399177,-,TCELL
chrX,39856561,39856859,299,-,454,LS-10,pin30,5,hg38,LS-10-0,D-1,-1,-0,chrX-39856859,FALSE,MIR1587,+,FALSE,FALSE,19245,BCOR,194385,-,MTCP1,115207173,-,TCELL
chr22,39902130,39902359,230,+,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chr22+39902130,TRUE,GRAP2,+,FALSE,TRUE,0,ATF4,379443,+,BCR,16584092,+,TCELL
chr2,39902598,39902691,94,-,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr2-39902691,FALSE,SLC8A1-AS1,+,FALSE,FALSE,-14941,EML4,-2266645,+,BCL11A,20548474,-,TCELL
chr22,39902613,39902648,36,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr22+39902613,TRUE,GRAP2,+,FALSE,TRUE,0,ATF4,379926,+,BCR,16584575,+,TCELL
chr22,39925226,39925336,111,-,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chr22-39925336,TRUE,GRAP2,+,FALSE,FALSE,0,ATF4,402649,+,BCR,16607298,+,TCELL
chr7,39948434,39948678,245,+,454,LS-10,pin30,4,hg38,LS-10-0,D-1,-1,-0,chr7+39948434,FALSE,CDK13,+,FALSE,TRUE,-1924,RALA,240309,+,None.found,Inf,None.found,TCELL
chr13,40026904,40027193,290,-,454,LS-10,pin30,9,hg38,LS-10-0,D-1,-1,-0,chr13-40027193,FALSE,LINC00332,+,FALSE,FALSE,-154614,FOXO1,528469,-,CDX2,-12057824,-,TCELL
chr22,40056642,40056794,153,-,454,LS-10,pin30,7,hg38,LS-10-0,D-1,-1,-0,chr22-40056794,TRUE,TNRC6B,+,FALSE,FALSE,0,MKL1,353485,-,BCR,16738756,+,TCELL
chr22,40057626,40057661,36,-,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr22-40057661,TRUE,TNRC6B,+,FALSE,FALSE,0,MKL1,352618,-,BCR,16739623,+,TCELL
chr17,40155097,40155465,369,-,454,LS-10,pin30,4,hg38,LS-10-0,D-1,-1,-0,chr17-40155465,TRUE,CASC3,+,FALSE,FALSE,0,CASC3,0,+,None.found,Inf,None.found,TCELL
chr4,40202121,40202258,138,+,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chr4+40202121,TRUE,RHOH,+,FALSE,TRUE,0,RHOH,0,+,RAP1GDS1,-58059253,+,TCELL
chr13,40206125,40206376,252,+,454,LS-10,pin30,6,hg38,LS-10-0,D-1,-1,-0,chr13+40206125,TRUE,LINC00548,-,FALSE,FALSE,-0,FOXO1,349537,-,CDX2,-12236756,-,TCELL
chr17,40231523,40231811,289,+,454,LS-10,pin30,4,hg38,LS-10-0,D-1,-1,-0,chr17+40231523,TRUE,WIPF2,+,FALSE,TRUE,0,CDC6,-56369,+,None.found,Inf,None.found,TCELL
chr4,40246468,40246632,165,-,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr4-40246632,FALSE,RHOH,+,FALSE,FALSE,1867,RHOH,1867,+,RAP1GDS1,-58014742,+,TCELL
chr22,40289429,40289629,201,-,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chr22-40289629,TRUE,TNRC6B,+,FALSE,FALSE,-0,MKL1,120650,-,BCR,16971591,+,TCELL
chr4,40291702,40291940,239,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr4+40291702,FALSE,LINC02265,+,FALSE,TRUE,-15481,RHOH,46937,+,RAP1GDS1,-57969672,+,TCELL
chr4,40306317,40306608,292,+,454,LS-10,pin30,6,hg38,LS-10-0,D-1,-1,-0,chr4+40306317,FALSE,LINC02265,+,FALSE,TRUE,-866,RHOH,61552,+,RAP1GDS1,-57955057,+,TCELL
chr17,40320764,40320945,182,-,454,LS-10,pin30,4,hg38,LS-10-0,D-1,-1,-0,chr17-40320945,TRUE,RARA,+,FALSE,FALSE,0,RARA,0,+,None.found,Inf,None.found,TCELL
chr22,40325100,40325136,37,-,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr22-40325136,TRUE,TNRC6B,+,TRUE,FALSE,-0,MKL1,85143,-,BCR,17007098,+,TCELL
chr22,40326031,40326066,36,-,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr22-40326066,TRUE,TNRC6B,+,TRUE,FALSE,-0,MKL1,84213,-,BCR,17008028,+,TCELL
chr2,40361395,40361426,32,+,454,LS-10,pin30,3,hg38,LS-10-0,D-1,-1,-0,chr2+40361395,TRUE,SLC8A1,-,FALSE,FALSE,0,EML4,-1807941,+,BCL11A,20089770,-,TCELL
chr5,40401516,40401649,134,-,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr5-40401649,FALSE,PTGER4,+,FALSE,FALSE,-278279,DAB2,-976415,-,TLX3,-130907633,+,TCELL
chr15,40453144,40453229,86,+,454,LS-10,pin30,1,hg38,LS-10-0,D-1,-1,-0,chr15+40453144,TRUE,BAHD1,+,FALSE,TRUE,0,KNL1,-141103,+,None.found,Inf,None.found,TCELL
chr22,40463850,40463969,120,+,454,LS-10,pin30,2,hg38,LS-10-0,D-1,-1,-0,chr22+40463850,TRUE,MKL1,-,FALSE,FALSE,-0,MKL1,-0,-,BCR,17145812,+,TCELL
