seqnames,start,end,width,strand,cellType,dataSource,GTSP,patient,reads,refGenome,timePoint,timePointDays,timePointMonths,posid,estAbund,relAbund,inFeature,nearestFeature,nearestFeatureStrand,inFeatureExon,inFeatureSameOrt,nearestFeatureDist,nearestOncoFeature,nearestOncoFeatureDist,nearestOncoFeatureStrand,nearestlymphomaFeature,nearestlymphomaFeatureDist,nearestlymphomaFeatureStrand,readsPerSample,readsRelAbund,totalSampleFrags,include,labeledNearestFeature,posidLabel
chr10,110739731,110739731,1,+,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr10+110739731,1,0.012845215157353885,TRUE,RBM20,+,FALSE,TRUE,0,PDCD4,-132062,+,NFKB2,8337201,+,7785,0.012845215157353885,2635,yes,RBM20 *,"RBM20 *
chr10+110739731"
chr10,11172226,11172226,1,+,TCELL,454,LS-10,pin30,4,hg38,D-1,-1,-0,chr10+11172226,1,0.05138086062941554,TRUE,CELF2,+,FALSE,TRUE,-0,GATA3,3097024,+,KLF6,-7386944,-,7785,0.05138086062941554,2635,yes,CELF2 *,"CELF2 *
chr10+11172226"
chr10,114925639,114925639,1,+,TCELL,454,LS-10,pin30,5,hg38,D-1,-1,-0,chr10+114925639,1,0.06422607578676942,FALSE,TRUB1,+,FALSE,TRUE,-12552,TCF7L2,1757960,+,NFKB2,12523109,+,7785,0.06422607578676942,2635,yes,TRUB1 ,"TRUB1 
chr10+114925639"
chr10,114933423,114933423,1,+,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr10+114933423,1,0.03853564547206166,FALSE,TRUB1,+,FALSE,TRUE,-4768,TCF7L2,1765744,+,NFKB2,12530893,+,7785,0.03853564547206166,2635,yes,TRUB1 ,"TRUB1 
chr10+114933423"
chr10,119650857,119650857,1,+,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr10+119650857,1,0.012845215157353885,FALSE,BAG3,+,FALSE,TRUE,-511,BAG3,-511,+,NFKB2,17248327,+,7785,0.012845215157353885,2635,yes,BAG3 ~,"BAG3 ~
chr10+119650857"
chr10,122879071,122879071,1,+,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr10+122879071,1,0.012845215157353885,TRUE,"FAM24B-CUZD1,FAM24B","-,-",FALSE,FALSE,0,DMBT1,235334,+,NFKB2,20476541,+,7785,0.012845215157353885,2635,yes,"FAM24B-CUZD1,FAM24B *","FAM24B-CUZD1,FAM24B *
chr10+122879071"
chr10,123326333,123326333,1,+,TCELL,454,LS-10,pin30,6,hg38,D-1,-1,-0,chr10+123326333,1,0.07707129094412332,FALSE,BUB3,+,FALSE,TRUE,160962,DMBT1,682596,+,NFKB2,20923803,+,7785,0.07707129094412332,2635,yes,BUB3 ,"BUB3 
chr10+123326333"
chr10,12449100,12449100,1,+,TCELL,454,LS-10,pin30,4,hg38,D-1,-1,-0,chr10+12449100,1,0.05138086062941554,TRUE,CAMK1D,+,FALSE,TRUE,0,GATA3,4373898,+,KLF6,-8663818,-,7785,0.05138086062941554,2635,yes,CAMK1D *,"CAMK1D *
chr10+12449100"
chr10,12606636,12606636,1,+,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr10+12606636,1,0.03853564547206166,TRUE,CAMK1D,+,FALSE,TRUE,-0,CUBN,4217328,-,KLF6,-8821354,-,7785,0.03853564547206166,2635,yes,CAMK1D *,"CAMK1D *
chr10+12606636"
chr10,128063494,128063494,1,+,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr10+128063494,1,0.02569043031470777,TRUE,PTPRE,+,FALSE,TRUE,-0,PTPRE,-0,+,NFKB2,25660964,+,7785,0.02569043031470777,2635,yes,PTPRE *~,"PTPRE *~
chr10+128063494"
chr10,17024637,17024637,1,+,TCELL,454,LS-10,pin30,7,hg38,D-1,-1,-0,chr10+17024637,1,0.0899165061014772,TRUE,CUBN,-,FALSE,FALSE,0,CUBN,0,-,MLLT10,-4508710,+,7785,0.0899165061014772,2635,yes,CUBN *~,"CUBN *~
chr10+17024637"
chr10,17025902,17025902,1,+,TCELL,454,LS-10,pin30,5,hg38,D-1,-1,-0,chr10+17025902,1,0.06422607578676942,TRUE,CUBN,-,FALSE,FALSE,0,CUBN,0,-,MLLT10,-4507445,+,7785,0.06422607578676942,2635,yes,CUBN *~,"CUBN *~
chr10+17025902"
chr10,17217410,17217410,1,+,TCELL,454,LS-10,pin30,6,hg38,D-1,-1,-0,chr10+17217410,1,0.07707129094412332,TRUE,VIM-AS1,-,FALSE,FALSE,-0,CUBN,-87592,-,MLLT10,-4315937,+,7785,0.07707129094412332,2635,yes,VIM-AS1 *,"VIM-AS1 *
chr10+17217410"
chr10,17646687,17646687,1,+,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr10+17646687,1,0.012845215157353885,TRUE,STAM,+,FALSE,TRUE,0,MRC1,-162654,+,MLLT10,-3886660,+,7785,0.012845215157353885,2635,yes,STAM *,"STAM *
chr10+17646687"
chr10,17647224,17647224,1,+,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr10+17647224,1,0.03853564547206166,TRUE,STAM,+,FALSE,TRUE,0,MRC1,-162117,+,MLLT10,-3886123,+,7785,0.03853564547206166,2635,yes,STAM *,"STAM *
chr10+17647224"
chr10,22247923,22247923,1,+,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr10+22247923,1,0.02569043031470777,FALSE,LOC100130992,+,FALSE,TRUE,-4147,BMI1,-73285,+,BMI1,-73285,+,7785,0.02569043031470777,2635,yes,LOC100130992 ,"LOC100130992 
chr10+22247923"
chr10,22650354,22650354,1,+,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr10+22650354,1,0.02569043031470777,TRUE,PIP4K2A,-,FALSE,FALSE,0,BMI1,318868,+,BMI1,318868,+,7785,0.02569043031470777,2635,yes,PIP4K2A *,"PIP4K2A *
chr10+22650354"
chr10,27104435,27104435,1,+,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr10+27104435,1,0.012845215157353885,FALSE,ANKRD26,-,FALSE,FALSE,-3936,ABI1,-243347,-,BMI1,4772949,+,7785,0.012845215157353885,2635,yes,ANKRD26 ,"ANKRD26 
chr10+27104435"
chr10,29483625,29483625,1,+,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr10+29483625,1,0.02569043031470777,TRUE,"SVIL-AS1,SVIL","+,-",TRUE,FALSE,-0,MAP3K8,-950394,+,BMI1,7152139,+,7785,0.02569043031470777,2635,yes,"SVIL-AS1,SVIL *","SVIL-AS1,SVIL *
chr10+29483625"
chr10,30680957,30680957,1,+,TCELL,454,LS-10,pin30,17,hg38,D-1,-1,-0,chr10+30680957,1,0.21836865767501604,FALSE,SVILP1,+,FALSE,TRUE,-11315,MAP3K8,219123,+,BMI1,8349471,+,7785,0.21836865767501604,2635,yes,SVILP1 ,"SVILP1 
chr10+30680957"
chr10,30684440,30684440,1,+,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr10+30684440,1,0.02569043031470777,FALSE,SVILP1,+,FALSE,TRUE,-7832,MAP3K8,222606,+,BMI1,8352954,+,7785,0.02569043031470777,2635,yes,SVILP1 ,"SVILP1 
chr10+30684440"
chr10,30686170,30686170,1,+,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr10+30686170,1,0.012845215157353885,FALSE,SVILP1,+,FALSE,TRUE,-6102,MAP3K8,224336,+,BMI1,8354684,+,7785,0.012845215157353885,2635,yes,SVILP1 ,"SVILP1 
chr10+30686170"
chr10,31100608,31100608,1,+,TCELL,454,LS-10,pin30,9,hg38,D-1,-1,-0,chr10+31100608,1,0.11560693641618498,FALSE,ZNF438,-,FALSE,FALSE,-68670,MAP3K8,638774,+,BMI1,8769122,+,7785,0.11560693641618498,2635,yes,ZNF438 ,"ZNF438 
chr10+31100608"
chr10,31134569,31134569,1,+,TCELL,454,LS-10,pin30,5,hg38,D-1,-1,-0,chr10+31134569,1,0.06422607578676942,FALSE,LOC101929352,+,FALSE,TRUE,-53312,MAP3K8,672735,+,BMI1,8803083,+,7785,0.06422607578676942,2635,yes,LOC101929352 ,"LOC101929352 
chr10+31134569"
chr10,33365475,33365475,1,+,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr10+33365475,1,0.03853564547206166,FALSE,NRP1,-,FALSE,FALSE,-30569,MAP3K8,2903641,+,BMI1,11033989,+,7785,0.03853564547206166,2635,yes,NRP1 ,"NRP1 
chr10+33365475"
chr10,33735272,33735272,1,+,TCELL,454,LS-10,pin30,4,hg38,D-1,-1,-0,chr10+33735272,1,0.05138086062941554,FALSE,LINC00838,-,FALSE,FALSE,24439,MAP3K8,3273438,+,BMI1,11403786,+,7785,0.05138086062941554,2635,yes,LINC00838 ,"LINC00838 
chr10+33735272"
chr10,3800476,3800476,1,+,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr10+3800476,1,0.012845215157353885,FALSE,KLF6,-,FALSE,FALSE,-15194,KLF6,-15194,-,KLF6,-15194,-,7785,0.012845215157353885,2635,yes,KLF6 ~!,"KLF6 ~!
chr10+3800476"
chr10,3829142,3829142,1,+,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr10+3829142,1,0.012845215157353885,FALSE,LOC105376365,+,FALSE,TRUE,-4806,KLF6,-43860,-,KLF6,-43860,-,7785,0.012845215157353885,2635,yes,LOC105376365 ~!,"LOC105376365 ~!
chr10+3829142"
chr10,43122825,43122825,1,+,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr10+43122825,1,0.03853564547206166,TRUE,RET,+,FALSE,TRUE,-0,RET,-0,+,BMI1,20791339,+,7785,0.03853564547206166,2635,yes,RET *~,"RET *~
chr10+43122825"
chr10,43139469,43139469,1,+,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr10+43139469,1,0.012845215157353885,TRUE,CSGALNACT2,+,FALSE,TRUE,0,RET,9117,+,BMI1,20807983,+,7785,0.012845215157353885,2635,yes,CSGALNACT2 *~,"CSGALNACT2 *~
chr10+43139469"
chr10,45419989,45419989,1,+,TCELL,454,LS-10,pin30,4,hg38,D-1,-1,-0,chr10+45419989,1,0.05138086062941554,TRUE,ALOX5,+,FALSE,TRUE,-0,ALOX5,-0,+,BMI1,23088503,+,7785,0.05138086062941554,2635,yes,ALOX5 *~,"ALOX5 *~
chr10+45419989"
chr10,5427847,5427847,1,+,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr10+5427847,1,0.02569043031470777,TRUE,NET1,+,FALSE,TRUE,0,NET1,0,+,KLF6,-1642565,-,7785,0.02569043031470777,2635,yes,NET1 *~,"NET1 *~
chr10+5427847"
chr10,60569431,60569431,1,+,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr10+60569431,1,0.012845215157353885,TRUE,ANK3,-,FALSE,FALSE,0,CDK1,-208898,+,BMI1,38237945,+,7785,0.012845215157353885,2635,yes,ANK3 *,"ANK3 *
chr10+60569431"
chr10,61945144,61945144,1,+,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr10+61945144,1,0.03853564547206166,TRUE,ARID5B,+,FALSE,TRUE,0,EGR2,866850,-,TLX1,-39186158,+,7785,0.03853564547206166,2635,yes,ARID5B *,"ARID5B *
chr10+61945144"
chr10,62049768,62049768,1,+,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr10+62049768,1,0.012845215157353885,TRUE,ARID5B,+,FALSE,TRUE,-0,EGR2,762226,-,TLX1,-39081534,+,7785,0.012845215157353885,2635,yes,ARID5B *,"ARID5B *
chr10+62049768"
chr10,62631722,62631722,1,+,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr10+62631722,1,0.02569043031470777,TRUE,ZNF365,+,FALSE,TRUE,-0,EGR2,180272,-,TLX1,-38499580,+,7785,0.02569043031470777,2635,yes,ZNF365 *,"ZNF365 *
chr10+62631722"
chr10,63442344,63442344,1,+,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr10+63442344,1,0.02569043031470777,TRUE,JMJD1C,-,FALSE,FALSE,0,EGR2,-623176,-,TLX1,-37688958,+,7785,0.02569043031470777,2635,yes,JMJD1C *,"JMJD1C *
chr10+63442344"
chr10,63512130,63512130,1,+,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr10+63512130,1,0.012845215157353885,TRUE,JMJD1C,-,FALSE,FALSE,0,EGR2,-692962,-,TLX1,-37619172,+,7785,0.012845215157353885,2635,yes,JMJD1C *,"JMJD1C *
chr10+63512130"
chr10,6583188,6583188,1,+,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr10+6583188,1,0.02569043031470777,TRUE,PRKCQ-AS1,+,FALSE,TRUE,-0,IL2RA,-520817,-,KLF6,-2797906,-,7785,0.02569043031470777,2635,yes,PRKCQ-AS1 *,"PRKCQ-AS1 *
chr10+6583188"
chr10,68997460,68997460,1,+,TCELL,454,LS-10,pin30,8,hg38,D-1,-1,-0,chr10+68997460,1,0.10276172125883108,TRUE,KIF1BP,+,FALSE,TRUE,0,TET1,302977,+,TLX1,-32133842,+,7785,0.10276172125883108,2635,yes,KIF1BP *,"KIF1BP *
chr10+68997460"
chr10,69223634,69223634,1,+,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr10+69223634,1,0.012845215157353885,TRUE,"LOC101928994,HKDC1","-,+",FALSE,FALSE,-0,TET1,529151,+,TLX1,-31907668,+,7785,0.012845215157353885,2635,yes,"LOC101928994,HKDC1 *","LOC101928994,HKDC1 *
chr10+69223634"
chr10,70146567,70146567,1,+,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr10+70146567,1,0.012845215157353885,TRUE,TYSND1,-,TRUE,FALSE,0,AIFM2,-13632,-,TLX1,-30984735,+,7785,0.012845215157353885,2635,yes,TYSND1 *~,"TYSND1 *~
chr10+70146567"
chr10,72109324,72109324,1,+,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr10+72109324,1,0.02569043031470777,TRUE,ASCC1,-,FALSE,FALSE,-0,PSAP,-257948,-,TLX1,-29021978,+,7785,0.02569043031470777,2635,yes,ASCC1 *,"ASCC1 *
chr10+72109324"
chr10,72296496,72296496,1,+,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr10+72296496,1,0.03853564547206166,FALSE,DDIT4,+,FALSE,TRUE,20459,PSAP,-445120,-,TLX1,-28834806,+,7785,0.03853564547206166,2635,yes,DDIT4 ,"DDIT4 
chr10+72296496"
chr10,74179278,74179278,1,+,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr10+74179278,1,0.012845215157353885,TRUE,ADK,+,FALSE,TRUE,0,VCL,59117,+,TLX1,-26952024,+,7785,0.012845215157353885,2635,yes,ADK *,"ADK *
chr10+74179278"
chr10,74587347,74587347,1,+,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr10+74587347,1,0.012845215157353885,TRUE,ADK,+,FALSE,TRUE,-0,KAT6B,-239064,+,TLX1,-26543955,+,7785,0.012845215157353885,2635,yes,ADK *,"ADK *
chr10+74587347"
chr10,74853424,74853424,1,+,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr10+74853424,1,0.012845215157353885,TRUE,KAT6B,+,FALSE,TRUE,0,KAT6B,0,+,TLX1,-26277878,+,7785,0.012845215157353885,2635,yes,KAT6B *~,"KAT6B *~
chr10+74853424"
chr10,75110485,75110485,1,+,TCELL,454,LS-10,pin30,5,hg38,D-1,-1,-0,chr10+75110485,1,0.06422607578676942,FALSE,SAMD8,+,FALSE,TRUE,-1148,KAT6B,77862,+,TLX1,-26020817,+,7785,0.06422607578676942,2635,yes,SAMD8 ,"SAMD8 
chr10+75110485"
chr10,79997088,79997088,1,+,TCELL,454,LS-10,pin30,4,hg38,D-1,-1,-0,chr10+79997088,1,0.05138086062941554,FALSE,SFTPD,-,FALSE,FALSE,-47982,NUTM2B,284330,+,TLX1,-21134214,+,7785,0.05138086062941554,2635,yes,SFTPD ,"SFTPD 
chr10+79997088"
chr10,83680174,83680174,1,+,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr10+83680174,1,0.03853564547206166,FALSE,LOC105378397,-,FALSE,FALSE,-3084,BMPR1A,-3076463,+,TLX1,-17451128,+,7785,0.03853564547206166,2635,yes,LOC105378397 ,"LOC105378397 
chr10+83680174"
chr10,88993774,88993774,1,+,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr10+88993774,1,0.03853564547206166,TRUE,FAS,+,FALSE,TRUE,0,FAS,0,+,TLX1,-12137528,+,7785,0.03853564547206166,2635,yes,FAS *~,"FAS *~
chr10+88993774"
chr10,9024732,9024732,1,+,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr10+9024732,1,0.012845215157353885,FALSE,LOC105755953,+,FALSE,TRUE,110135,GATA3,949530,+,KLF6,-5239450,-,7785,0.012845215157353885,2635,yes,LOC105755953 ,"LOC105755953 
chr10+9024732"
chr10,94546069,94546069,1,+,TCELL,454,LS-10,pin30,4,hg38,D-1,-1,-0,chr10+94546069,1,0.05138086062941554,TRUE,HELLS,+,FALSE,TRUE,0,LGI1,747894,+,TLX1,-6585233,+,7785,0.05138086062941554,2635,yes,HELLS *,"HELLS *
chr10+94546069"
chr10,95762414,95762414,1,+,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr10+95762414,1,0.012845215157353885,TRUE,"ENTPD1,ENTPD1-AS1","+,-",FALSE,FALSE,-0,FRAT1,-1556849,+,TLX1,-5368888,+,7785,0.012845215157353885,2635,yes,"ENTPD1,ENTPD1-AS1 *","ENTPD1,ENTPD1-AS1 *
chr10+95762414"
chr10,95833599,95833599,1,+,TCELL,454,LS-10,pin30,6,hg38,D-1,-1,-0,chr10+95833599,1,0.07707129094412332,TRUE,"ENTPD1,ENTPD1-AS1","+,-",FALSE,FALSE,-0,FRAT1,-1485664,+,TLX1,-5297703,+,7785,0.07707129094412332,2635,yes,"ENTPD1,ENTPD1-AS1 *","ENTPD1,ENTPD1-AS1 *
chr10+95833599"
chr10,97425461,97425461,1,+,TCELL,454,LS-10,pin30,4,hg38,D-1,-1,-0,chr10+97425461,1,0.05138086062941554,FALSE,PGAM1,+,FALSE,TRUE,-662,FRAT1,103545,+,TLX1,-3705841,+,7785,0.05138086062941554,2635,yes,PGAM1 ,"PGAM1 
chr10+97425461"
chr10,987783,987783,1,+,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr10+987783,1,0.012845215157353885,FALSE,GTPBP4,+,FALSE,TRUE,-624,ADARB2,189528,-,KLF6,2788211,-,7785,0.012845215157353885,2635,yes,GTPBP4 ,"GTPBP4 
chr10+987783"
chr11,102306196,102306196,1,-,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr11-102306196,1,0.02569043031470777,FALSE,BIRC3,+,FALSE,FALSE,-11252,BIRC3,-11252,+,PICALM,-16236314,-,7785,0.02569043031470777,2635,yes,BIRC3 ~,"BIRC3 ~
chr11-102306196"
chr11,104706856,104706856,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr11-104706856,1,0.012845215157353885,FALSE,LINC02552,-,FALSE,TRUE,-97553,CASP1,318650,-,PICALM,-18636974,-,7785,0.012845215157353885,2635,yes,LINC02552 ,"LINC02552 
chr11-104706856"
chr11,104968492,104968492,1,-,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr11-104968492,1,0.02569043031470777,TRUE,CASP4,-,FALSE,TRUE,0,CASP1,57014,-,PICALM,-18898610,-,7785,0.02569043031470777,2635,yes,CASP4 *,"CASP4 *
chr11-104968492"
chr11,106021577,106021577,1,-,TCELL,454,LS-10,pin30,4,hg38,D-1,-1,-0,chr11-106021577,1,0.05138086062941554,TRUE,MSANTD4,-,TRUE,TRUE,0,GUCY1A2,652433,-,PICALM,-19951695,-,7785,0.05138086062941554,2635,yes,MSANTD4 *,"MSANTD4 *
chr11-106021577"
chr11,108236416,108236416,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr11-108236416,1,0.012845215157353885,TRUE,ATM,+,FALSE,FALSE,0,ATM,0,+,PICALM,-22166534,-,7785,0.012845215157353885,2635,yes,ATM *~,"ATM *~
chr11-108236416"
chr11,108240325,108240325,1,-,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr11-108240325,1,0.03853564547206166,TRUE,ATM,+,FALSE,FALSE,0,ATM,0,+,PICALM,-22170443,-,7785,0.03853564547206166,2635,yes,ATM *~,"ATM *~
chr11-108240325"
chr11,10857480,10857480,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr11-10857480,1,0.012845215157353885,TRUE,ZBED5,-,FALSE,TRUE,0,MRVI1,-163491,-,LMO1,-2588844,-,7785,0.012845215157353885,2635,yes,ZBED5 *,"ZBED5 *
chr11-10857480"
chr11,10899582,10899582,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr11-10899582,1,0.012845215157353885,FALSE,ZBED5-AS1,+,FALSE,FALSE,20305,MRVI1,-205593,-,LMO1,-2630946,-,7785,0.012845215157353885,2635,yes,ZBED5-AS1 ,"ZBED5-AS1 
chr11-10899582"
chr11,110338097,110338097,1,-,TCELL,454,LS-10,pin30,10,hg38,D-1,-1,-0,chr11-110338097,1,0.12845215157353884,FALSE,LOC105369486,+,FALSE,FALSE,-17015,ARHGAP20,238936,-,PICALM,-24268215,-,7785,0.12845215157353884,2635,yes,LOC105369486 ,"LOC105369486 
chr11-110338097"
chr11,110346809,110346809,1,-,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr11-110346809,1,0.02569043031470777,FALSE,LOC105369486,+,FALSE,FALSE,-8303,ARHGAP20,230224,-,PICALM,-24276927,-,7785,0.02569043031470777,2635,yes,LOC105369486 ,"LOC105369486 
chr11-110346809"
chr11,110348179,110348179,1,-,TCELL,454,LS-10,pin30,5,hg38,D-1,-1,-0,chr11-110348179,1,0.06422607578676942,FALSE,LOC105369486,+,FALSE,FALSE,-6933,ARHGAP20,228854,-,PICALM,-24278297,-,7785,0.06422607578676942,2635,yes,LOC105369486 ,"LOC105369486 
chr11-110348179"
chr11,110350867,110350867,1,-,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr11-110350867,1,0.03853564547206166,FALSE,LOC105369486,+,FALSE,FALSE,-4245,ARHGAP20,226166,-,PICALM,-24280985,-,7785,0.03853564547206166,2635,yes,LOC105369486 ,"LOC105369486 
chr11-110350867"
chr11,111373478,111373478,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr11-111373478,1,0.012845215157353885,TRUE,POU2AF1,-,FALSE,TRUE,0,POU2AF1,0,-,PICALM,-25303596,-,7785,0.012845215157353885,2635,yes,POU2AF1 *~,"POU2AF1 *~
chr11-111373478"
chr11,111373509,111373509,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr11-111373509,1,0.012845215157353885,TRUE,POU2AF1,-,FALSE,TRUE,0,POU2AF1,0,-,PICALM,-25303627,-,7785,0.012845215157353885,2635,yes,POU2AF1 *~,"POU2AF1 *~
chr11-111373509"
chr11,113673975,113673975,1,-,TCELL,454,LS-10,pin30,5,hg38,D-1,-1,-0,chr11-113673975,1,0.06422607578676942,FALSE,TMPRSS5,-,FALSE,TRUE,13569,ZBTB16,-385612,+,PICALM,-27604093,-,7785,0.06422607578676942,2635,yes,TMPRSS5 ,"TMPRSS5 
chr11-113673975"
chr11,118047420,118047420,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr11-118047420,1,0.012845215157353885,TRUE,SMIM35,-,FALSE,TRUE,-0,TMPRSS4,-29590,+,PICALM,-31977538,-,7785,0.012845215157353885,2635,yes,SMIM35 *~,"SMIM35 *~
chr11-118047420"
chr11,118340974,118340974,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr11-118340974,1,0.012845215157353885,TRUE,CD3D,-,FALSE,TRUE,0,KMT2A,-95514,+,PICALM,-32271092,-,7785,0.012845215157353885,2635,yes,CD3D *,"CD3D *
chr11-118340974"
chr11,119085776,119085776,1,-,TCELL,454,LS-10,pin30,4,hg38,D-1,-1,-0,chr11-119085776,1,0.05138086062941554,TRUE,HMBS,+,FALSE,FALSE,0,H2AFX,8096,-,PICALM,-33015894,-,7785,0.05138086062941554,2635,yes,HMBS *~,"HMBS *~
chr11-119085776"
chr11,12206934,12206934,1,-,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr11-12206934,1,0.02569043031470777,TRUE,MICAL2,+,FALSE,FALSE,-0,PTH,1285109,-,LMO1,-3938298,-,7785,0.02569043031470777,2635,yes,MICAL2 *,"MICAL2 *
chr11-12206934"
chr11,122845643,122845643,1,-,TCELL,454,LS-10,pin30,5,hg38,D-1,-1,-0,chr11-122845643,1,0.06422607578676942,TRUE,CRTAM,+,FALSE,FALSE,0,MIR125B1,-745798,-,PICALM,-36775761,-,7785,0.06422607578676942,2635,yes,CRTAM *,"CRTAM *
chr11-122845643"
chr11,123455692,123455692,1,-,TCELL,454,LS-10,pin30,6,hg38,D-1,-1,-0,chr11-123455692,1,0.07707129094412332,FALSE,LOC100128242,+,FALSE,FALSE,19972,SCN3B,173493,-,PICALM,-37385810,-,7785,0.07707129094412332,2635,yes,LOC100128242 ,"LOC100128242 
chr11-123455692"
chr11,128053528,128053528,1,-,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr11-128053528,1,0.02569043031470777,FALSE,LINC02098,+,FALSE,FALSE,-155236,ETS1,405231,-,PICALM,-41983646,-,7785,0.02569043031470777,2635,yes,LINC02098 ,"LINC02098 
chr11-128053528"
chr11,128321333,128321333,1,-,TCELL,454,LS-10,pin30,1,hg38,D-1,-1,-0,chr11-128321333,1,0.012845215157353885,FALSE,LINC02098,+,FALSE,FALSE,79891,ETS1,137426,-,PICALM,-42251451,-,7785,0.012845215157353885,2635,yes,LINC02098 ,"LINC02098 
chr11-128321333"
chr11,16900825,16900825,1,-,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr11-16900825,1,0.03853564547206166,TRUE,PLEKHA7,-,FALSE,TRUE,0,MYOD1,-818736,+,LMO1,-8632189,-,7785,0.03853564547206166,2635,yes,PLEKHA7 *,"PLEKHA7 *
chr11-16900825"
chr11,18706986,18706986,1,-,TCELL,454,LS-10,pin30,2,hg38,D-1,-1,-0,chr11-18706986,1,0.02569043031470777,TRUE,IGSF22,-,TRUE,TRUE,-0,TMEM86A,2200,+,LMO1,-10438350,-,7785,0.02569043031470777,2635,yes,IGSF22 *~,"IGSF22 *~
chr11-18706986"
chr11,18768944,18768944,1,-,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr11-18768944,1,0.03853564547206166,TRUE,PTPN5,-,FALSE,TRUE,0,TMEM86A,64158,+,LMO1,-10500308,-,7785,0.03853564547206166,2635,yes,PTPN5 *,"PTPN5 *
chr11-18768944"
chr11,19240474,19240474,1,-,TCELL,454,LS-10,pin30,4,hg38,D-1,-1,-0,chr11-19240474,1,0.05138086062941554,TRUE,E2F8,-,FALSE,TRUE,0,TMEM86A,535688,+,LMO1,-10971838,-,7785,0.05138086062941554,2635,yes,E2F8 *,"E2F8 *
chr11-19240474"
chr11,22626889,22626889,1,-,TCELL,454,LS-10,pin30,3,hg38,D-1,-1,-0,chr11-22626889,1,0.03853564547206166,FALSE,FANCF,-,FALSE,TRUE,-1047,FANCF,-1047,-,LMO2,11231685,-,7785,0.03853564547206166,2635,yes,FANCF ~,"FANCF ~
chr11-22626889"
