posid,PBMC/D1,PBMC/W2,PBMC/W8,PBMC/Y15,PBMC/Y4,PBMC/Y8,TCELL/D-1,TCELL/M2,TCELL/Y8,patient
chr11-18768944,0,0,0,0,0,0,1,0,0,pin30
chr11-19240474,0,0,0,0,0,0,1,0,0,pin30
chr11-22412613,0,1,0,0,0,0,0,0,0,pin30
chr11-22626889,0,0,0,0,0,0,1,0,0,pin30
chr11-27506317,0,0,0,0,0,0,1,0,0,pin30
chr11-2981052,0,0,0,0,0,0,1,0,0,pin30
chr11-313062,0,0,0,0,0,0,1,0,0,pin30
chr11-31510935,0,0,0,0,0,0,1,0,0,pin30
chr11-33732606,0,0,0,0,0,0,1,0,0,pin30
chr11-35144803,0,0,0,0,1,0,0,0,0,pin30
chr11-35276426,0,0,0,0,0,0,1,0,0,pin30
chr11-36421905,0,1,0,0,0,0,0,0,0,pin30
chr11-37503206,0,0,1,0,0,0,0,0,0,pin30
chr11-44530690,0,0,0,0,0,0,1,0,0,pin30
chr11-45147642,0,0,0,0,0,0,1,0,0,pin30
chr11-48096609,0,0,0,0,0,0,1,0,0,pin30
chr11-519377,0,0,0,1,0,0,0,0,0,pin30
chr11-519443,0,0,0,1,0,0,0,0,0,pin30
chr11-59549108,0,0,0,0,0,0,1,0,0,pin30
chr11-61304821,0,0,0,0,0,1,0,0,0,pin30
chr11-61814845,0,0,0,0,0,0,1,0,0,pin30
chr11-62770972,0,0,0,0,0,0,1,0,0,pin30
chr11-62842436,0,0,0,0,0,0,1,0,0,pin30
chr11-6351460,0,0,0,0,0,0,1,0,0,pin30
chr11-65858719,0,0,1,0,0,0,0,0,0,pin30
chr11-66118850,0,0,0,0,0,0,1,0,0,pin30
chr11-66466120,0,0,0,0,0,0,1,0,0,pin30
chr11-67436861,0,0,0,0,0,0,1,0,0,pin30
chr11-6746043,0,0,0,0,0,1,0,0,0,pin30
chr11-6746182,0,0,0,0,0,0,1,0,0,pin30
chr11-67482684,0,0,0,0,0,0,1,0,0,pin30
chr11-67692466,0,0,1,0,0,0,0,0,0,pin30
chr11-72720305,1,0,0,0,0,0,0,0,0,pin30
chr11-74026212,0,0,0,0,0,0,0,1,0,pin30
chr11-74031294,0,0,0,0,0,0,1,0,0,pin30
chr11-74925562,0,0,0,0,0,0,1,0,0,pin30
chr11-76629012,0,0,0,0,0,0,1,0,0,pin30
chr11-7687859,0,0,0,0,0,0,1,0,0,pin30
chr11-77995395,0,0,0,0,0,0,1,0,0,pin30
chr11-85751502,0,0,0,0,0,0,1,0,0,pin30
chr11-86230211,0,0,0,0,0,0,1,0,0,pin30
chr11-86239697,0,0,0,0,0,0,1,0,0,pin30
chr11-8779648,0,0,0,0,1,0,0,0,0,pin30
chr11-88173292,0,0,0,0,0,0,1,0,0,pin30
chr11-88356766,0,0,0,0,0,0,1,0,0,pin30
chr11-95563472,0,0,0,0,0,0,1,0,0,pin30
chr11-95630955,1,0,0,0,0,0,0,0,0,pin30
chr11-96132158,0,0,0,0,0,0,1,0,0,pin30
chr11+10456459,0,0,0,0,0,0,1,0,0,pin30
chr11+104918333,0,0,0,0,0,0,1,0,0,pin30
chr11+108497410,0,0,0,0,0,0,1,0,0,pin30
chr11+108664626,0,1,0,0,0,0,0,0,0,pin30
chr11+109960872,0,0,0,0,0,0,1,0,0,pin30
chr11+111870426,0,0,0,0,0,0,1,0,0,pin30
chr11+116886583,0,0,0,0,0,0,1,0,0,pin30
chr11+117932323,0,0,0,0,0,0,1,0,0,pin30
chr11+117949696,0,0,0,0,0,1,0,0,0,pin30
chr11+119096382,0,0,0,0,0,0,1,0,0,pin30
chr11+121482919,0,0,0,0,0,0,1,0,0,pin30
chr11+12157060,0,0,0,0,0,0,1,0,0,pin30
chr11+12172671,0,0,0,0,0,0,1,0,0,pin30
chr11+12177817,0,0,0,0,0,0,1,0,0,pin30
chr11+12206367,0,0,0,0,0,0,1,0,0,pin30
chr11+12206670,0,0,0,0,0,0,1,0,0,pin30
chr11+122686526,0,0,0,0,1,0,0,0,0,pin30
chr11+122700396,0,0,0,0,0,0,1,0,0,pin30
chr11+122757238,0,0,0,0,0,0,1,0,0,pin30
chr11+123042861,0,0,0,0,1,0,0,0,0,pin30
chr11+123084436,0,0,0,0,0,0,1,0,0,pin30
chr11+123431567,0,0,0,0,0,0,1,0,0,pin30
chr11+125519573,0,0,0,0,0,0,1,0,0,pin30
chr11+125591875,0,0,0,1,0,0,0,0,0,pin30
chr11+128319672,0,0,0,0,0,0,1,0,0,pin30
chr11+128328772,0,0,0,0,0,0,0,1,0,pin30
chr11+129991702,0,0,0,0,1,0,0,0,0,pin30
chr11+13287604,0,0,0,0,0,0,1,0,0,pin30
chr11+14766218,0,0,0,0,0,0,1,0,0,pin30
chr11+14768246,0,0,0,0,0,0,1,0,0,pin30
chr11+16901373,0,0,0,0,0,0,1,0,0,pin30
chr11+18383016,0,0,1,0,0,0,0,0,0,pin30
chr11+1851859,0,2,0,0,0,0,0,0,0,pin30
chr11+1851891,0,1,0,0,0,0,0,0,0,pin30
chr11+18526002,0,0,0,0,0,0,1,0,0,pin30
chr11+20365309,0,0,1,0,0,0,0,0,0,pin30
chr11+20367565,0,0,0,0,0,0,1,0,0,pin30
chr11+206311,0,0,0,1,0,0,0,0,0,pin30
chr11+2079253,0,0,0,0,0,0,1,0,0,pin30
chr11+22703438,0,0,0,0,0,0,1,0,0,pin30
chr11+22758936,0,0,0,0,0,0,1,0,0,pin30
chr11+269180,0,0,1,0,0,0,0,0,0,pin30
chr11+30323194,0,0,0,0,0,0,0,1,0,pin30
chr11+309006,0,0,0,0,0,0,1,0,0,pin30
chr11+31757946,0,0,0,0,0,0,1,0,0,pin30
chr11+35276081,0,0,0,1,0,0,0,0,0,pin30
chr11+35324507,0,1,0,0,0,0,0,0,0,pin30
chr11+36344672,0,0,0,0,0,0,1,0,0,pin30
chr11+3798100,0,0,0,0,0,0,1,0,0,pin30
chr11+44575943,0,0,0,0,0,0,1,0,0,pin30
chr11+44576845,0,0,0,0,1,0,0,0,0,pin30
chr11+451574,0,0,0,0,0,0,1,0,0,pin30
chr11+47717784,0,0,0,0,0,0,1,0,0,pin30
chr11+5691844,0,0,0,0,0,0,1,0,0,pin30
chr11+58573794,0,0,0,0,0,0,1,0,0,pin30
chr11+59143312,0,0,0,0,0,0,1,0,0,pin30
chr11+61060318,0,0,0,0,0,0,1,0,0,pin30
chr11+62105992,0,0,0,0,0,0,1,0,0,pin30
chr11+62261054,0,0,0,0,0,0,1,0,0,pin30
chr11+6321932,0,0,1,0,0,0,0,0,0,pin30
chr11+6356742,0,0,0,0,0,0,1,0,0,pin30
chr11+64864957,0,0,0,0,0,0,1,0,0,pin30
chr11+65383430,0,0,0,0,0,0,1,0,0,pin30
chr11+65419933,0,0,0,0,0,0,1,0,0,pin30
chr11+65431237,0,0,0,0,0,0,1,0,0,pin30
chr11+66101351,0,0,0,0,0,0,1,0,0,pin30
chr11+66124780,0,0,0,0,0,0,1,0,0,pin30
chr11+66346856,0,0,0,1,0,0,0,0,0,pin30
chr11+67274336,2,0,0,0,0,0,0,0,0,pin30
chr11+68864964,0,0,0,0,1,0,0,0,0,pin30
chr11+697907,0,0,0,0,0,0,1,0,0,pin30
chr11+74009228,0,0,0,0,0,0,1,0,0,pin30
chr11+78326683,1,0,0,0,0,0,0,0,0,pin30
chr11+81873381,0,0,0,0,0,0,1,0,0,pin30
chr11+83127908,0,0,0,0,0,0,1,0,0,pin30
chr11+85629592,0,0,0,0,0,0,1,0,0,pin30
chr11+85751460,0,0,2,0,0,0,0,0,0,pin30
chr11+85751519,0,0,0,0,0,1,0,0,0,pin30
chr11+86143453,0,0,0,0,0,0,1,0,0,pin30
chr11+86175492,0,0,0,0,0,0,1,0,0,pin30
chr11+86184118,0,0,0,0,0,0,1,0,0,pin30
chr11+86213311,0,0,0,0,0,0,1,0,0,pin30
chr11+86447175,0,0,0,0,0,0,1,0,0,pin30
chr11+88338270,0,0,0,0,0,0,1,0,0,pin30
chr11+92670978,0,0,0,0,0,0,1,0,0,pin30
chr11+93531172,0,0,0,0,1,0,0,0,0,pin30
chr11+9566378,0,0,0,0,0,0,0,1,0,pin30
chr12-101819165,0,0,0,0,0,0,1,0,0,pin30
chr12-103958237,0,0,0,0,0,0,1,0,0,pin30
chr12-104479334,0,0,0,0,0,0,1,0,0,pin30
chr12-104485441,0,0,0,0,0,0,1,0,0,pin30
chr12-10448585,0,0,0,0,1,0,0,0,0,pin30
chr12-105107281,0,0,0,0,0,0,1,0,0,pin30
chr12-108329399,0,0,0,0,0,0,1,0,0,pin30
chr12-108693607,0,0,0,0,0,0,1,0,0,pin30
chr12-110286543,0,0,0,0,0,0,1,0,0,pin30
chr12-110570153,0,0,0,0,0,0,1,0,0,pin30
chr12-111055137,0,0,0,0,0,0,1,0,0,pin30
chr12-112015107,0,0,1,0,0,0,0,0,0,pin30
chr12-116147714,0,0,0,0,0,0,1,0,0,pin30
chr12-116173028,0,0,0,0,0,0,1,0,0,pin30
chr12-116319810,0,0,0,0,0,1,0,0,0,pin30
chr12-116320493,0,0,0,0,0,0,1,0,0,pin30
chr12-11648275,0,0,0,0,0,0,1,0,0,pin30
chr12-116751831,1,0,0,0,0,0,0,0,0,pin30
chr12-119990985,0,0,0,0,0,0,1,0,0,pin30
chr12-120921351,0,0,0,0,0,0,1,0,0,pin30
chr12-121125291,0,3,0,0,0,0,0,0,0,pin30
chr12-121482437,0,0,0,0,1,0,0,0,0,pin30
chr12-121628965,0,0,0,0,0,0,1,0,0,pin30
chr12-123102435,0,0,0,0,0,0,1,0,0,pin30
chr12-123226073,0,0,1,0,0,0,0,0,0,pin30
chr12-123382955,0,0,0,0,1,0,0,0,0,pin30
chr12-12466996,0,0,0,0,0,0,1,0,0,pin30
chr12-12481564,0,0,0,0,0,0,1,0,0,pin30
chr12-124920498,0,1,0,0,0,0,0,0,0,pin30
chr12-124920794,0,0,1,0,0,0,0,0,0,pin30
chr12-12582707,0,0,0,0,0,0,0,1,0,pin30
chr12-126071966,0,0,0,0,1,0,0,0,0,pin30
chr12-127557318,0,0,0,0,0,0,1,0,0,pin30
chr12-12808654,0,0,0,0,0,0,1,0,0,pin30
chr12-12808911,0,0,0,0,0,0,1,0,0,pin30
chr12-128915692,0,0,0,0,0,0,1,0,0,pin30
chr12-128917989,0,0,0,0,0,0,1,0,0,pin30
chr12-130280228,0,1,0,0,0,0,0,0,0,pin30
chr12-14258239,0,0,0,0,0,0,1,0,0,pin30
chr12-14881402,0,1,0,0,0,0,0,0,0,pin30
chr12-15572583,0,0,0,0,0,0,1,0,0,pin30
chr12-19625344,0,0,0,0,0,0,1,0,0,pin30
chr12-19792684,0,0,0,0,0,0,1,0,0,pin30
chr12-2018346,0,0,0,0,0,0,1,0,0,pin30
chr12-22625915,0,0,0,0,0,0,1,0,0,pin30
chr12-24600673,0,0,0,0,0,0,1,0,0,pin30
chr12-24737762,0,0,0,0,0,0,1,0,0,pin30
chr12-24746180,0,0,0,1,0,0,0,0,0,pin30
chr12-25589564,0,0,1,0,0,0,0,0,0,pin30
chr12-27237729,0,0,0,0,0,0,1,0,0,pin30
chr12-27499363,0,0,0,0,0,0,1,0,0,pin30
chr12-2878547,0,0,0,0,1,0,0,0,0,pin30
chr12-30795430,0,0,0,0,0,0,1,0,0,pin30
chr12-31052643,0,1,0,0,0,0,0,0,0,pin30
chr12-31317778,0,0,0,0,0,0,1,0,0,pin30
chr12-3753950,0,0,0,0,0,0,1,0,0,pin30
chr12-3871824,0,0,0,0,0,0,1,0,0,pin30
chr12-3951150,0,0,0,0,0,0,1,0,0,pin30
chr12-3989124,0,0,0,0,0,0,1,0,0,pin30
chr12-4150818,0,0,0,0,0,1,0,0,0,pin30
chr12-4214931,0,0,0,1,0,0,0,0,0,pin30
chr12-42663453,0,0,0,0,0,0,1,0,0,pin30
chr12-43836770,0,0,0,0,0,0,1,0,0,pin30
chr12-44828395,1,0,0,0,0,0,0,0,0,pin30
chr12-45726866,0,0,0,0,0,0,1,0,0,pin30
chr12-46216688,0,0,0,0,0,0,1,0,0,pin30
chr12-46523997,0,0,0,0,0,0,1,0,0,pin30
chr12-47301139,0,0,3,0,0,0,0,0,0,pin30
chr12-47384472,0,0,0,0,0,0,0,1,0,pin30
chr12-50186177,0,0,0,0,0,0,1,0,0,pin30
chr12-51390508,0,0,0,0,0,0,1,0,0,pin30
chr12-53218119,0,0,0,0,0,0,1,0,0,pin30
chr12-54932780,0,1,0,0,0,0,0,0,0,pin30
chr12-54988620,0,0,0,0,0,0,1,0,0,pin30
chr12-54990952,0,0,0,0,0,0,0,1,0,pin30
chr12-55929684,0,0,0,0,0,0,0,0,1,pin30
chr12-56451151,0,0,0,0,1,0,0,0,0,pin30
chr12-57086434,0,0,0,1,0,0,0,0,0,pin30
chr12-57101223,0,0,0,0,1,0,0,0,0,pin30
chr12-57604037,0,0,0,0,0,0,1,0,0,pin30
chr12-59594929,0,0,0,0,0,0,1,0,0,pin30
chr12-6435337,1,0,0,0,0,0,0,0,0,pin30
chr12-64405591,0,1,0,0,0,0,0,0,0,pin30
chr12-6443926,0,0,0,0,0,0,1,0,0,pin30
chr12-6532998,0,1,0,0,0,0,0,0,0,pin30
chr12-65664923,0,0,0,0,0,0,1,0,0,pin30
chr12-68117537,0,0,0,0,0,0,1,0,0,pin30
chr12-68179651,0,0,0,0,0,0,1,0,0,pin30
chr12-68932503,0,0,0,0,0,0,1,0,0,pin30
chr12-69240855,0,0,0,0,0,0,1,0,0,pin30
chr12-70242204,0,0,0,2,0,0,0,0,0,pin30
chr12-71664517,0,0,0,0,0,0,1,0,0,pin30
chr12-71755601,0,0,0,0,0,0,1,0,0,pin30
chr12-723049,0,0,0,0,0,0,1,0,0,pin30
chr12-75978478,0,0,0,0,0,0,1,0,0,pin30
chr12-7989873,0,0,0,0,0,0,1,0,0,pin30
chr12-7991546,0,0,0,0,0,0,1,0,0,pin30
chr12-8002212,0,0,0,1,0,0,0,0,0,pin30
chr12-890386,0,0,0,0,0,0,1,0,0,pin30
chr12-89137658,0,0,0,0,0,0,1,0,0,pin30
chr12-89525860,0,0,0,0,0,0,1,0,0,pin30
chr12-89863331,0,0,0,0,0,0,1,0,0,pin30
chr12-89863472,0,0,0,0,0,0,1,0,0,pin30
chr12-92132517,1,0,0,0,0,0,0,0,0,pin30
chr12-92136680,0,0,0,1,0,0,0,0,0,pin30
chr12-9243456,0,0,0,0,0,0,1,0,0,pin30
chr12-93678976,0,0,0,0,0,0,1,0,0,pin30
chr12-947268,0,0,0,0,0,0,1,0,0,pin30
chr12-96446570,0,0,1,0,0,0,0,0,0,pin30
chr12-9647356,0,0,0,0,0,0,1,0,0,pin30
chr12-9651708,0,0,0,0,0,1,0,0,0,pin30
chr12-9776283,0,0,0,0,0,0,1,0,0,pin30
chr12+101616228,0,0,0,0,0,0,1,0,0,pin30
chr12+101782713,0,0,0,0,0,0,1,0,0,pin30
chr12+102482616,0,0,0,0,0,0,1,0,0,pin30
chr12+102483969,0,0,0,0,0,0,1,0,0,pin30
chr12+104687024,0,0,0,0,0,0,1,0,0,pin30
chr12+105034610,0,0,0,0,0,1,0,0,0,pin30
chr12+107094661,0,0,0,0,0,0,1,0,0,pin30
chr12+107372128,0,0,0,0,0,0,1,0,0,pin30
chr12+108634284,0,1,0,0,0,0,0,0,0,pin30
chr12+108690319,0,0,0,0,0,0,1,0,0,pin30
chr12+110585940,0,0,0,0,0,0,1,0,0,pin30
chr12+11171499,0,0,0,0,0,0,1,0,0,pin30
chr12+112431486,0,0,0,0,0,0,0,1,0,pin30
chr12+118055120,0,0,1,0,0,0,0,0,0,pin30
chr12+120121319,0,0,0,0,0,0,1,0,0,pin30
chr12+121630569,0,0,0,0,0,0,1,0,0,pin30
chr12+122108005,0,0,0,0,0,0,1,0,0,pin30
chr12+122891029,0,0,0,0,0,0,1,0,0,pin30
chr12+123715817,0,0,0,0,0,0,1,0,0,pin30
chr12+1239046,0,0,0,0,0,0,1,0,0,pin30
chr12+12465092,0,0,0,0,0,0,1,0,0,pin30
chr12+12475897,0,0,0,0,0,0,1,0,0,pin30
chr12+124918356,0,0,0,1,0,0,0,0,0,pin30
chr12+127459374,0,0,0,0,0,1,0,0,0,pin30
chr12+128917167,0,0,0,0,0,0,1,0,0,pin30
chr12+128917261,0,0,0,0,0,0,1,0,0,pin30
chr12+13175387,0,0,0,0,0,0,1,0,0,pin30
chr12+14385769,0,0,0,0,0,0,1,0,0,pin30
chr12+14393094,0,0,0,0,0,0,1,0,0,pin30
chr12+15274295,0,0,0,0,0,0,1,0,0,pin30
chr12+19274425,0,0,0,0,1,0,0,0,0,pin30
chr12+2335400,0,0,0,0,0,0,1,0,0,pin30
chr12+24753472,0,0,0,0,0,0,1,0,0,pin30
chr12+26750090,0,0,0,0,0,0,1,0,0,pin30
chr12+27331816,0,0,0,0,0,0,1,0,0,pin30
chr12+2877864,0,0,0,0,0,0,1,0,0,pin30
chr12+31050727,0,0,0,0,0,0,1,0,0,pin30
chr12+31875108,0,0,0,0,0,0,1,0,0,pin30
chr12+31963213,0,0,0,0,0,0,1,0,0,pin30
chr12+3807248,0,0,0,0,0,0,1,0,0,pin30
chr12+3935177,0,0,0,0,0,0,1,0,0,pin30
chr12+3974402,0,0,0,0,0,0,1,0,0,pin30
chr12+3978510,0,0,0,0,0,0,1,0,0,pin30
chr12+4148278,0,0,0,0,0,0,1,0,0,pin30
chr12+4215020,0,0,0,0,0,0,1,0,0,pin30
chr12+4270916,0,0,0,0,0,0,1,0,0,pin30
chr12+44860006,0,0,0,0,0,1,0,0,0,pin30
chr12+46267944,0,1,0,0,0,0,0,0,0,pin30
chr12+47219130,0,0,0,0,0,1,0,0,0,pin30
chr12+47392491,0,0,0,0,0,0,1,0,0,pin30
chr12+47817237,0,0,0,0,0,0,1,0,0,pin30
chr12+47818018,0,0,0,0,0,0,1,0,0,pin30
chr12+47863966,0,0,0,0,0,0,1,0,0,pin30
chr12+48998802,0,0,0,0,0,0,1,0,0,pin30
chr12+49674281,0,0,0,0,0,0,1,0,0,pin30
chr12+50508374,0,0,0,0,0,0,1,0,0,pin30
chr12+50533389,0,0,0,0,0,0,1,0,0,pin30
chr12+51082447,0,0,0,0,0,0,1,0,0,pin30
chr12+51394590,0,0,0,0,0,0,1,0,0,pin30
chr12+51482013,0,0,0,0,0,0,1,0,0,pin30
chr12+52245268,0,0,0,0,0,0,1,0,0,pin30
chr12+52836517,0,0,0,0,0,0,1,0,0,pin30
chr12+53232957,0,0,0,0,0,0,1,0,0,pin30
chr12+53383273,0,0,0,0,0,0,1,0,0,pin30
chr12+53395406,0,0,1,0,0,0,0,0,0,pin30
chr12+53418054,0,0,0,0,1,0,0,0,0,pin30
chr12+54497133,0,0,0,0,0,0,1,0,0,pin30
chr12+54561714,0,0,0,0,1,0,0,0,0,pin30
chr12+54765638,0,0,0,0,0,0,1,0,0,pin30
chr12+54901915,1,0,0,0,0,0,0,0,0,pin30
chr12+54981651,0,0,0,0,0,0,1,0,0,pin30
chr12+55730883,0,0,0,0,0,0,1,0,0,pin30
chr12+6427907,0,0,0,0,0,0,1,0,0,pin30
chr12+64314728,0,0,0,0,0,0,1,0,0,pin30
chr12+6445900,0,0,0,0,0,0,1,0,0,pin30
chr12+6536190,0,0,0,0,0,0,1,0,0,pin30
chr12+673702,0,0,0,0,0,0,1,0,0,pin30
chr12+68037470,0,0,0,0,0,1,0,0,0,pin30
chr12+68365189,0,0,0,0,0,0,1,0,0,pin30
chr12+69583898,0,0,0,0,0,0,1,0,0,pin30
chr12+7131035,0,0,0,1,0,0,0,0,0,pin30
chr12+89225759,0,0,0,0,0,0,1,0,0,pin30
chr12+92134309,0,0,1,0,0,0,0,0,0,pin30
chr12+92494832,0,0,0,0,0,0,1,0,0,pin30
chr12+92502708,0,0,0,0,0,0,0,1,0,pin30
chr12+93133635,0,0,0,0,0,0,1,0,0,pin30
chr12+93146239,0,0,0,0,0,0,1,0,0,pin30
chr12+93185618,0,0,0,0,0,0,1,0,0,pin30
chr12+9469832,0,1,0,0,0,0,0,0,0,pin30
chr12+95474530,0,0,0,0,0,0,1,0,0,pin30
chr12+95474993,0,0,0,0,0,0,1,0,0,pin30
chr12+9668856,0,0,0,0,0,0,1,0,0,pin30
chr12+97680232,0,0,0,0,0,0,1,0,0,pin30
chr12+98501971,0,0,0,0,0,0,1,0,0,pin30
chr12+98593334,0,0,1,0,0,0,0,0,0,pin30
chr13-100588273,0,0,0,0,0,0,1,0,0,pin30
chr13-100712578,0,0,0,0,1,0,0,0,0,pin30
chr13-102779458,0,0,0,1,0,0,0,0,0,pin30
chr13-105375542,0,0,0,0,0,0,1,0,0,pin30
chr13-108897932,0,0,0,0,0,0,1,0,0,pin30
chr13-113295953,0,0,0,1,0,0,0,0,0,pin30
chr13-114067481,0,0,0,0,0,0,1,0,0,pin30
chr13-114128796,0,0,0,0,0,0,1,0,0,pin30
chr13-19781858,0,0,0,0,0,0,1,0,0,pin30
chr13-24131014,0,0,0,0,0,0,1,0,0,pin30
chr13-24600310,0,0,0,0,0,0,1,0,0,pin30
chr13-25280064,0,0,0,0,0,0,1,0,0,pin30
chr13-25286684,0,0,0,0,0,0,1,0,0,pin30
chr13-25757446,0,0,0,0,0,0,1,0,0,pin30
chr13-29124706,0,0,0,0,0,0,1,0,0,pin30
chr13-30306916,0,0,0,0,0,0,1,0,0,pin30
chr13-32317046,0,0,0,0,0,0,1,0,0,pin30
chr13-32536740,0,0,0,0,0,0,1,0,0,pin30
chr13-39095893,0,0,0,0,0,0,1,0,0,pin30
chr13-40027193,0,0,0,0,0,0,1,0,0,pin30
chr13-41006736,0,0,0,0,0,0,1,0,0,pin30
chr13-41019037,0,0,0,0,0,0,1,0,0,pin30
chr13-41656625,0,0,0,0,0,0,1,0,0,pin30
chr13-42412822,0,0,0,0,0,0,1,0,0,pin30
chr13-42495042,0,1,0,0,0,0,0,0,0,pin30
chr13-45520575,0,0,0,0,0,0,1,0,0,pin30
chr13-48145460,0,0,0,0,0,0,1,0,0,pin30
chr13-48443795,0,0,0,0,0,0,1,0,0,pin30
chr13-49495627,2,0,0,0,0,0,0,0,0,pin30
chr13-50595218,0,0,0,0,0,0,1,0,0,pin30
chr13-50910781,0,0,0,0,0,0,1,0,0,pin30
chr13-51804533,0,0,0,0,0,0,1,0,0,pin30
chr13-58035751,0,0,0,0,1,0,0,0,0,pin30
chr13-59392281,0,0,0,0,0,0,1,0,0,pin30
chr13-69229903,0,0,0,0,0,0,1,0,0,pin30
chr13-75325008,0,0,0,0,0,0,1,0,0,pin30
chr13-75325584,0,0,0,0,0,0,1,0,0,pin30
chr13-75762487,0,0,0,0,0,0,1,0,0,pin30
chr13-79428868,0,0,0,0,0,0,1,0,0,pin30
chr13-79452146,0,0,0,0,0,0,1,0,0,pin30
chr13-79453059,0,0,0,0,0,0,1,0,0,pin30
chr13-79485142,1,0,0,0,0,0,0,0,0,pin30
chr13-91342245,0,0,0,0,0,0,1,0,0,pin30
chr13-91345477,0,0,0,0,0,0,0,1,0,pin30
chr13-94419258,0,0,0,0,0,0,1,0,0,pin30
chr13-94487363,0,0,0,0,0,0,1,0,0,pin30
chr13-94596486,0,0,0,0,0,0,1,0,0,pin30
chr13-98485490,0,0,0,0,0,0,1,0,0,pin30
chr13-98785145,0,0,0,0,1,0,0,0,0,pin30
chr13-99316219,0,0,0,0,0,0,1,0,0,pin30
chr13-99323249,0,0,1,0,0,0,0,0,0,pin30
chr13-99419234,0,0,0,0,0,0,1,0,0,pin30
chr13-99420834,0,0,0,0,0,0,1,0,0,pin30
chr13-99433747,1,0,0,0,0,0,0,0,0,pin30
chr13-99495871,0,0,0,0,0,0,1,0,0,pin30
chr13+101420070,0,0,0,0,0,1,0,0,0,pin30
chr13+108219009,0,0,0,0,0,0,1,0,0,pin30
chr13+108916546,0,0,0,0,0,0,1,0,0,pin30
chr13+110913855,0,0,0,0,0,0,1,0,0,pin30
chr13+113295739,0,0,0,0,0,1,0,0,0,pin30
chr13+20194777,0,0,0,0,0,0,1,0,0,pin30
chr13+20359181,0,0,0,0,0,0,1,0,0,pin30
chr13+20420971,0,0,0,0,0,0,1,0,0,pin30
chr13+21458555,0,0,0,0,0,0,1,0,0,pin30
chr13+22061663,0,1,0,0,0,0,0,0,0,pin30
chr13+24187701,0,0,0,0,0,0,1,0,0,pin30
chr13+24250352,0,0,0,0,0,0,1,0,0,pin30
chr13+24949954,0,0,0,0,0,0,1,0,0,pin30
chr13+27622298,0,0,1,0,0,0,0,0,0,pin30
chr13+28610506,0,0,0,0,0,0,1,0,0,pin30
chr13+29459167,0,0,0,0,0,0,1,0,0,pin30
chr13+29847844,0,0,0,0,0,0,1,0,0,pin30
chr13+30430246,0,1,0,0,0,0,0,0,0,pin30
chr13+30573337,0,0,0,0,0,0,1,0,0,pin30
chr13+31847619,0,0,0,0,0,0,1,0,0,pin30
chr13+33543511,0,0,0,0,0,0,1,0,0,pin30
chr13+36821441,0,0,0,1,0,0,0,0,0,pin30
chr13+39094983,0,0,0,0,0,0,1,0,0,pin30
chr13+39095953,0,0,0,0,0,0,1,0,0,pin30
chr13+40206125,0,0,0,0,0,0,1,0,0,pin30
chr13+40220415,0,1,0,0,0,0,0,0,0,pin30
chr13+40787948,0,0,0,0,0,0,1,0,0,pin30
chr13+40788577,0,0,0,0,1,0,0,0,0,pin30
chr13+42376611,0,0,0,0,0,0,1,0,0,pin30
chr13+44274035,0,0,0,0,0,0,1,0,0,pin30
chr13+44918159,0,0,0,0,0,0,1,0,0,pin30
chr13+45214492,0,0,0,0,0,0,1,0,0,pin30
chr13+46355627,0,0,0,0,0,0,1,0,0,pin30
chr13+46592628,0,0,0,1,0,0,0,0,0,pin30
chr13+46668321,0,1,0,0,0,0,0,0,0,pin30
chr13+46795853,0,0,0,0,0,0,1,0,0,pin30
chr13+48993655,0,0,0,0,0,0,1,0,0,pin30
chr13+49385558,0,0,0,0,0,0,1,0,0,pin30
chr13+51802614,0,0,0,0,0,0,1,0,0,pin30
chr13+52206568,0,0,0,0,0,0,1,0,0,pin30
chr13+67596180,0,0,0,0,1,0,0,0,0,pin30
chr13+71609489,0,0,1,0,0,0,0,0,0,pin30
chr13+79498336,0,0,0,0,0,0,1,0,0,pin30
chr13+91368181,0,0,0,0,0,0,1,0,0,pin30
chr13+95185096,0,0,0,0,0,0,1,0,0,pin30
chr13+97433629,0,0,0,0,0,0,1,0,0,pin30
chr13+98513937,0,0,0,0,0,0,1,0,0,pin30
chr13+99255188,0,0,0,0,0,0,1,0,0,pin30
chr13+99422303,0,0,0,0,0,0,1,0,0,pin30
chr14-100063427,0,0,0,0,0,0,1,0,0,pin30
chr14-100064296,0,0,0,0,0,0,1,0,0,pin30
chr14-100072152,0,0,0,0,0,0,1,0,0,pin30
chr14-100079966,0,0,0,0,0,0,1,0,0,pin30
chr14-101820614,0,0,0,0,0,0,1,0,0,pin30
chr14-101879702,0,0,0,0,0,0,1,0,0,pin30
chr14-21988708,0,0,1,0,0,0,0,0,0,pin30
chr14-22547260,0,0,0,0,0,0,1,0,0,pin30
chr14-22547330,0,0,0,0,0,0,1,0,0,pin30
chr14-22567704,0,0,0,0,1,0,0,0,0,pin30
chr14-22570132,0,0,0,0,0,0,1,0,0,pin30
chr14-24053213,0,0,0,0,0,0,1,0,0,pin30
chr14-24677665,0,0,0,0,0,0,1,0,0,pin30
chr14-31391032,0,0,0,1,0,0,0,0,0,pin30
chr14-34629238,0,0,0,0,0,0,1,0,0,pin30
chr14-36315288,0,0,1,0,0,0,0,0,0,pin30
chr14-38079903,0,0,0,0,0,0,1,0,0,pin30
chr14-51334065,0,0,0,0,0,0,1,0,0,pin30
